HousValue,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT
22.0,0.011,55.0,2.25,0,0.389,6.453,31.9,7.307,1,300,15.3,394.719,8.23
33.0,0.02,17.5,1.38,0,0.416,7.104,59.5,9.223,3,216,18.6,393.238,8.05
20.2,0.803,0.0,8.14,0,0.538,5.456,36.6,3.796,4,307,21.0,288.988,11.69
18.7,0.062,0.0,5.19,0,0.515,5.968,58.5,4.812,5,224,20.2,396.898,9.29
18.0,0.325,0.0,21.89,0,0.624,6.431,98.8,1.812,4,437,21.2,396.898,15.39
15.6,2.155,0.0,19.58,0,0.871,5.628,100.0,1.517,5,403,14.7,169.27,16.65
8.4,11.812,0.0,18.1,0,0.718,6.824,76.5,1.794,24,666,20.2,48.45,22.74
31.5,0.512,0.0,6.2,0,0.507,7.358,71.6,4.148,8,307,17.4,390.068,4.73
21.4,0.095,0.0,12.83,0,0.437,6.286,45.0,4.503,5,398,18.7,383.229,8.94
21.7,0.174,0.0,10.59,1,0.489,5.96,92.1,3.877,4,277,18.6,393.25,17.27
24.6,0.054,0.0,4.05,0,0.51,6.315,73.4,3.317,5,296,16.6,395.6,6.29
22.2,0.072,0.0,4.49,0,0.449,6.121,56.8,3.748,3,247,18.5,395.148,8.44
17.0,1.414,0.0,19.58,1,0.871,6.129,96.0,1.749,5,403,14.7,321.02,15.12
20.4,0.131,0.0,8.56,0,0.52,6.127,85.2,2.122,5,384,20.9,387.689,14.09
22.2,0.241,0.0,7.38,0,0.493,6.083,43.7,5.416,5,287,19.6,396.898,12.79
23.6,0.092,0.0,4.05,0,0.51,6.416,84.1,2.646,5,296,16.6,395.5,9.04
12.3,7.992,0.0,18.1,0,0.7,5.52,100.0,1.533,24,666,20.2,396.898,24.56
19.2,0.34,0.0,21.89,0,0.624,6.458,98.9,2.118,4,437,21.2,395.039,12.6
8.8,20.085,0.0,18.1,0,0.7,4.368,91.2,1.439,24,666,20.2,285.828,30.63
17.2,0.062,0.0,4.39,0,0.442,5.898,52.3,8.014,3,352,18.8,364.609,12.67
25.0,0.341,0.0,7.38,0,0.493,6.415,40.1,4.721,5,287,19.6,396.898,6.12
26.7,0.358,0.0,6.2,1,0.507,6.951,88.5,2.862,8,307,17.4,391.699,9.71
14.4,0.254,0.0,6.91,0,0.448,5.399,95.3,5.87,3,233,17.9,396.898,30.81
20.1,0.106,30.0,4.93,0,0.428,6.095,65.1,6.336,6,300,16.6,394.619,12.4
20.9,0.128,12.5,6.07,0,0.409,5.885,33.0,6.498,4,345,18.9,396.898,8.79
44.0,0.015,90.0,3.75,0,0.394,7.454,34.2,6.336,3,244,15.9,386.34,3.11
14.4,1.629,0.0,21.89,0,0.624,5.019,100.0,1.439,4,437,21.2,396.898,34.41
8.4,13.678,0.0,18.1,0,0.74,5.935,87.9,1.821,24,666,20.2,68.95,34.02
32.0,0.096,40.0,6.41,0,0.447,6.854,42.8,4.267,4,254,17.6,396.898,2.98
24.1,0.034,82.5,2.03,0,0.415,6.162,38.4,6.27,2,348,14.7,393.77,7.43
21.2,0.056,0.0,12.83,0,0.437,6.232,53.7,5.014,5,398,18.7,386.398,12.34
22.0,0.113,30.0,4.93,0,0.428,6.897,54.3,6.336,6,300,16.6,391.25,11.38
20.3,0.072,0.0,25.65,0,0.581,6.004,84.1,2.197,2,188,19.1,377.67,14.27
23.7,0.128,30.0,4.93,0,0.428,6.393,7.8,7.035,6,300,16.6,374.709,5.19
19.1,2.314,0.0,19.58,0,0.605,5.88,97.3,2.389,5,403,14.7,348.129,12.03
9.7,11.578,0.0,18.1,0,0.7,5.036,97.0,1.77,24,666,20.2,396.898,25.68
34.9,0.084,45.0,3.44,0,0.437,7.185,38.9,4.567,5,398,15.2,396.898,5.39
37.0,0.091,45.0,3.44,0,0.437,6.951,21.5,6.48,5,398,15.2,377.68,5.1
19.4,0.264,0.0,8.56,0,0.52,6.229,91.2,2.545,5,384,20.9,391.229,15.55
24.6,0.192,0.0,7.38,0,0.493,6.431,14.7,5.416,5,287,19.6,393.68,5.08
22.6,4.261,0.0,18.1,0,0.77,6.112,81.3,2.509,24,666,20.2,390.738,12.67
15.4,2.734,0.0,19.58,0,0.871,5.597,94.9,1.526,5,403,14.7,351.85,21.45
10.4,88.976,0.0,18.1,0,0.671,6.968,91.9,1.416,24,666,20.2,396.898,17.21
29.0,0.056,70.0,2.24,0,0.4,7.041,10.0,7.828,5,358,14.8,371.578,4.74
18.2,0.726,0.0,8.14,0,0.538,5.727,69.5,3.796,4,307,21.0,390.949,11.28
10.2,14.334,0.0,18.1,0,0.7,4.88,100.0,1.589,24,666,20.2,372.92,30.62
16.6,0.672,0.0,8.14,0,0.538,5.813,90.3,4.682,4,307,21.0,376.879,14.81
19.5,0.034,0.0,5.19,0,0.515,5.869,46.3,5.231,5,224,20.2,396.898,9.8
25.0,0.198,0.0,10.59,0,0.489,6.182,42.4,3.945,4,277,18.6,393.629,9.47
24.8,0.044,70.0,2.24,0,0.4,6.871,47.4,7.828,5,358,14.8,390.859,6.07
45.4,0.036,20.0,3.33,0,0.443,7.82,64.5,4.695,5,216,14.9,387.309,3.76
33.3,0.04,80.0,1.52,0,0.404,7.287,34.1,7.309,2,329,12.6,396.898,4.08
7.4,22.597,0.0,18.1,0,0.7,5.0,89.5,1.518,24,666,20.2,396.898,31.99
22.9,0.062,40.0,1.25,0,0.429,6.49,44.4,8.792,1,335,19.7,396.898,5.98
13.1,8.717,0.0,18.1,0,0.693,6.471,98.8,1.726,24,666,20.2,391.979,17.12
11.9,20.716,0.0,18.1,0,0.659,4.138,100.0,1.178,24,666,20.2,370.219,23.34
24.8,0.214,22.0,5.86,0,0.431,6.438,8.9,7.397,7,330,19.1,377.068,3.59
16.0,0.172,25.0,5.13,0,0.453,5.966,93.4,6.818,8,284,19.7,378.078,14.44
22.6,0.047,0.0,3.41,0,0.489,6.417,66.1,3.092,2,270,17.8,392.18,8.81
33.8,0.54,20.0,3.97,0,0.647,7.203,81.8,2.112,5,264,13.0,392.799,9.59
19.3,0.376,0.0,10.59,1,0.489,5.404,88.6,3.665,4,277,18.6,395.238,23.98
18.4,0.33,0.0,21.89,0,0.624,5.822,95.4,2.47,4,437,21.2,388.689,15.03
22.5,0.252,0.0,10.59,0,0.489,5.783,72.7,4.355,4,277,18.6,389.43,18.06
18.6,0.229,0.0,8.56,0,0.52,6.405,85.4,2.715,5,384,20.9,70.8,10.63
26.6,0.029,40.0,1.25,0,0.429,6.939,34.5,8.792,1,335,19.7,389.85,5.89
20.3,0.349,0.0,9.9,0,0.544,5.972,76.7,3.102,4,304,18.4,396.238,9.97
23.2,0.039,52.5,5.32,0,0.405,6.209,31.3,7.317,6,293,16.6,396.898,7.14
21.9,0.048,80.0,3.64,0,0.392,6.108,32.0,9.22,1,315,16.4,392.889,6.57
24.3,0.537,0.0,6.2,0,0.504,5.981,68.1,3.671,8,307,17.4,378.35,11.65
13.6,1.252,0.0,8.14,0,0.538,5.57,98.1,3.798,4,307,21.0,376.568,21.02
21.2,0.132,0.0,10.01,0,0.547,6.176,72.5,2.73,6,432,17.8,393.299,12.04
25.0,0.029,28.0,15.04,0,0.464,6.211,28.9,3.666,4,270,18.2,396.328,6.21
18.5,0.191,22.0,5.86,0,0.431,5.605,70.2,7.955,7,330,19.1,389.129,18.46
33.1,0.061,40.0,6.41,1,0.447,6.826,27.6,4.863,4,254,17.6,393.449,4.16
28.1,0.141,0.0,10.59,0,0.489,6.375,32.3,3.945,4,277,18.6,385.809,9.38
19.9,3.837,0.0,18.1,0,0.77,6.251,91.1,2.295,24,666,20.2,350.648,14.19
50.0,9.232,0.0,18.1,0,0.631,6.216,100.0,1.169,24,666,20.2,366.148,9.53
5.0,38.352,0.0,18.1,0,0.693,5.453,100.0,1.49,24,666,20.2,396.898,30.59
22.2,0.11,25.0,5.13,0,0.453,6.456,67.8,7.225,8,284,19.7,396.898,6.73
12.1,9.596,0.0,18.1,0,0.693,6.404,100.0,1.639,24,666,20.2,376.109,20.31
19.8,0.245,0.0,9.9,0,0.544,5.782,71.7,4.032,4,304,18.4,396.898,15.94
18.2,0.043,80.0,1.91,0,0.413,5.663,21.9,10.586,4,334,22.0,382.799,8.05
24.2,0.088,0.0,10.81,0,0.413,6.417,6.6,5.287,4,305,19.2,383.729,6.72
13.9,0.841,0.0,8.14,0,0.538,5.599,85.7,4.455,4,307,21.0,303.42,16.51
12.6,9.925,0.0,18.1,0,0.74,6.251,96.6,2.198,24,666,20.2,388.52,16.44
22.8,0.493,0.0,9.9,0,0.544,6.635,82.5,3.317,4,304,18.4,396.898,4.54
42.3,0.022,82.5,2.03,0,0.415,7.61,15.7,6.27,2,348,14.7,395.379,3.11
25.0,2.924,0.0,19.58,0,0.605,6.101,93.0,2.283,5,403,14.7,240.159,9.81
24.8,0.043,52.5,5.32,0,0.405,6.565,22.9,7.317,6,293,16.6,371.719,9.51
37.3,0.079,80.0,4.95,0,0.411,7.148,27.7,5.117,4,245,19.2,396.898,3.56
11.3,9.187,0.0,18.1,0,0.7,5.536,100.0,1.58,24,666,20.2,396.898,23.6
14.1,9.329,0.0,18.1,0,0.713,6.185,98.7,2.262,24,666,20.2,396.898,18.13
19.5,0.171,0.0,8.56,0,0.52,5.836,91.9,2.211,5,384,20.9,395.67,18.66
22.3,2.45,0.0,19.58,0,0.605,6.402,95.2,2.262,5,403,14.7,330.039,11.32
22.9,0.036,25.0,4.86,0,0.426,6.167,46.7,5.401,4,281,19.0,390.639,7.51
25.0,4.542,0.0,18.1,0,0.77,6.398,88.0,2.518,24,666,20.2,374.559,7.79
13.8,18.498,0.0,18.1,0,0.668,4.138,100.0,1.137,24,666,20.2,396.898,37.97
23.4,0.05,21.0,5.64,0,0.439,5.998,21.4,6.815,4,243,16.8,396.898,8.43
24.5,0.164,22.0,5.86,0,0.431,6.433,49.1,7.826,7,330,19.1,374.709,9.52
5.0,67.92,0.0,18.1,0,0.693,5.683,100.0,1.425,24,666,20.2,384.969,22.98
24.4,0.14,22.0,5.86,0,0.431,6.487,13.0,7.397,7,330,19.1,396.279,5.9
23.3,0.154,25.0,5.13,0,0.453,6.145,29.2,7.815,8,284,19.7,390.68,6.86
23.0,0.303,0.0,7.38,0,0.493,6.312,28.9,5.416,5,287,19.6,396.898,6.15
21.4,0.115,0.0,2.89,0,0.445,6.163,69.6,3.495,2,276,18.0,391.828,11.34
18.3,0.171,0.0,10.01,0,0.547,5.928,88.2,2.463,6,432,17.8,344.908,15.76
17.6,0.206,22.0,5.86,0,0.431,5.593,76.5,7.955,7,330,19.1,372.488,12.5
25.0,0.054,21.0,5.64,0,0.439,6.511,21.1,6.815,4,243,16.8,396.898,5.28
19.7,0.089,21.0,5.64,0,0.439,5.963,45.7,6.815,4,243,16.8,395.559,13.45
13.1,2.447,0.0,19.58,0,0.871,5.272,94.0,1.736,5,403,14.7,88.63,16.14
6.3,9.917,0.0,18.1,0,0.693,5.852,77.8,1.5,24,666,20.2,338.158,29.97
28.4,0.055,33.0,2.18,0,0.472,6.616,58.1,3.37,7,222,18.4,393.359,8.93
13.3,9.823,0.0,18.1,0,0.671,6.794,98.8,1.358,24,666,20.2,396.898,21.24
20.3,0.084,0.0,12.83,0,0.437,5.874,36.6,4.503,5,398,18.7,396.059,9.1
11.5,8.152,0.0,18.1,0,0.7,5.39,98.9,1.728,24,666,20.2,396.898,20.85
17.4,0.136,12.5,6.07,0,0.409,5.594,36.8,6.498,4,345,18.9,396.898,13.09
21.7,0.082,0.0,13.92,0,0.437,6.009,42.3,5.503,4,289,16.0,396.898,10.4
24.3,0.34,22.0,5.86,0,0.431,6.108,34.9,8.055,7,330,19.1,390.18,9.16
23.6,0.057,0.0,3.41,0,0.489,7.007,86.3,3.422,2,270,17.8,396.898,5.5
18.5,0.284,0.0,7.38,0,0.493,5.708,74.3,4.721,5,287,19.6,391.129,11.74
18.1,0.558,0.0,21.89,0,0.624,6.335,98.2,2.111,4,437,21.2,394.67,16.96
19.8,0.045,0.0,3.24,0,0.46,6.144,32.2,5.874,4,430,16.9,368.568,9.09
10.4,25.941,0.0,18.1,0,0.679,5.304,89.1,1.647,24,666,20.2,127.36,26.64
23.1,0.139,0.0,4.05,0,0.51,5.572,88.5,2.596,5,296,16.6,396.898,14.69
15.6,0.75,0.0,8.14,0,0.538,5.924,94.1,4.4,4,307,21.0,394.328,16.3
13.5,1.613,0.0,8.14,0,0.538,6.096,96.9,3.76,4,307,21.0,248.31,20.34
29.1,0.08,40.0,6.41,0,0.447,6.482,32.1,4.14,4,254,17.6,396.898,7.19
14.5,8.492,0.0,18.1,0,0.584,6.348,86.1,2.053,24,666,20.2,83.45,17.64
18.6,0.072,60.0,1.69,0,0.411,5.884,18.5,10.71,4,411,18.3,392.328,7.79
23.0,0.114,0.0,13.89,1,0.55,6.373,92.4,3.363,5,276,16.4,393.738,10.5
28.0,0.041,25.0,4.86,0,0.426,6.727,33.5,5.401,4,281,19.0,396.898,5.29
14.8,0.956,0.0,8.14,0,0.538,6.047,88.8,4.453,4,307,21.0,306.379,17.28
36.2,0.069,0.0,2.46,0,0.488,6.144,62.2,2.598,3,193,17.8,396.898,9.45
24.7,0.159,0.0,6.91,0,0.448,6.211,6.5,5.721,3,233,17.9,394.459,7.44
29.6,0.06,0.0,2.46,0,0.488,6.153,68.8,3.28,3,193,17.8,387.109,13.15
15.6,0.976,0.0,21.89,0,0.624,5.757,98.4,2.346,4,437,21.2,262.76,17.31
14.9,6.288,0.0,18.1,0,0.74,6.341,96.4,2.072,24,666,20.2,318.01,17.79
14.6,2.369,0.0,19.58,0,0.871,4.926,95.7,1.461,5,403,14.7,391.709,29.53
23.3,0.093,30.0,4.93,0,0.428,6.606,42.2,6.19,6,300,16.6,383.779,7.37
28.6,0.129,0.0,13.92,0,0.437,6.678,31.1,5.96,4,289,16.0,396.898,6.27
19.4,0.262,0.0,9.9,0,0.544,6.023,90.4,2.834,4,304,18.4,396.299,11.72
19.4,2.149,0.0,19.58,0,0.871,5.709,98.5,1.623,5,403,14.7,261.949,15.79
20.4,0.351,0.0,7.38,0,0.493,6.041,49.9,4.721,5,287,19.6,396.898,7.7
13.1,23.648,0.0,18.1,0,0.671,6.38,96.2,1.386,24,666,20.2,396.898,23.69
12.8,9.391,0.0,18.1,0,0.74,5.627,93.9,1.817,24,666,20.2,396.898,22.88
21.1,0.04,0.0,5.19,0,0.515,6.037,34.5,5.985,5,224,20.2,396.898,8.01
26.4,0.093,34.0,6.09,0,0.433,6.495,18.4,5.492,7,329,16.1,383.609,8.67
16.8,4.222,0.0,18.1,1,0.77,5.803,89.0,1.905,24,666,20.2,353.039,14.64
50.0,1.463,0.0,19.58,0,0.605,7.489,90.8,1.971,5,403,14.7,374.43,1.73
17.5,0.031,0.0,4.39,0,0.442,6.014,48.5,8.014,3,352,18.8,385.639,10.53
18.9,0.117,12.5,7.87,0,0.524,6.009,82.9,6.227,5,311,15.2,396.898,13.27
18.9,0.014,75.0,4.0,0,0.41,5.888,47.6,7.32,3,469,21.1,396.898,14.8
43.5,0.54,20.0,3.97,0,0.575,7.47,52.6,2.872,5,264,13.0,390.299,3.16
19.3,0.212,0.0,8.56,0,0.52,6.137,87.4,2.715,5,384,20.9,394.469,13.44
50.0,0.02,95.0,2.68,0,0.416,8.034,31.9,5.118,4,224,14.7,390.549,2.88
8.3,15.86,0.0,18.1,0,0.679,5.896,95.4,1.91,24,666,20.2,7.68,24.39
20.5,0.093,0.0,25.65,0,0.581,5.961,92.9,2.087,2,188,19.1,378.09,17.93
17.1,9.724,0.0,18.1,0,0.74,6.406,97.2,2.065,24,666,20.2,385.959,19.52
26.6,0.127,0.0,6.91,0,0.448,6.77,2.9,5.721,3,233,17.9,385.408,4.84
19.3,0.145,0.0,10.01,0,0.547,5.731,65.2,2.759,6,432,17.8,391.5,13.61
30.5,0.069,45.0,3.44,0,0.437,6.739,30.8,6.48,5,398,15.2,389.709,4.69
19.2,0.151,0.0,10.01,0,0.547,6.021,82.6,2.747,6,432,17.8,394.51,10.3
26.6,0.057,0.0,4.49,0,0.449,6.63,56.1,4.438,3,247,18.5,392.299,6.53
23.3,1.425,0.0,19.58,0,0.871,6.51,100.0,1.766,5,403,14.7,364.309,7.39
29.1,0.014,60.0,2.93,0,0.401,6.604,18.8,6.22,1,265,15.6,376.699,4.38
24.3,1.343,0.0,19.58,0,0.605,6.066,100.0,1.757,5,403,14.7,353.889,6.43
22.7,5.202,0.0,18.1,1,0.77,6.127,83.4,2.723,24,666,20.2,395.43,11.48
31.6,0.412,0.0,6.2,0,0.504,7.163,79.9,3.216,8,307,17.4,372.078,6.36
19.6,0.103,25.0,5.13,0,0.453,5.927,47.2,6.932,8,284,19.7,396.898,9.22
23.3,0.046,0.0,13.89,1,0.55,5.888,56.0,3.112,5,276,16.4,392.799,13.51
17.4,0.323,0.0,21.89,0,0.624,5.942,93.5,1.967,4,437,21.2,378.25,16.9
14.3,0.881,0.0,21.89,0,0.624,5.637,94.7,1.98,4,437,21.2,396.898,18.34
12.7,1.131,0.0,8.14,0,0.538,5.713,94.1,4.233,4,307,21.0,360.17,22.6
13.2,1.388,0.0,8.14,0,0.538,5.95,82.0,3.99,4,307,21.0,232.6,27.71
50.0,0.014,80.0,0.46,0,0.422,7.875,32.0,5.648,4,255,14.4,394.229,2.97
16.2,0.254,0.0,9.9,0,0.544,5.705,77.7,3.945,4,304,18.4,396.42,11.5
50.0,2.01,0.0,19.58,0,0.605,7.929,96.2,2.046,5,403,14.7,369.299,3.7
19.4,0.22,0.0,6.91,0,0.448,5.602,62.0,6.088,3,233,17.9,396.898,16.2
23.2,0.07,0.0,4.05,0,0.51,6.02,47.2,3.555,5,296,16.6,393.229,10.11
32.4,0.056,40.0,6.41,1,0.447,6.758,32.9,4.078,4,254,17.6,396.898,3.53
36.2,0.069,0.0,2.18,0,0.458,7.147,54.2,6.062,3,222,18.7,396.898,5.33
25.3,0.141,0.0,6.91,0,0.448,6.169,6.6,5.721,3,233,17.9,383.369,5.81
24.8,0.037,25.0,4.86,0,0.426,6.302,32.2,5.401,4,281,19.0,396.898,6.72
32.2,0.009,90.0,2.97,0,0.4,7.088,20.8,7.307,1,285,15.3,394.719,7.85
11.9,0.047,0.0,11.93,0,0.573,6.03,80.8,2.505,1,273,21.0,396.898,7.88
12.01326332940584,0.04711751260893813,0.0,11.918493776156417,0,0.5729173261286579,6.032868756908447,80.6642555842562,2.5042128867054068,0,273,21.020025606799305,396.89652655430376,7.729987649808548
11.9,0.047,0.0,11.93,0,0.573,6.03,80.8,2.505,1,273,21.0,396.898,7.88
11.890071911756866,0.047798793058494805,0.0,11.933919349770283,0,0.5730093944632457,6.032469713028053,81.0674844111407,2.509285758646949,0,273,20.993823490921887,396.9018904223179,7.8707912718325765
16.939766385762738,0.22697285901676026,0.0,9.680981373219657,0,0.5851862697811175,6.025480388248735,79.69280654348876,2.503618512541518,5,389,19.22085240154805,396.9260365952932,14.357924941417465
16.8,0.224,0.0,9.69,0,0.585,6.027,79.7,2.498,6,391,19.2,396.898,14.33
16.758745695042457,0.22287429883317925,0.0,9.697225476620172,0,0.5851578496863374,6.012690870884248,79.4724112724497,2.496079373992861,5,390,19.20876351761983,396.8967850863093,14.454961580519395
16.881164486512812,0.22299453235163277,0.0,9.683238824750728,0,0.5851867375761901,6.017223150513131,79.76887726113512,2.496451105627979,6,390,19.178718300083325,396.89074388266226,14.237949075846252
17.472327342503185,0.18027057856526216,0.0,9.6387375929462,0,0.5853361359590397,5.577291773644543,73.72123415626206,2.402417861118782,6,389,19.230911601770167,395.77425856125114,15.110020962933325
17.44989977686192,0.1769879572987408,0.0,9.649791027488464,0,0.5850084146300778,5.577143840881216,74.15311904967221,2.3927557360037612,5,393,19.216348397253565,395.74561763209016,15.064319392382489
17.553963883975594,0.17973409054303627,0.0,9.656667448504038,0,0.5851064254960399,5.566732298725093,73.75885963827083,2.403885025226697,5,388,19.199051748241693,395.7666182443136,15.15919518494231
17.5,0.178,0.0,9.69,0,0.585,5.569,73.5,2.4,6,391,19.2,395.77,15.1
18.285214276546718,0.2696459848226701,0.0,9.719739667740127,0,0.585074105728902,5.786180838249974,70.86824590698266,2.883965122468539,5,392,19.198500207050596,396.88328380799123,13.961088960826157
18.3,0.268,0.0,9.69,0,0.585,5.794,70.6,2.893,6,391,19.2,396.898,14.1
17.896546061359327,0.2931194587109575,0.0,9.69,0,0.585,5.923299770095824,72.56175944139177,3.19220847664723,6,391,19.2,397.4197662557545,14.749313760401504
18.3434949167415,0.26596609178391994,0.0,9.688046813411042,0,0.5848655049578896,5.77487730066681,70.51842814100468,2.8858281374904338,5,388,19.19919301972293,396.89163758230234,14.187292206497037
19.722328748750996,0.2928214345695295,0.0,9.674241312700676,0,0.5849928104402664,5.393207474858526,73.06716072194989,2.7946698455656747,5,394,19.195024041929457,396.8684391374744,21.30959748064001
19.6303410097128,0.2885923646480188,0.0,9.68260012295165,0,0.5847748241621692,5.391433790187949,72.80226321138858,2.7960821575931014,6,392,19.20483575806057,396.9107747469818,21.129498026627076
19.76690583161946,0.28932587853731223,0.0,9.719594778303838,0,0.5849415487560659,5.373680443836694,73.05638886080179,2.798516040530015,6,390,19.192610612623742,396.9549324387829,21.17847059301786
19.684175847697468,0.28850267280333075,0.0,9.68530962445529,0,0.584839560857147,5.395763886060661,72.87861133417678,2.7977809480085702,6,389,19.2065447644084,396.88488735712247,21.05016265045247
20.584581268370265,0.046539031250479604,0.0,11.897715617177896,0,0.5729275466694936,6.123006822403171,77.12964578717758,2.2890323560315706,1,272,20.985324688998613,396.91918536406814,9.105782158792845
20.593483280234494,0.044672960295762856,0.0,11.918942516834544,0,0.5730104016243615,6.11054957395397,76.7648695094414,2.2945951300862504,1,271,21.031001952468998,396.8774944229305,9.141180013808668
20.50777715419521,0.04554119715554265,0.0,11.956708766587557,0,0.5729344892479625,6.1129868051874,76.80010478198454,2.2785722886836703,0,272,20.996543423864015,396.8616572061408,9.27783973856151
20.59276650873751,0.04489756714196593,0.0,11.93577856708786,0,0.5729302471648099,6.127900748043321,76.84136755335594,2.288940774784801,0,274,20.987757781448664,396.90315771719565,9.035375282606417
21.32054019272741,0.23993479402897142,0.0,9.673884341880774,0,0.5848675177097828,6.031128380048337,65.64296064754026,2.4127701867171187,6,390,19.2039120301469,396.9115708534923,13.137186245341102
21.205406778208463,0.2381708981901033,0.0,9.665164373503323,0,0.5849781106197929,6.017368867434824,65.20847300926941,2.408436637201842,6,391,19.191890523596438,396.92886920061096,12.939189416319465
21.159145161601117,0.24263551225901658,0.0,9.696441406126652,0,0.584983458460048,6.030280233410726,65.53843282347796,2.4177126044977886,6,390,19.202322757071148,396.90107404519,12.916078140410164
21.136656403707796,0.23723481916032763,0.0,9.682363392334642,0,0.5849802577366517,6.029495980750511,65.22112879399107,2.4160468479550268,6,392,19.232067331804164,396.88764014344133,13.009538590018163
21.793023051868012,0.1706495333746104,0.0,9.644488670094713,0,0.5850969449579916,5.704715678645856,53.92126599472967,2.380685416734975,5,390,19.18889386349187,396.9587709183382,12.009718489262223
21.737519021690424,0.17392235654894295,0.0,9.707181505788029,0,0.5850528242129326,5.704730740865291,54.196152180368514,2.383629108109158,5,389,19.228895913415663,396.8821196002147,12.224239538771325
21.849576973762424,0.16992851417821853,0.0,9.697960833577989,0,0.5849943120685879,5.72359594433636,54.14759911404868,2.374467272944328,6,391,19.21374740795802,396.8703774034344,11.953789083691865
21.786559356731804,0.16785271618948522,0.0,9.688470993239472,0,0.5849180857178605,5.701696446448932,54.22967342134597,2.3775280684768325,5,392,19.199390600728297,396.88234216180103,12.07988924181523
21.98118550405462,0.11177895340467041,0.0,11.968638197177206,0,0.5727589571958912,6.809300112941734,89.21400558155847,2.3892430254139057,1,272,20.970833832375305,393.43138843769424,6.411411988873799
22.912928324525858,0.13494252211902724,0.0,11.93,0,0.573,6.833314016113539,89.51669300843363,2.462049948549505,1,273,21.0,395.6529098944586,7.2356293500520295
21.97700499026718,0.11033508292082725,0.0,11.950764434081002,0,0.5728563698465061,6.780797891640988,89.19884694959109,2.3891624925585737,1,273,21.03317541415066,393.44172834848877,6.59616517459498
21.884717890961344,0.1091909984951142,0.0,11.910410605541145,0,0.572917142812881,6.810171493918608,89.32461185345448,2.384557889049634,1,273,21.021346603704597,393.44455330742727,6.663672463768427
23.9,0.061,0.0,11.93,0,0.573,6.976,91.0,2.167,1,273,21.0,396.898,5.64
23.58088098380011,0.07510871221500287,0.0,11.93,0,0.573,7.060789450433291,91.76841908831285,2.232612134217196,1,273,21.0,397.4759621732552,5.68843847311162
23.30067945200032,0.06958141392199074,0.0,11.93,0,0.573,6.991322142627919,92.61202907188846,2.3685138765910256,1,273,21.0,399.55089247046897,6.392987575558396
23.30001285694929,0.09767286935749304,0.0,11.93,0,0.573,7.052577511294681,91.6804491493127,2.329608753131641,1,273,21.0,400.1061539910101,5.697706493616318
