HousValue,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT
37.3,0.079,80.0,4.95,0,0.411,7.148,27.7,5.117,4,245,19.2,396.898,3.56
11.3,9.187,0.0,18.1,0,0.7,5.536,100.0,1.58,24,666,20.2,396.898,23.6
19.4,0.044,80.0,3.37,0,0.398,5.787,31.1,6.611,4,337,16.1,396.898,10.24
15.0,0.225,12.5,7.87,0,0.524,6.377,94.3,6.347,5,311,15.2,392.52,20.45
19.5,0.171,0.0,8.56,0,0.52,5.836,91.9,2.211,5,384,20.9,395.67,18.66
10.2,17.867,0.0,18.1,0,0.671,6.223,100.0,1.386,24,666,20.2,393.738,21.78
36.1,0.055,33.0,2.18,0,0.472,7.236,41.1,4.022,7,222,18.4,393.68,6.93
26.4,0.083,0.0,2.46,0,0.488,5.604,89.8,2.988,3,193,17.8,391.0,13.98
21.0,1.002,0.0,8.14,0,0.538,6.674,87.3,4.239,4,307,21.0,380.229,11.98
15.6,4.097,0.0,19.58,0,0.871,5.468,100.0,1.412,5,403,14.7,396.898,26.42
22.9,0.036,25.0,4.86,0,0.426,6.167,46.7,5.401,4,281,19.0,390.639,7.51
50.0,0.056,0.0,2.46,0,0.488,7.831,53.6,3.199,3,193,17.8,392.629,4.45
13.8,18.498,0.0,18.1,0,0.668,4.138,100.0,1.137,24,666,20.2,396.898,37.97
24.4,0.136,0.0,10.59,1,0.489,6.064,59.1,4.239,4,277,18.6,381.318,14.66
23.7,0.082,30.0,4.93,0,0.428,6.481,18.5,6.19,6,300,16.6,379.408,6.36
16.1,6.444,0.0,18.1,0,0.584,6.425,74.8,2.2,24,666,20.2,97.95,12.03
22.5,0.052,0.0,4.49,0,0.449,6.015,45.1,4.427,3,247,18.5,395.988,12.86
24.1,0.079,60.0,1.69,0,0.411,6.579,35.9,10.71,4,411,18.3,370.779,5.49
24.5,0.164,22.0,5.86,0,0.431,6.433,49.1,7.826,7,330,19.1,374.709,9.52
16.2,0.259,0.0,21.89,0,0.624,5.693,96.0,1.788,4,437,21.2,392.109,17.19
17.8,0.545,0.0,21.89,0,0.624,6.151,97.9,1.669,4,437,21.2,396.898,18.46
34.9,0.034,75.0,2.95,0,0.428,7.024,15.8,5.401,3,252,18.3,395.619,1.98
5.0,67.92,0.0,18.1,0,0.693,5.683,100.0,1.425,24,666,20.2,384.969,22.98
20.0,0.102,0.0,12.83,0,0.437,6.279,74.5,4.052,5,398,18.7,373.658,11.97
24.4,0.14,22.0,5.86,0,0.431,6.487,13.0,7.397,7,330,19.1,396.279,5.9
24.7,0.175,0.0,5.96,0,0.499,5.966,30.2,3.847,5,279,19.2,393.43,10.13
23.3,0.154,25.0,5.13,0,0.453,6.145,29.2,7.815,8,284,19.7,390.68,6.86
23.0,0.303,0.0,7.38,0,0.493,6.312,28.9,5.416,5,287,19.6,396.898,6.15
16.1,2.635,0.0,9.9,0,0.544,4.973,37.8,2.519,4,304,18.4,350.449,12.64
25.2,0.162,20.0,6.96,0,0.464,6.24,16.3,4.429,3,223,18.6,396.898,6.59
13.8,2.379,0.0,19.58,0,0.871,6.13,100.0,1.419,5,403,14.7,172.909,27.8
18.3,0.171,0.0,10.01,0,0.547,5.928,88.2,2.463,6,432,17.8,344.908,15.76
23.1,13.522,0.0,18.1,0,0.631,3.863,100.0,1.511,24,666,20.2,131.42,13.33
17.6,0.206,22.0,5.86,0,0.431,5.593,76.5,7.955,7,330,19.1,372.488,12.5
24.4,0.115,20.0,6.96,0,0.464,6.538,58.7,3.917,3,223,18.6,394.959,7.73
19.7,0.089,21.0,5.64,0,0.439,5.963,45.7,6.815,4,243,16.8,395.559,13.45
22.0,0.069,0.0,25.65,0,0.581,5.87,69.7,2.258,2,188,19.1,389.148,14.37
13.3,9.823,0.0,18.1,0,0.671,6.794,98.8,1.358,24,666,20.2,396.898,21.24
23.5,0.036,80.0,3.37,0,0.398,6.29,17.8,6.611,4,337,16.1,396.898,4.67
11.8,2.78,0.0,19.58,0,0.871,4.903,97.8,1.346,5,403,14.7,396.898,29.29
20.3,0.084,0.0,12.83,0,0.437,5.874,36.6,4.503,5,398,18.7,396.059,9.1
15.6,2.155,0.0,19.58,0,0.871,5.628,100.0,1.517,5,403,14.7,169.27,16.65
34.9,0.031,95.0,1.47,0,0.403,6.975,15.3,7.653,3,402,17.0,396.898,4.56
8.4,11.812,0.0,18.1,0,0.718,6.824,76.5,1.794,24,666,20.2,48.45,22.74
11.5,8.152,0.0,18.1,0,0.7,5.39,98.9,1.728,24,666,20.2,396.898,20.85
50.0,4.898,0.0,18.1,0,0.631,4.97,100.0,1.332,24,666,20.2,375.52,3.26
18.7,0.149,25.0,5.13,0,0.453,5.741,66.2,7.225,8,284,19.7,395.109,13.15
21.4,0.169,0.0,25.65,0,0.581,5.986,88.4,1.993,2,188,19.1,385.02,14.81
17.4,0.136,12.5,6.07,0,0.409,5.594,36.8,6.498,4,345,18.9,396.898,13.09
14.3,5.581,0.0,18.1,0,0.713,6.436,87.9,2.316,24,666,20.2,100.19,16.22
21.4,0.095,0.0,12.83,0,0.437,6.286,45.0,4.503,5,398,18.7,383.229,8.94
24.3,0.34,22.0,5.86,0,0.431,6.108,34.9,8.055,7,330,19.1,390.18,9.16
21.7,0.174,0.0,10.59,1,0.489,5.96,92.1,3.877,4,277,18.6,393.25,17.27
24.6,0.054,0.0,4.05,0,0.51,6.315,73.4,3.317,5,296,16.6,395.6,6.29
18.5,0.142,0.0,10.01,0,0.547,6.254,84.2,2.256,6,432,17.8,388.738,10.45
18.5,0.284,0.0,7.38,0,0.493,5.708,74.3,4.721,5,287,19.6,391.129,11.74
22.2,0.072,0.0,4.49,0,0.449,6.121,56.8,3.748,3,247,18.5,395.148,8.44
30.1,0.017,90.0,2.02,0,0.41,6.728,36.1,12.126,5,187,17.0,384.459,4.5
17.0,1.414,0.0,19.58,1,0.871,6.129,96.0,1.749,5,403,14.7,321.02,15.12
26.5,0.114,0.0,8.56,0,0.52,6.781,71.3,2.856,5,384,20.9,395.578,7.67
20.4,0.131,0.0,8.56,0,0.52,6.127,85.2,2.122,5,384,20.9,387.689,14.09
32.5,0.1,0.0,2.46,0,0.488,6.563,95.6,2.847,3,193,17.8,396.898,5.68
22.2,0.241,0.0,7.38,0,0.493,6.083,43.7,5.416,5,287,19.6,396.898,12.79
18.1,0.558,0.0,21.89,0,0.624,6.335,98.2,2.111,4,437,21.2,394.67,16.96
23.6,0.092,0.0,4.05,0,0.51,6.416,84.1,2.646,5,296,16.6,395.5,9.04
12.3,7.992,0.0,18.1,0,0.7,5.52,100.0,1.533,24,666,20.2,396.898,24.56
42.8,0.369,22.0,5.86,0,0.431,8.259,8.4,8.907,7,330,19.1,396.898,3.54
22.7,2.242,0.0,19.58,0,0.605,5.854,91.8,2.422,5,403,14.7,395.109,11.64
19.2,0.34,0.0,21.89,0,0.624,6.458,98.9,2.118,4,437,21.2,395.039,12.6
19.8,0.045,0.0,3.24,0,0.46,6.144,32.2,5.874,4,430,16.9,368.568,9.09
21.0,0.475,0.0,9.9,0,0.544,6.113,58.8,4.002,4,304,18.4,396.229,12.73
17.2,0.062,0.0,4.39,0,0.442,5.898,52.3,8.014,3,352,18.8,364.609,12.67
46.0,0.061,20.0,3.33,1,0.443,7.645,49.7,5.212,5,216,14.9,377.068,3.01
10.4,25.941,0.0,18.1,0,0.679,5.304,89.1,1.647,24,666,20.2,127.36,26.64
23.1,1.054,0.0,8.14,0,0.538,5.935,29.3,4.499,4,307,21.0,386.85,6.58
23.1,0.139,0.0,4.05,0,0.51,5.572,88.5,2.596,5,296,16.6,396.898,14.69
13.5,1.613,0.0,8.14,0,0.538,6.096,96.9,3.76,4,307,21.0,248.31,20.34
26.7,0.358,0.0,6.2,1,0.507,6.951,88.5,2.862,8,307,17.4,391.699,9.71
32.7,0.013,35.0,1.52,0,0.442,7.241,49.3,7.038,1,284,15.5,394.738,5.49
10.9,15.874,0.0,18.1,0,0.671,6.545,99.1,1.519,24,666,20.2,396.898,21.08
14.5,8.492,0.0,18.1,0,0.584,6.348,86.1,2.053,24,666,20.2,83.45,17.64
14.5,0.988,0.0,8.14,0,0.538,5.813,100.0,4.095,4,307,21.0,394.539,19.88
18.6,0.072,60.0,1.69,0,0.411,5.884,18.5,10.71,4,411,18.3,392.328,7.79
23.0,0.114,0.0,13.89,1,0.55,6.373,92.4,3.363,5,276,16.4,393.738,10.5
20.9,0.128,12.5,6.07,0,0.409,5.885,33.0,6.498,4,345,18.9,396.898,8.79
15.1,6.962,0.0,18.1,0,0.7,5.713,97.0,1.926,24,666,20.2,394.43,17.11
50.0,0.612,20.0,3.97,0,0.647,8.704,86.9,1.801,5,264,13.0,389.699,5.12
7.2,14.236,0.0,18.1,0,0.693,6.343,100.0,1.574,24,666,20.2,396.898,20.32
44.0,0.015,90.0,3.75,0,0.394,7.454,34.2,6.336,3,244,15.9,386.34,3.11
20.9,0.035,80.0,3.64,0,0.392,5.876,19.1,9.22,1,315,16.4,395.18,9.25
14.4,1.629,0.0,21.89,0,0.624,5.019,100.0,1.439,4,437,21.2,396.898,34.41
28.7,0.03,0.0,2.18,0,0.458,6.43,58.7,6.062,3,222,18.7,394.119,5.21
14.8,0.956,0.0,8.14,0,0.538,6.047,88.8,4.453,4,307,21.0,306.379,17.28
8.4,13.678,0.0,18.1,0,0.74,5.935,87.9,1.821,24,666,20.2,68.95,34.02
15.7,0.387,0.0,25.65,0,0.581,5.613,95.6,1.757,2,188,19.1,359.289,27.26
27.5,0.149,0.0,8.56,0,0.52,6.727,79.9,2.778,5,384,20.9,394.76,9.42
32.0,0.096,40.0,6.41,0,0.447,6.854,42.8,4.267,4,254,17.6,396.898,2.98
36.2,0.069,0.0,2.46,0,0.488,6.144,62.2,2.598,3,193,17.8,396.898,9.45
24.0,0.33,0.0,6.2,0,0.507,6.086,61.5,3.652,8,307,17.4,376.75,10.88
24.1,0.034,82.5,2.03,0,0.415,6.162,38.4,6.27,2,348,14.7,393.77,7.43
15.6,3.535,0.0,19.58,1,0.871,6.152,82.6,1.745,5,403,14.7,88.01,15.02
21.2,0.056,0.0,12.83,0,0.437,6.232,53.7,5.014,5,398,18.7,386.398,12.34
22.0,0.113,30.0,4.93,0,0.428,6.897,54.3,6.336,6,300,16.6,391.25,11.38
24.7,0.159,0.0,6.91,0,0.448,6.211,6.5,5.721,3,233,17.9,394.459,7.44
18.7,0.222,0.0,10.01,0,0.547,6.092,95.4,2.548,6,432,17.8,396.898,17.09
27.9,0.036,80.0,4.95,0,0.411,6.63,23.4,5.117,4,245,19.2,396.898,4.7
23.8,0.369,0.0,9.9,0,0.544,6.567,87.3,3.602,4,304,18.4,395.689,9.28
7.2,16.812,0.0,18.1,0,0.7,5.277,98.1,1.426,24,666,20.2,396.898,30.81
20.3,0.072,0.0,25.65,0,0.581,6.004,84.1,2.197,2,188,19.1,377.67,14.27
9.7,11.578,0.0,18.1,0,0.7,5.036,97.0,1.77,24,666,20.2,396.898,25.68
34.9,0.084,45.0,3.44,0,0.437,7.185,38.9,4.567,5,398,15.2,396.898,5.39
19.3,0.171,0.0,6.91,0,0.448,5.682,33.8,5.1,3,233,17.9,396.898,10.21
23.3,0.093,30.0,4.93,0,0.428,6.606,42.2,6.19,6,300,16.6,383.779,7.37
20.6,0.043,28.0,15.04,0,0.464,6.249,77.3,3.615,4,270,18.2,396.898,10.59
28.6,0.129,0.0,13.92,0,0.437,6.678,31.1,5.96,4,289,16.0,396.898,6.27
19.4,0.262,0.0,9.9,0,0.544,6.023,90.4,2.834,4,304,18.4,396.299,11.72
22.6,0.136,0.0,10.59,0,0.489,5.891,22.3,3.945,4,277,18.6,396.898,10.87
19.4,2.149,0.0,19.58,0,0.871,5.709,98.5,1.623,5,403,14.7,261.949,15.79
14.5,1.355,0.0,8.14,0,0.538,6.072,100.0,4.175,4,307,21.0,376.729,13.04
20.4,0.351,0.0,7.38,0,0.493,6.041,49.9,4.721,5,287,19.6,396.898,7.7
12.8,9.391,0.0,18.1,0,0.74,5.627,93.9,1.817,24,666,20.2,396.898,22.88
22.0,0.035,34.0,6.09,0,0.433,6.59,40.4,5.492,7,329,16.1,395.75,9.5
29.0,0.056,70.0,2.24,0,0.4,7.041,10.0,7.828,5,358,14.8,371.578,4.74
8.5,41.529,0.0,18.1,0,0.693,5.531,85.4,1.607,24,666,20.2,329.459,27.38
18.2,0.726,0.0,8.14,0,0.538,5.727,69.5,3.796,4,307,21.0,390.949,11.28
21.1,0.04,0.0,5.19,0,0.515,6.037,34.5,5.985,5,224,20.2,396.898,8.01
10.2,14.334,0.0,18.1,0,0.7,4.88,100.0,1.589,24,666,20.2,372.92,30.62
48.5,0.035,95.0,2.68,0,0.416,7.853,33.2,5.118,4,224,14.7,392.779,3.81
16.5,0.025,0.0,1.89,0,0.518,6.54,59.7,6.267,1,422,15.9,389.959,8.65
50.0,1.463,0.0,19.58,0,0.605,7.489,90.8,1.971,5,403,14.7,374.43,1.73
18.9,0.064,0.0,5.96,0,0.499,5.933,68.2,3.36,5,279,19.2,396.898,9.68
17.5,0.031,0.0,4.39,0,0.442,6.014,48.5,8.014,3,352,18.8,385.639,10.53
18.9,0.117,12.5,7.87,0,0.524,6.009,82.9,6.227,5,311,15.2,396.898,13.27
18.5,0.03,0.0,5.19,0,0.515,5.895,59.6,5.615,5,224,20.2,394.809,10.56
19.5,0.034,0.0,5.19,0,0.515,5.869,46.3,5.231,5,224,20.2,396.898,9.8
19.3,0.212,0.0,8.56,0,0.52,6.137,87.4,2.715,5,384,20.9,394.469,13.44
25.0,0.198,0.0,10.59,0,0.489,6.182,42.4,3.945,4,277,18.6,393.629,9.47
24.8,0.044,70.0,2.24,0,0.4,6.871,47.4,7.828,5,358,14.8,390.859,6.07
45.4,0.036,20.0,3.33,0,0.443,7.82,64.5,4.695,5,216,14.9,387.309,3.76
20.5,0.093,0.0,25.65,0,0.581,5.961,92.9,2.087,2,188,19.1,378.09,17.93
33.3,0.04,80.0,1.52,0,0.404,7.287,34.1,7.309,2,329,12.6,396.898,4.08
22.5,0.065,70.0,2.24,0,0.4,6.345,20.1,7.828,5,358,14.8,368.238,4.97
7.4,22.597,0.0,18.1,0,0.7,5.0,89.5,1.518,24,666,20.2,396.898,31.99
19.4,0.035,35.0,6.06,0,0.438,6.031,23.3,6.641,1,304,16.9,362.25,7.83
22.9,0.062,40.0,1.25,0,0.429,6.49,44.4,8.792,1,335,19.7,396.898,5.98
13.1,8.717,0.0,18.1,0,0.693,6.471,98.8,1.726,24,666,20.2,391.979,17.12
26.6,0.127,0.0,6.91,0,0.448,6.77,2.9,5.721,3,233,17.9,385.408,4.84
41.3,1.224,0.0,19.58,0,0.605,6.943,97.4,1.877,5,403,14.7,363.43,4.59
19.3,0.145,0.0,10.01,0,0.547,5.731,65.2,2.759,6,432,17.8,391.5,13.61
24.8,0.214,22.0,5.86,0,0.431,6.438,8.9,7.397,7,330,19.1,377.068,3.59
21.6,0.269,0.0,9.9,0,0.544,6.266,82.8,3.263,4,304,18.4,393.389,7.9
50.0,8.267,0.0,18.1,1,0.668,5.875,89.6,1.13,24,666,20.2,347.879,8.88
16.0,0.172,25.0,5.13,0,0.453,5.966,93.4,6.818,8,284,19.7,378.078,14.44
22.6,0.047,0.0,3.41,0,0.489,6.417,66.1,3.092,2,270,17.8,392.18,8.81
22.8,0.101,0.0,10.01,0,0.547,6.715,81.6,2.677,6,432,17.8,395.59,10.16
31.6,0.412,0.0,6.2,0,0.504,7.163,79.9,3.216,8,307,17.4,372.078,6.36
24.7,0.021,85.0,0.74,0,0.41,6.383,35.7,9.188,2,313,17.3,396.898,5.77
19.6,0.103,25.0,5.13,0,0.453,5.927,47.2,6.932,8,284,19.7,396.898,9.22
31.2,0.03,55.0,3.78,0,0.484,6.874,28.1,6.465,5,370,17.6,387.969,4.61
22.5,0.252,0.0,10.59,0,0.489,5.783,72.7,4.355,4,277,18.6,389.43,18.06
21.0,0.08,0.0,5.96,0,0.499,5.85,41.5,3.934,5,279,19.2,396.898,8.77
20.4,0.63,0.0,8.14,0,0.538,5.949,61.8,4.707,4,307,21.0,396.898,8.26
18.6,0.229,0.0,8.56,0,0.52,6.405,85.4,2.715,5,384,20.9,70.8,10.63
20.3,0.349,0.0,9.9,0,0.544,5.972,76.7,3.102,4,304,18.4,396.238,9.97
14.3,0.881,0.0,21.89,0,0.624,5.637,94.7,1.98,4,437,21.2,396.898,18.34
23.2,0.039,52.5,5.32,0,0.405,6.209,31.3,7.317,6,293,16.6,396.898,7.14
28.2,0.049,33.0,2.18,0,0.472,6.849,70.3,3.183,7,222,18.4,396.898,7.53
13.2,1.388,0.0,8.14,0,0.538,5.95,82.0,3.99,4,307,21.0,232.6,27.71
21.7,0.408,0.0,6.2,1,0.507,6.164,91.3,3.048,8,307,17.4,395.238,21.46
16.2,0.254,0.0,9.9,0,0.544,5.705,77.7,3.945,4,304,18.4,396.42,11.5
22.8,0.762,20.0,3.97,0,0.647,5.56,62.8,1.986,5,264,13.0,392.398,10.45
34.7,0.027,0.0,7.07,0,0.469,7.185,61.1,4.967,2,242,17.8,392.828,4.03
22.1,0.79,0.0,9.9,0,0.544,6.122,52.8,2.64,4,304,18.4,396.898,5.98
13.3,0.25,0.0,21.89,0,0.624,5.857,98.2,1.669,4,437,21.2,392.039,21.32
24.3,0.537,0.0,6.2,0,0.504,5.981,68.1,3.671,8,307,17.4,378.35,11.65
13.6,1.252,0.0,8.14,0,0.538,5.57,98.1,3.798,4,307,21.0,376.568,21.02
50.0,2.01,0.0,19.58,0,0.605,7.929,96.2,2.046,5,403,14.7,369.299,3.7
21.2,0.132,0.0,10.01,0,0.547,6.176,72.5,2.73,6,432,17.8,393.299,12.04
19.4,0.22,0.0,6.91,0,0.448,5.602,62.0,6.088,3,233,17.9,396.898,16.2
25.0,0.029,28.0,15.04,0,0.464,6.211,28.9,3.666,4,270,18.2,396.328,6.21
23.2,0.07,0.0,4.05,0,0.51,6.02,47.2,3.555,5,296,16.6,393.229,10.11
18.5,0.191,22.0,5.86,0,0.431,5.605,70.2,7.955,7,330,19.1,389.129,18.46
20.4,0.131,0.0,10.01,0,0.547,5.872,73.1,2.477,6,432,17.8,338.629,15.37
33.1,0.061,40.0,6.41,1,0.447,6.826,27.6,4.863,4,254,17.6,393.449,4.16
32.4,0.056,40.0,6.41,1,0.447,6.758,32.9,4.078,4,254,17.6,396.898,3.53
13.4,11.16,0.0,18.1,0,0.74,6.629,94.6,2.125,24,666,20.2,109.85,23.27
25.3,0.141,0.0,6.91,0,0.448,6.169,6.6,5.721,3,233,17.9,383.369,5.81
19.6,1.496,0.0,19.58,0,0.871,5.404,100.0,1.592,5,403,14.7,341.6,13.28
32.2,0.009,90.0,2.97,0,0.4,7.088,20.8,7.307,1,285,15.3,394.719,7.85
19.9,3.837,0.0,18.1,0,0.77,6.251,91.1,2.295,24,666,20.2,350.648,14.19
30.7,0.786,20.0,3.97,0,0.647,7.014,84.6,2.133,5,264,13.0,384.068,14.79
21.7,0.108,0.0,8.56,0,0.52,6.195,54.4,2.778,5,384,20.9,393.488,13.0
20.5,0.197,22.0,5.86,0,0.431,6.226,79.2,8.055,7,330,19.1,376.139,10.15
17.2,14.051,0.0,18.1,0,0.597,6.657,100.0,1.527,24,666,20.2,35.05,21.22
17.137022933668913,14.02784228190976,0.0,18.08678704817566,0,0.5955899716996876,6.6406064789142905,99.94175723692402,1.5256589194913903,24,665,20.200212376282657,35.21676767415373,21.283803754150426
17.2,14.051,0.0,18.1,0,0.597,6.657,100.0,1.527,24,666,20.2,35.05,21.22
17.2,14.051,0.0,18.1,0,0.597,6.657,100.0,1.527,24,666,20.2,35.05,21.22
17.986978606324303,18.80172996512543,0.0,18.13100908277276,0,0.596582966718455,4.6332808740327565,100.1411783004636,1.550495721646818,23,666,20.200380869509914,29.077410938206008,34.28704410772898
17.797748025035702,18.917688738987945,0.0,18.073180533197824,0,0.5965511548635252,4.639504592486529,100.12467650762785,1.529303859395059,23,665,20.200432629494227,26.24638672340211,34.30959347999268
17.853833041268903,18.869611754590515,0.0,18.125906013286695,0,0.5960263889890137,4.624167316921713,100.11705943058047,1.5687705452752496,24,666,20.1994155301422,31.17107571125152,34.38950780927268
17.79342239488517,18.90397380097909,0.0,17.9943511862858,0,0.5968803694527316,4.631260330941297,100.05029598891998,1.5466542995539512,23,666,20.199982377458344,26.463976229893703,34.305714315496104
18.44553639254927,5.605338431016813,0.0,18.188978853672587,0,0.7395806751957363,6.238333023437849,100.49587569274641,2.00033246537228,23,665,20.199987522662386,388.48091638806227,16.643417569932613
18.4,5.666,0.0,18.1,0,0.74,6.219,100.0,2.005,24,666,20.2,395.689,16.59
18.4,5.666,0.0,18.1,0,0.74,6.219,100.0,2.005,24,666,20.2,395.689,16.59
18.382185282469425,5.575552139952387,0.0,18.041522921989596,0,0.7397598402613327,6.21633895395024,100.14538486608977,1.998196675865703,24,665,20.199655219262784,393.69630453296554,16.660539935974896
20.987462659696863,12.161389625663924,0.0,18.152866957937103,0,0.6118356438558651,5.6476670532465265,88.09928729630641,1.9373709119226539,23,665,20.19892390154036,292.9002668784528,14.115731410213247
20.756024018771523,12.053385999058154,0.0,18.136413065598322,0,0.6151410286548392,5.654389309981938,86.8709826816217,1.9399443798577203,23,666,20.19951855357802,297.2867424874552,14.008057980291445
20.835487434524264,11.961872003594888,0.0,18.09762310804188,0,0.6145000951504721,5.65475192103248,87.85754233875741,1.9207928005115256,23,666,20.200406404423045,293.0862306452464,14.187791043777372
20.934942479702748,12.028763631662551,0.0,18.104354723285123,0,0.614504193492847,5.635006577791076,88.51836942722315,1.953933845657932,24,665,20.200075549067638,291.5615645532123,14.140381179438377
27.334964967393148,14.355369562367601,0.0,18.055496239555715,0,0.5972439801532841,6.863325821884482,100.26352345434839,1.4603994564131597,24,665,20.20023612269107,181.24426764172736,19.70732330568052
27.517557137210396,14.430472093929323,0.0,18.129156563904605,0,0.5991676408473422,6.850123012937589,100.29546001591274,1.4786516863258317,24,665,20.20029380176228,176.44802566661608,19.636906349973238
27.5103094323731,14.509257911479924,0.0,18.125186689358763,0,0.5951113710543599,6.878603895997348,100.25998242177371,1.472768292554198,23,666,20.20002051863193,176.75425771206878,19.918927219524953
27.4445114291291,14.407907853242373,0.0,18.052789246072592,0,0.5954235550926433,6.8464293673470324,100.02461344023592,1.4503431666947535,23,666,20.199976543070576,178.05656818845443,19.60702696874437
12.452209956466882,15.401612310722541,0.0,18.1,0,0.6196007261754478,5.318257634105289,97.64651333359839,2.3622929815549525,24,666,20.2,351.4248340044461,28.86184419006323
12.139140331913415,15.194760390159049,0.0,18.14242857249993,0,0.6133092467122723,5.290255557140019,97.10019842133704,2.098319138034395,24,666,20.19922330703459,348.0761982864066,24.759598572879423
11.945226287212652,14.992609948786942,0.0,18.120043017699803,0,0.6151189249038838,5.31405489104223,97.3761444471712,2.098025558849024,23,666,20.200268711057145,352.54200439316105,25.006048423559218
12.077619518149909,15.053098739777852,0.0,18.091297100732273,0,0.6144204916079424,5.298478489975096,97.78866049265815,2.0983471385160097,24,666,20.20043447866826,348.91724426772373,24.768808429028674
12.7,4.669,0.0,18.1,0,0.713,5.976,87.9,2.581,24,666,20.2,10.48,19.01
12.7,4.669,0.0,18.1,0,0.713,5.976,87.9,2.581,24,666,20.2,10.48,19.01
12.7,4.669,0.0,18.1,0,0.713,5.976,87.9,2.581,24,666,20.2,10.48,19.01
12.595323101667788,4.70353785831153,0.0,18.159501974390754,0,0.7129771143216276,5.977444527295984,87.75917535968274,2.592571289211573,23,666,20.199546975673538,7.658295253018133,18.99200706702429
13.238865823346257,6.387232596795848,0.0,18.06299251464139,0,0.5848677277576854,6.16325668546521,98.09641723050517,2.213108937064346,23,666,20.200177147228924,306.2139647044074,24.123943915085256
13.274720693447891,6.1190533263966245,0.0,18.104177856114006,0,0.5825727504108669,6.157196448386568,96.7748097568757,2.2158262771513417,23,666,20.199579777200043,296.291019517892,24.07142072761057
13.23179219436895,6.3058781317863986,0.0,18.158457018368058,0,0.5851368285138653,6.168388967102543,97.44998525151883,2.210540122769684,24,666,20.199311903397398,308.2105903205007,24.17150530487728
13.367606350109758,6.47282535696756,0.0,18.090863943231945,0,0.5840632731306774,6.170364870590413,97.43924098302259,2.197053655999942,23,666,20.19974832572196,302.2877174057383,24.053821026648762
13.482422914100173,6.699660061483993,0.0,18.147355232790936,0,0.7125690552134685,6.741194722947406,93.02691577602121,2.323548930387737,24,665,20.199880180358583,1.7078818131798654,17.43014608491696
13.391762932848259,6.707382811287855,0.0,18.160685908688517,0,0.7147648094307506,6.763388490314904,93.0730863085463,2.3337201696993217,24,665,20.200869431548103,3.080998327456862,17.408443326065008
