usr,lread,lwrite,scall,sread,swrite,fork,exec,rchar,wchar,runqsz,freemem,freeswap
92,0,0,1281,98,35,0.35977556906424474,2.1632906177226796,369034,48213,1.41964825754114,6622,1822695
93,0,0,1309,93,43,0.3855724793578944,2.2076979284087717,370795,43359,1.3865413712175516,6726,1825412
92,0,0,1317,94,40,0.41666753861459627,2.2547328717785335,371651,42894,1.4095872068785333,6701,1824086
92,3,0,1083,97,15,2.2207012575665392,2.5789350096988723,289399,12720,1.6043905160240788,7265,1875891
93,4,0,1105,99,21,2.2436590146972852,2.5864735712996354,291708,11831,1.579354258497075,7301,1876024
93,3,0,1185,105,19,2.2554406004026766,2.610822423458287,289154,13306,1.5752023700341236,7273,1873923
92,3,0,1182,105,17,2.2416664430362854,2.637719039391564,291298,12506,1.6113029294275507,7331,1874595
93,4,0,1134,102,19,2.2,2.6,291175,13298,1.6,7226,1876670
92,15,0,654,56,16,1.173359564130799,1.3634278858144948,361757,8130,2.166888357449412,6888,1879283
93,15,1,643,60,19,1.2,1.4,361682,5234,2.2,7005,1876323
93,19,1,723,60,21,1.7741954935937057,2.4992888383057865,367264,5976,2.5749818960942132,7028,1884741
93,15,1,643,60,19,1.2,1.4,361682,5234,2.2,7005,1876323
93,14,0,592,59,21,1.195993400347279,1.448965748690234,362225,10883,2.202964998864653,7006,1875029
94,0,0,2553,123,99,0.8350182025129979,1.2023554428711027,279511,32838,1.6058636041746543,227,1748421
93,0,0,2498,119,101,0.8532398528427783,1.214847285623785,272623,27333,1.610453373902818,117,1751305
94,0,0,2543,118,97,0.7706701159500069,1.1710308708035981,275232,30316,1.6218099322533146,294,1753228
94,0,0,2522,120,101,0.771545838963852,1.2068197666026979,276055,30202,1.6095017880285036,211,1749743
93,0,0,2483,117,96,0.7994545482954826,1.21511500819548,272523,32662,1.6030017009625812,246,1749683
93,2,1,1932,103,57,0.6094047839382912,0.3997620754425216,303113,16144,1.6428222104916412,965,1747802
89,2,1,2545,119,65,0.8667424065381608,0.5033359903990043,304920,17412,1.830451563595612,1129,1750763
88,3,1,2165,119,66,0.951615467654914,0.5915647555023339,306014,15240,1.7737931636623283,1325,1752561
94,2,1,1922,108,60,0.6,0.4,302647,12972,1.6,1014,1743666
91,3,1,2084,116,67,0.7271414535835039,0.44866274047321897,303757,16078,1.850157411178641,1220,1746795
95,0,0,276,56,18,0.4395006046439077,0.19657268259654873,352556,32750,2.6328673083120817,3571,1824080
96,0,0,280,53,21,0.4,0.2,350133,31449,2.6,3629,1821069
95,0,0,330,54,22,0.39364033621079425,0.24348337102799053,351322,29357,2.607929943206163,3624,1820911
95,0,0,290,48,17,0.3624479889703748,0.20624250667333852,349837,29684,2.573025914211893,3600,1821921
95,0,0,252,52,17,0.3836757250331453,0.2327411511111491,350383,31509,2.606559890212254,3570,1819239
95,2,1,500,106,49,1.0469718593360473,0.39323757916293844,450706,9516,1.6409453834866852,6760,1843528
95,1,1,537,106,49,1.019668832454406,0.3266686824614361,447478,10371,1.6063712386038185,6772,1837989
96,1,0,531,107,48,1.1237877723554968,0.40167212678492775,448778,10492,1.5728886451173234,6804,1840669
95,1,1,510,101,48,0.979296968764751,0.38112003205145095,449801,13216,1.5787701799135867,6725,1839773
95,2,0,557,111,49,1.0098781591142436,0.388183366032037,449588,11206,1.6101761279649731,6821,1838542
97,0,0,459,161,59,0.1683757231344924,0.20505252527898096,212728,207153,2.3859408407688654,1329,1744814
97,0,0,341,162,54,0.1253659140584089,0.1977147142004477,211854,210350,2.40948211358288,1329,1746014
97,0,0,394,163,48,0.2283229107386322,0.21419174347552622,208700,206618,2.4448920766309405,1299,1744424
97,0,0,331,161,51,0.23362641135963838,0.23218261935649231,214048,203424,2.3899742157755797,1331,1746049
97,0,0,366,159,56,0.1698064684597961,0.1385642470815021,209595,209856,2.4197040056232137,1331,1747400
96,1,0,362,60,24,0.12003577696975318,0.26540318340342584,380786,21290,1.7950254911525432,7971,1861670
97,1,0,358,58,28,0.19735816958541946,0.2034114070516028,383232,19724,1.7809486035847624,7972,1858815
97,0,0,353,64,21,0.23496661742544372,0.2163954306711451,383345,19672,1.8406295442930087,7951,1865818
97,1,0,346,61,23,0.2,0.2,382940,19927,1.8,8016,1862216
97,1,0,346,61,23,0.2,0.2,382940,19927,1.8,8016,1862216
96,1,1,389,213,50,0.1852050761862492,0.1845156564029999,382209,331246,2.61088216786026,5797,1833617
96,0,0,368,209,52,0.14909250472579066,0.1955015563464876,379967,332057,2.5947486667710895,5778,1833785
97,1,0,372,214,47,0.1985959660908733,0.19200629679480036,379956,331977,2.6338524370282275,5615,1833389
96,0,0,345,207,55,0.18463950024884287,0.19637720293899033,380079,330294,2.6148108295191785,5773,1833133
97,1,0,364,208,47,0.20312135234507994,0.19941935597684715,382517,335311,2.6176362180690265,5746,1835602
97,2,0,396,46,18,1.1548921871014453,4.614482747937597,293831,7129,2.1979709469203743,3735,1821798
96,2,1,393,48,17,1.2363856388353196,4.51456926284439,295692,4609,2.1362275055304636,3656,1820835
96,3,0,438,51,12,1.2293154349975215,4.566434041210228,295374,6532,2.1823189455144996,3697,1823958
96,3,0,397,55,16,1.1492297507742757,4.581184341129216,291677,8112,2.2018086190523083,3770,1822401
97,3,1,448,48,16,1.1867116903880564,4.566852814274877,294963,9490,2.1870161870307236,3691,1823273
96,14,14,440,189,62,0.09169880034668688,0.2062280664780351,322917,311308,2.40019248767653,5315,1825389
97,14,14,424,192,59,0.21498315888457847,0.1652008401332764,319531,308954,2.407867145156744,5286,1827904
97,14,15,427,189,57,0.16591405336998635,0.23091042202609668,324714,310326,2.4402347373288626,5354,1826784
96,14,15,379,191,68,0.17502086951121332,0.2597536064316436,322975,312427,2.3678589985357226,5320,1825360
96,14,14,406,194,63,0.20985575790880923,0.15088973726642485,320475,309911,2.3747041670010187,5240,1822857
75,6,0,2795,373,332,6.709826145699002,1.8465986440611177,173699,21724,4.204903599196883,125,1751788
74,7,0,2807,369,330,6.755843338205683,1.770450943024165,173141,20052,4.196667913539623,87,1750361
75,7,0,3309,392,334,6.885908641450384,1.9281594569641773,181554,26394,4.275822863255769,334,1756191
74,6,0,2839,376,329,6.783871527090466,1.8268416575719801,173529,21740,4.1881522553372195,79,1752805
75,7,0,2820,373,332,6.8,1.8,173582,20888,4.2,143,1751645
76,7,0,3287,416,317,7.013666409885142,1.9661401109081915,188730,13256,3.981435067241421,532,1748488
76,7,0,3313,416,319,7.0,2.0,191003,12980,4.0,506,1745051
76,7,0,3300,416,318,7.030920069218117,2.023065005179074,190057,12662,4.030532468699846,464,1744484
75,7,0,3472,458,330,7.151987922878172,2.0516893737973554,196292,15079,4.080823611150552,508,1748030
76,7,0,3313,416,319,7.0,2.0,191003,12980,4.0,506,1745051
77,43,45,3063,464,410,8.218850056490194,1.9687109233878861,223152,19916,4.2065914636973165,576,1711257
78,43,45,3098,467,407,8.152217681877756,2.015181383852639,222984,18248,4.203321174542082,558,1709264
78,43,46,3079,468,410,8.238091386003848,2.01571514317892,224533,17001,4.175439361215603,689,1710408
78,42,45,3094,463,407,8.17854008587096,2.007940021904863,224281,19215,4.195001292474179,426,1713705
77,42,45,3103,467,405,8.195069829535145,1.9973750340934187,223549,19688,4.212859575830689,653,1709956
79,27,36,2870,194,103,3.8034128737826185,4.184211885247242,217059,62747,2.3804723994127794,329,1767139
79,28,36,2862,193,101,3.8,4.2,217700,62552,2.4,390,1767661
79,28,36,2862,193,101,3.8,4.2,217700,62552,2.4,390,1767661
79,28,36,2849,193,104,3.7501119010639328,4.20024379243346,218097,62875,2.3852613709759947,421,1768896
79,27,35,2851,191,99,3.8538951774595045,4.205327354965763,215058,62523,2.400798890790289,473,1765185
79,41,32,5214,182,120,2.766972348141698,7.152003185328549,60746,63031,2.39508749752241,184,1624004
83,43,47,6022,189,122,3.916765822998696,11.778537705449114,73760,65794,2.4,224,1627846
80,40,31,5228,186,121,2.7525626865052155,7.164631640145098,58114,62812,2.401376491669562,289,1625093
79,41,31,5213,185,120,2.7882970680727106,7.194330429702062,59098,64460,2.399416948226718,254,1624490
79,40,31,5199,191,121,2.7557188191107667,7.210590116009912,60222,63349,2.413438940428515,134,1622539
81,2,0,515,60,64,2.1829160048953864,2.231957701008814,95481,58343,2.8011882542749795,1161,1784944
81,2,0,509,61,63,2.163966750119684,2.1451831503148564,97545,58990,2.8190079777048673,1026,1783810
81,1,0,533,59,62,2.1971999158932487,2.2368335993225825,94042,59609,2.796200049548842,1211,1787892
82,2,0,552,57,64,2.1578463782724073,2.206021042154047,95776,57462,2.7850722915672383,1130,1784587
81,2,0,500,59,63,2.1995600994760784,2.2138870927280196,93897,58588,2.822452160073276,1115,1786929
82,3,0,665,67,45,2.965223385600865,2.9741887880655784,86815,41127,1.0049193364557736,315,1807275
81,3,0,624,65,42,2.964838472054181,2.980123253420097,85344,42430,0.9846211593362251,301,1805304
82,3,0,640,66,43,2.9494913774530276,3.086693208479159,86891,40837,0.9987138358640487,293,1807990
82,3,0,635,65,47,3.0,3.0,87465,40740,1.0,289,1806587
82,3,0,625,65,48,2.967046693697565,3.0369932896173464,85494,39058,1.0260776760556745,378,1806313
83,8,2,3907,359,271,4.8,1.4,164803,29992,2.6,288,1709192
82,7,1,3862,356,272,4.79198021358415,1.4223744616381426,162194,28438,2.5947334030105482,382,1709250
83,8,1,3877,360,271,4.758279098475865,1.4721836087864573,166084,31002,2.6128167780691554,245,1707690
83,8,1,3935,356,270,4.822223445444971,1.3562513801919605,164325,29571,2.5901352425407533,289,1709881
83,7,1,3904,360,269,4.818626462463291,1.3941092154212416,164762,30645,2.6111953357742093,185,1708173
83,24,29,2581,240,169,1.4450842674465503,1.9938314844863108,40285,107506,3.9826884260462454,643,1640114
83,23,29,2596,241,170,1.426066081068212,1.9776070604553513,39274,108664,4.01962374732027,596,1639011
83,24,30,2583,242,171,1.4,2.0,40055,108188,4.0,648,1640984
83,23,30,2570,243,170,1.4374349955925507,2.044168418720916,38421,107836,4.00636287017848,645,1638943
82,23,30,2575,243,170,1.4025607748816618,1.9798314721464787,39394,108636,4.004973418157522,668,1642820
87,26,32,421,45,35,2.873253041101315,2.210897276846501,92161,43076,1.2201497237668566,3745,1819510
83,24,32,419,41,27,2.0,2.0,91694,34919,1.2,3733,1819309
83,24,32,442,44,28,2.0184992040358676,1.9912710493024781,90915,36170,1.2115789806010173,3666,1820205
83,24,32,419,41,27,2.0,2.0,91694,34919,1.2,3733,1819309
83,23,32,410,40,26,1.962744726766423,1.9737041347748059,91162,35167,1.1938840947531149,3748,1818914
