usr,lread,lwrite,scall,sread,swrite,fork,exec,rchar,wchar,runqsz,freemem,freeswap
74,19,7,6892,355,202,2.2,8.8,172921,81519,4.2,943,1631170
75,7,0,2999,412,332,6.803522894543339,1.9259599848567337,177831,26041,4.212783276716511,480,1756928
75,7,0,2820,373,332,6.8,1.8,173582,20888,4.2,143,1751645
75,7,0,2804,369,331,6.788491881202747,1.75646187323879,171513,22931,4.160227722742191,212,1756269
75,7,0,2838,376,329,6.8156442454237345,1.7677335134263397,177140,22292,4.196537733869152,106,1751997
75,6,0,2806,375,332,6.798301492265375,1.84291514364101,177703,21895,4.2031352520783445,89,1747724
74,13,8,5321,191,131,3.567803437927391,11.979308888954456,45443,36698,3.3895340722954246,1050,1525596
81,18,8,5939,220,130,4.0295300019121605,12.19337905237461,48267,46504,3.725287162752854,1003,1535798
79,27,37,6428,196,128,4.485777305021661,16.741163712290412,50938,41056,3.7206821594457447,1038,1536393
74,13,7,5303,189,126,3.6338965738574496,11.888644309555419,46897,36219,3.394171496929886,954,1531409
74,13,7,5295,193,131,3.5875838366841086,11.806346871401972,41607,35782,3.3734517853945984,1023,1530606
75,6,0,3300,415,316,6.988222293036819,2.0533120882677256,188550,11260,4.0312220662586125,503,1744886
75,7,0,3532,445,327,7.1999750463622485,2.001038540350778,208295,19696,4.074369644332756,657,1748140
75,7,0,3290,414,318,7.0298572514387,2.0048881600278103,190862,12987,3.9804791992764876,493,1749776
75,7,0,3315,413,319,6.994640455202854,1.9742631087853444,187364,11353,3.998897220312111,481,1746770
76,7,0,3330,417,318,6.975360179389016,1.9169404907667198,188755,12162,3.9758437164055493,449,1746893
75,11,5,4525,184,166,3.7301374188770766,4.872161446788125,88585,65277,4.397347107743043,760,1540158
76,10,6,4490,188,165,3.813737787230172,4.955312869471382,81105,64973,4.396013634792487,813,1537769
75,11,5,4486,182,164,3.829557583395206,4.9686242021421885,83608,66090,4.432968481054539,905,1532895
76,11,5,4557,188,161,3.776010066862043,4.986480173716324,86301,64712,4.400638305576085,850,1540993
76,11,5,4515,185,164,3.813259853726733,4.969815173066324,83883,66925,4.402631160023461,879,1532493
76,42,48,5566,438,396,2.402416842103857,1.9279208496255793,304958,239595,3.960617543528109,2453,1647997
76,43,48,5537,438,394,2.4,2.0,304814,237643,4.0,2487,1645728
76,42,47,5497,436,398,2.3552612662785615,2.0801807991052734,307965,238469,4.020291248121161,2457,1647707
75,43,48,5517,438,393,2.353243470904377,2.0766357493298533,299771,236470,4.039209437581687,2565,1643260
76,43,47,5517,436,389,2.402933239794087,2.061005343925666,305315,241705,3.982540222166991,2403,1644234
76,6,0,2689,185,130,0.5694763885874026,0.5883804416950102,120784,67550,4.5787960063401245,289,1504580
77,6,0,2673,189,131,0.5972852050979397,0.5667922856139326,125888,66357,4.571584311370171,335,1502173
76,5,0,2637,190,133,0.559693047664696,0.7058044765789441,117965,66557,4.620843175339541,402,1507078
77,5,1,2596,191,131,0.6588901632971289,0.6412967648345563,119140,66157,4.602316513983338,271,1502323
76,5,0,2624,189,132,0.6070847803497867,0.5936913468968426,124246,66899,4.577947118596749,314,1501816
76,7,0,3175,443,385,7.951482530495374,1.9041265056862167,281875,16805,1.9997430326560646,7204,1864174
76,7,0,3207,445,384,7.960789031447783,1.9819817121139418,281111,18291,2.006859027249073,7287,1866418
78,11,0,4180,680,569,9.713483248457116,2.3511409166745816,280117,18701,2.298263813496929,10654,1867698
84,9,0,3732,727,699,8.95998575908509,2.489198178196124,286768,20442,2.3141331292024128,7221,1871684
77,8,0,3203,441,384,7.872798567488848,1.9495999744249495,277030,17164,2.026884549827354,7168,1865983
76,10,0,2991,396,331,8.037042729336953,3.7812939175277047,265548,80574,4.592854550858819,241,1723246
77,11,0,3055,398,332,7.976445226239778,3.86105493884048,273008,80140,4.596455640977769,113,1721518
77,11,0,3000,399,336,7.96863695540481,3.783963613472321,270591,78264,4.602429518730968,317,1719217
76,11,0,2980,400,336,8.035439638933074,3.893638503780099,265383,82393,4.629909779572272,276,1723746
77,10,0,2983,399,336,7.9682762455050415,3.762537558406504,273561,79619,4.604700418133915,253,1722426
76,57,72,4498,791,438,1.3944618521443333,2.8028078144567248,124981,15553,3.771386248640624,285,1537298
76,57,72,4485,799,438,1.4295803349794387,2.743764627859235,123874,18169,3.7583296579572067,380,1538597
76,57,73,4496,791,435,1.4080595472268065,2.793851104464025,125432,16535,3.8100843521840724,401,1536630
76,58,72,4481,794,434,1.3890374795755773,2.7634791152038654,128722,16041,3.85510248895333,291,1536857
77,58,72,4484,793,435,1.3776562616856685,2.8945121517268846,127444,20545,3.8085568864978123,299,1538523
78,14,4,5726,585,274,3.3910176339599043,2.5254827732195833,391371,233787,5.458251609435764,1472,1611828
81,25,9,7066,615,274,4.936229643123267,4.057495233258732,406895,237702,5.4,1573,1615757
77,14,5,5717,589,278,3.366533661498277,2.5725401362740854,391221,235546,5.375522425809002,1443,1619642
78,14,5,5744,583,274,3.39,2.59,389123,235864,5.4,1434,1615471
78,14,5,5744,583,274,3.39,2.59,389123,235864,5.4,1434,1615471
77,14,9,5753,321,272,4.18096472141379,3.3761371640034086,228883,158843,6.179513359008683,1144,1615585
77,14,8,5771,322,270,4.181426928580499,3.494284909816942,227849,159601,6.172936224101482,1206,1615843
78,15,9,5763,322,275,4.2,3.4,225329,158009,6.2,1164,1614413
78,15,9,5763,322,275,4.2,3.4,225329,158009,6.2,1164,1614413
78,14,9,5780,321,275,4.1679034441148515,3.350099687641302,223554,160287,6.171136234382382,1193,1613898
77,42,45,3101,461,406,8.169461344394842,2.034002854489258,224878,20492,4.25039283926772,557,1708374
78,43,46,3083,467,407,8.2,2.0,224444,18218,4.2,636,1710493
77,42,45,3054,464,406,8.198484970626666,1.9410259956270974,226104,18414,4.237662494890742,649,1711141
77,43,45,3090,465,408,8.248850535947366,1.9254467227168648,223423,14989,4.224639366257914,566,1708967
78,43,46,3094,471,405,8.181730956065673,1.9878123389157059,224848,17351,4.238730888010708,652,1714332
79,7,0,3758,508,978,5.8,1.6,233257,87134,4.2,981,1705043
78,6,0,3702,507,981,5.787550420380712,1.6625417533922178,232849,87057,4.214531763003365,932,1704282
78,7,0,3778,510,978,5.812326843933362,1.6466725588874598,227080,85922,4.175661360268236,903,1706589
79,6,0,3707,512,973,5.739196317642247,1.6476760768872492,234519,88113,4.174603838049019,1022,1705306
78,6,0,3775,506,975,5.8372541238128814,1.6573820907871082,233633,91380,4.161899042409639,1060,1707735
79,28,36,2862,193,101,3.8,4.2,217700,62552,2.4,390,1767661
78,27,36,2874,194,101,3.7524290155402302,4.187960755135466,218790,63603,2.45776357725622,478,1764096
78,26,36,2846,191,100,3.7205207304189245,4.257101273116125,218899,63898,2.3796766822305235,277,1763968
78,28,36,2810,194,99,3.77705205393327,4.091114111685816,221028,62469,2.408210095485427,389,1769085
78,27,35,2887,191,98,3.845930454497076,4.242904626074801,214783,64249,2.383321257183654,399,1769915
79,3,0,845,81,206,2.0160680571429923,2.6793791575164025,264117,65159,2.795576238941116,2269,1798524
80,3,0,888,79,212,1.9905922213911313,2.565444860334327,265204,63244,2.7722063912103785,2142,1793825
79,2,0,862,73,208,1.976563621369259,2.623386515623298,268410,60533,2.8099671216674995,2261,1795004
79,2,0,852,72,209,2.0069261247594357,2.5809651754422362,266409,63798,2.7989052783593142,2270,1799314
79,2,0,842,78,208,1.998520765592337,2.703345534871292,267370,62862,2.8008535972142052,2279,1796166
79,4,0,2868,513,342,4.82771158968263,1.919598780704132,327579,189305,6.831654610966581,3583,1593434
80,5,0,2822,512,341,4.684328315449379,1.9519282977256256,331838,188212,6.841280534242909,3586,1598858
79,5,0,2848,510,341,4.780797016465532,2.0519130278224105,326758,183658,6.847268148608131,3552,1594935
79,5,0,2843,510,339,4.83463095360074,1.9153755302036468,331968,187970,6.829964059898029,3591,1594919
79,5,0,2885,516,340,4.837640946502934,1.970637639854032,331604,185291,6.805392989572461,3455,1596942
80,11,8,1457,132,83,0.6204442664753946,2.329238707705097,513374,191036,4.020438147227727,536,1513421
79,12,8,1441,134,83,0.5922789259632446,2.4294409403954744,510962,190819,4.004853193207033,354,1514011
79,11,8,1507,134,85,0.5966055890781516,2.357571238794859,514773,187737,3.9694317668082286,536,1515469
80,12,8,1444,134,84,0.6,2.4,510385,191128,4.0,529,1512083
80,12,8,1418,133,82,0.6488413805010214,2.307418150780642,511038,186858,4.014879439485935,527,1512701
79,41,31,5250,190,123,2.8239810143212147,7.22119353606949,57189,65417,2.3765583067324556,175,1623821
80,40,32,5149,181,120,2.789948850684063,7.263417115461541,61879,64361,2.3993831111968555,143,1621967
79,41,31,5201,188,119,2.7292682862146878,7.147536502696031,63165,63053,2.3995857843144357,157,1621042
79,41,32,5208,181,124,2.806346610765679,7.188959621401763,57079,63742,2.39855089424639,221,1622327
79,41,31,5196,191,118,2.7801399725461615,7.1865575509740705,59485,59333,2.4537512408006745,238,1624127
80,54,60,3401,566,150,2.176251571908524,3.4500102077201675,253986,37772,2.5711839847381035,1311,1542687
80,54,60,3424,573,143,2.1972643784364725,3.4244492178055492,250447,35815,2.655793541941709,1327,1540286
79,54,61,3372,570,150,2.2097286811046994,3.452970032946373,250157,36157,2.607911744729774,1216,1535486
79,54,61,3392,566,153,2.1996457199019677,3.37615168946971,252445,38636,2.5934148217533717,1216,1535758
80,54,60,3407,565,152,2.173654365019765,3.4622613327042635,251372,34274,2.5558722674874415,1266,1533454
80,2,1,2705,141,96,0.17041150428882368,0.252688297881679,304792,19223,3.0543458828670174,652,1760726
81,2,0,2655,145,96,0.22848529201491602,0.16368487540503074,306233,17641,3.0183476734700387,709,1757502
80,2,0,2713,139,92,0.16381373504930896,0.2055151267137956,302353,18928,2.9504271619532423,599,1759858
84,2,1,3158,162,96,0.41945919234051365,0.2773486092480121,304633,24699,3.3078106943295142,709,1762489
81,1,0,2610,144,91,0.23384292462412035,0.22582118964557554,304763,19648,2.95394832750372,586,1752819
81,9,4,4384,118,115,2.8565413911005724,7.980619731617557,156929,123198,2.6535140251018143,522,1538905
81,8,4,4382,125,113,2.770481920081111,7.94889994160215,154792,122215,2.6325747686632113,594,1533667
81,9,4,4370,122,115,2.8,8.0,153788,121639,2.6,551,1536366
81,8,4,4348,124,116,2.7790136766080513,7.929993845261164,156471,118608,2.6323300076897236,528,1542182
81,8,3,4356,123,116,2.717341813406876,8.089055887979228,148602,122344,2.615406061221164,617,1532197
80,29,15,2893,270,237,4.987184506239661,4.653613642985965,199362,54016,3.8143865719357244,7988,1365852
80,30,14,2915,269,236,5.033105628631274,4.656140347754283,197372,55850,3.8112617535015714,7955,1367501
83,30,18,3166,284,315,8.310153666943538,7.748993373783887,215526,70658,4.234725706309473,9096,1373224
81,29,15,2956,266,233,4.945378558360034,4.5980799922461,199473,55681,3.77135089451944,8031,1366092
81,30,15,2926,269,233,5.0,4.6,198456,55428,3.8,7949,1366403
81,37,20,4758,410,304,4.347893139658795,2.1847018445032913,183216,122019,3.598657735399114,3574,1543571
80,37,19,4700,408,306,4.457906065701414,2.195595211911828,192974,125967,3.598156461836073,3468,1544462
81,36,20,4696,407,303,4.345432170230316,2.1164323921214416,184174,122732,3.602531588249137,3503,1544246
80,37,20,4716,409,307,4.383124751399667,2.2148078718457924,179299,125245,3.563556860184117,3657,1542947
81,36,19,4763,413,310,4.44232639983243,2.2293489706427847,184621,126653,3.6263074000748317,3498,1547086
82,2,0,576,61,62,2.188999883088735,2.1517240523744796,95654,55976,2.832652206896815,1026,1783000
82,1,0,541,60,66,2.2264461710487047,2.255930462971324,94951,57783,2.8072105238592635,1097,1784499
81,2,0,518,57,64,2.257023440323449,2.248807509266274,92243,58275,2.7611822311227883,1168,1784178
82,1,0,513,56,65,2.1695401122214317,2.17231678081572,94761,58127,2.779506482926776,1094,1793042
82,2,0,488,59,63,2.1784982449669124,2.2093224989530675,97796,58594,2.7771443924193,1004,1788353
82,3,0,635,65,47,3.0,3.0,87465,40740,1.0,289,1806587
81,2,0,629,65,45,2.9663813234213143,3.035469300597023,86128,41777,0.9729977332438086,320,1808582
82,3,0,635,65,47,3.0,3.0,87465,40740,1.0,289,1806587
82,3,0,660,65,46,2.9698497154198633,2.954226699472716,87183,42176,1.027786138113328,272,1804664
82,2,0,630,67,50,2.952468551695062,3.043974718027439,87237,39705,1.059273114615902,303,1804852
82,3,1,700,107,56,3.0007550742050846,9.903958229753139,431168,242448,3.8093729015981004,3678,1799254
85,7,12,953,124,58,5.4702908059535655,10.051946358980857,429043,255311,4.0866663360557896,3881,1821863
82,5,1,779,252,114,3.7847632200988013,15.611837601447657,437962,246682,4.07506616339875,3955,1809099
82,3,0,763,106,55,2.9629779618419194,9.944634862808481,426721,243846,3.7756161324680324,3708,1807680
82,4,1,720,104,58,3.0,10.0,428343,242223,3.8,3709,1807547
83,6,1,1959,300,237,5.5777805155685,2.1859196132003764,386093,256795,2.4390875144847994,3430,1808574
83,7,2,1948,302,236,5.59,2.2,390970,260428,2.4,3458,1815641
83,7,2,1948,302,236,5.59,2.2,390970,260428,2.4,3458,1815641
82,6,2,1978,303,237,5.597823095980233,2.3193146019400266,389296,259655,2.370397588856863,3516,1816280
83,7,2,1912,301,235,5.628628494327577,2.180986924937539,394683,259945,2.3945542964350475,3418,1815719
83,7,1,3961,362,269,4.8055199468760765,1.3752736502768212,162199,30805,2.597940737149649,256,1705022
82,8,1,3897,364,269,4.770879913866201,1.4065182953828432,169503,27823,2.611773379145373,207,1706286
83,7,2,3853,358,268,4.776199307113894,1.3718220389096591,166172,26720,2.6095418760709364,388,1707615
83,8,2,3864,360,270,4.819528654244837,1.4051919006924223,165962,30344,2.6256315386444316,297,1703446
82,7,1,3873,356,271,4.765444996381204,1.4301765980444139,161579,29589,2.603323762381806,217,1708134
83,11,3,2876,545,143,1.1471336181413598,2.2041194485843407,281698,331257,3.0050174066316124,317,1546559
82,12,3,2791,543,145,1.1730518304450894,2.197333717248817,281688,331120,3.0021140137154894,231,1546509
83,11,3,2783,543,145,1.1855228625719023,2.146944448815993,279576,326929,2.9924754897303782,351,1549132
83,12,3,2805,544,146,1.2,2.2,279920,329100,3.0,286,1547198
82,11,2,2799,545,149,1.1579780382117089,2.2283418747340704,278135,330071,2.9435760400019126,261,1547689
83,14,11,3926,340,346,3.0491115269724123,1.3846755717695087,324540,343101,4.207825769460521,1471,1615637
82,15,12,3976,338,346,3.0474720316396375,1.3868832804104119,323584,345438,4.263858249830738,1419,1613125
83,14,11,3944,340,346,3.0447208433121085,1.4080138700003688,322923,342854,4.236639258002818,1425,1616202
82,15,12,3964,343,344,2.9747290069300063,1.3920070418282484,321660,342985,4.211768039859336,1401,1614304
82,14,12,3963,337,348,2.987664990896732,1.3474949274786996,324540,341899,4.208905588129903,1401,1616785
82,19,1,3269,198,113,4.8791794688084975,5.269334516164532,264387,87524,3.8100860270517365,1492,1548020
87,27,2,5381,253,117,6.555047131225929,9.117528938481344,276918,97181,4.363499656549991,1498,1550563
82,20,1,3243,197,116,4.831815908434881,5.111007457922317,272796,83035,3.8143909178258038,1451,1549232
83,20,1,3249,201,114,4.809300829410772,5.109510745558833,271394,88288,3.7555281699993346,1504,1543456
83,19,2,3227,200,115,4.767238580557943,5.183728142778472,264429,83161,3.819570392318294,1397,1552717
82,25,29,2584,242,167,1.4079058106527191,1.9573128145540668,35996,107893,4.009799974327151,571,1635895
83,24,29,2594,240,169,1.3696509391991756,1.9643203140586403,39909,111230,4.010003378074485,588,1641893
83,24,30,2583,242,171,1.4,2.0,40055,108188,4.0,648,1640984
83,23,30,2540,240,171,1.3106493404999502,2.042351003322319,42152,109209,4.034219369028408,691,1641318
83,23,30,2609,243,174,1.4242062774916262,2.0290018983861757,37328,109716,3.983487413028123,676,1639757
82,23,32,461,36,32,2.0287986987891142,1.9337817813092224,89915,34708,1.2270030173969866,3699,1817720
86,26,32,541,51,36,2.4926433603495894,2.294436152342202,92449,39020,1.8719147553212885,3764,1821074
83,24,31,436,39,24,2.006889818656206,1.9502787441691842,94241,35428,1.2207727491906912,3682,1816507
82,23,32,430,38,26,1.9829141032275577,1.965092692040481,95119,35209,1.1526641599658443,3707,1816858
83,24,32,389,36,28,1.9982381307644783,1.9342881008730781,86367,37112,1.1894636941856638,3728,1816527
83,25,7,3706,260,141,1.5965595826076362,3.368402384411582,199465,141998,6.169138668811461,106,1534259
83,25,6,3691,265,132,1.58314058509113,3.3818309268005513,201686,144174,6.194482696515353,61,1536496
82,26,7,3651,261,137,1.6364183141829376,3.339388506603831,204228,145464,6.200561340886195,170,1535721
83,26,7,3638,262,137,1.5585235226089345,3.296198596565947,208851,142783,6.176775272528708,152,1537603
82,25,6,3696,266,137,1.5818607464767571,3.3298609502354966,200209,145986,6.18618257908943,126,1536977
82,49,63,3633,191,168,0.6475418367333142,1.9940370267839318,23612,238891,3.200167185457423,1182,1391761
84,81,81,4922,198,182,0.6100982651293544,1.9958325017426668,26044,251805,3.764656318918462,1449,1391294
83,48,63,3631,184,172,0.575792468308574,2.0013384684115416,22476,236343,3.2501395294705606,1180,1390479
83,48,63,3603,189,170,0.618474151618378,2.0525702105864028,20888,236723,3.2113527865782556,1245,1391190
83,49,63,3638,189,170,0.6,1.99,20954,238296,3.2,1215,1389978
83,3,1,2436,148,162,1.6188983049671168,2.206524733142289,204749,239956,2.4482545125069306,8366,1876545
84,3,1,2382,152,158,1.6331098453534953,2.192833680814021,203999,239142,2.4109057486316616,8305,1881003
84,3,1,2415,146,160,1.563923687774921,2.2601990089850736,200614,243185,2.3906197426367926,8233,1879200
84,3,1,2472,150,161,1.5576408254577274,2.2558553243990382,204414,237836,2.384588546638624,8254,1878155
84,3,1,2441,147,161,1.5693102620770607,2.1430139494381386,205620,240688,2.387777426482829,8320,1875320
84,4,0,578,73,28,2.5964367320793666,2.5943409209637855,273113,42461,2.421010639592661,11047,1874613
84,4,1,572,74,30,2.6,2.6,273984,39153,2.4,11040,1872051
84,4,1,572,74,30,2.6,2.6,273984,39153,2.4,11040,1872051
83,3,0,564,75,29,2.554914026514342,2.631719814476116,270294,37874,2.439289611773224,10974,1875653
84,4,1,572,74,30,2.6,2.6,273984,39153,2.4,11040,1872051
83,4,0,2471,220,154,1.3943318215299492,2.974822391120442,273516,211281,3.8026687280478644,360,1385306
84,5,1,2416,216,152,1.3916352995778487,3.001670703734983,279084,212047,3.848324014376848,308,1381293
84,5,0,2477,220,152,1.4375505821606003,2.9645343494446856,278819,207820,3.7908431666957054,441,1380229
84,5,0,2485,221,153,1.4771277899431063,2.959598733586075,274434,210231,3.7864349866601037,417,1386539
83,4,0,2442,219,152,1.4426248917601228,2.9284265343985805,270765,212352,3.780721046032658,469,1383910
84,7,0,2462,355,327,6.408361109678128,1.823970302991739,189187,13062,3.18945635041486,6212,1854663
83,7,0,2456,357,323,6.414076888135108,1.7836088031826132,187987,17203,3.2167385431082844,6119,1851873
84,8,1,2450,355,327,6.385805246141652,1.8316647128726002,186350,15722,3.187637035544001,6123,1856152
83,8,0,2452,355,329,6.433908519354929,1.7953417004740888,183414,17434,3.2295259126831435,6105,1856865
84,8,0,2510,362,326,6.374346417114981,1.8001083916851541,187631,18996,3.196439084225219,6073,1853325
83,7,2,4123,387,384,1.1663537930482388,1.5601048006557132,257225,76595,2.825329775183679,2090,1552387
83,7,2,4135,388,385,1.206252894628726,1.6235180159144473,256712,74168,2.846303030163412,2012,1554231
83,7,2,4067,390,381,1.2532122641069674,1.6655911339325482,265316,77383,2.832105499060996,2158,1546670
84,8,3,4175,388,381,1.2169990048867028,1.5811665384269646,262747,73532,2.8195801839296655,1971,1554115
83,7,2,4053,394,385,1.1964835920745966,1.5858893353010168,255607,75016,2.7684603798163243,2062,1552348
83,14,1,1940,398,310,1.837568788720714,3.888480924752092,519860,130160,3.386972212779577,553,1699695
83,13,0,1932,400,306,1.7899627251418664,3.9870695885907765,515383,130272,3.3701745667351504,619,1700449
83,13,1,1930,403,315,1.7575633819582452,3.9581005267897806,524094,133335,3.3457950819008593,528,1701618
83,14,0,1889,404,314,1.8781580050710576,3.9370591248016917,518124,133192,3.4277074894858868,582,1695735
84,13,1,1899,402,314,1.766303405108445,3.9429435116650535,522133,131756,3.4195189193927806,589,1697625
84,1,0,1822,128,71,0.2,0.2,307459,17958,2.92454823134497,689,1757789
86,0,0,1846,98,54,0.36788639193955397,0.31535011734106455,308012,21590,2.1753112448408447,888,1758497
86,1,0,1047,98,55,0.4474178738689619,0.24232250573709,310302,20645,2.3602987738975973,961,1759028
85,0,0,1016,102,50,0.2126931303345052,0.09785452663686968,310765,20038,1.992332132771275,563,1756889
84,0,0,959,94,47,0.16941523988999785,0.2354669890552035,309116,17727,1.9936389692716454,703,1755727
84,2,0,596,69,49,2.1451325490741917,2.233341277133127,58651,28662,1.1821989683872836,251,1812922
84,1,0,575,75,50,2.228355641736858,2.19646556541615,56558,26146,1.2171306935753108,339,1818294
84,1,0,529,73,51,2.202762132563469,2.217981169882219,57150,29181,1.2152006384134357,330,1809913
85,2,0,511,75,51,2.1682059960759865,2.1524485566474274,55340,27836,1.1544737851999534,424,1810581
85,2,0,534,75,53,2.2,2.2,57506,28455,1.2,359,1813328
84,7,0,1051,100,37,4.012346652644496,4.020305263861744,117355,19918,2.2235500276012585,8473,1834044
84,6,0,1029,99,35,4.01766090922601,3.9477082962201533,117566,20189,2.1885048590918768,8546,1831618
84,7,0,1043,97,39,3.981647025749302,4.0036151844257635,116725,14810,2.1808544301846626,8494,1834064
85,6,0,1020,103,40,4.01505675989448,3.9423734520381797,104227,16774,2.1635790590428723,8552,1833633
85,7,1,1012,97,38,4.035685540800155,4.006843181991777,110775,15336,2.2053595660216803,8496,1840529
88,9,1,1165,50,61,8.56616355040161,14.474094835117258,35731,207316,2.3640885513711143,6911,1852892
89,10,1,1081,50,64,9.94409692111372,13.87423297814589,53500,201599,2.2619541629782427,6912,1852997
85,6,1,1087,51,61,6.252320301648458,9.546200165156105,24409,193116,1.7665613160729212,6798,1850629
84,6,1,1137,51,59,6.195592268078042,9.604577517079864,24752,191815,1.735261140170525,6909,1856629
84,8,1,1094,52,58,6.2191819337963965,9.615312125206762,24110,195219,1.8529705541322514,6772,1852565
85,6,2,4110,224,153,1.3376723371804533,1.4286004431096602,17288,10839,2.8319860755949837,1222,1521819
85,6,2,4138,221,156,1.3626403339777964,1.373644023430737,13970,8112,2.824868361278299,1349,1522543
84,7,1,4107,228,157,1.4120053651159725,1.3250880540746504,16250,6598,2.80352558582617,1312,1522709
84,7,2,4111,219,154,1.3933672567104278,1.3655246143846076,15964,9848,2.78733905121289,1402,1526970
85,6,2,4140,226,151,1.418926588100362,1.4442666573644338,14371,11355,2.785389343512211,1296,1522711
85,22,13,2865,177,161,1.6,5.0,119291,193151,4.0,536,1642779
84,21,12,2891,175,161,1.5723001936538452,5.021072034932102,121357,192790,4.005091714121663,553,1642066
85,21,12,2871,179,162,1.6785967253399048,4.940781592622817,113764,195321,3.959210831166686,587,1644828
84,22,12,2891,180,159,1.616261038919275,5.07392593707501,117675,189166,3.964266704694426,506,1642580
85,22,13,2865,177,161,1.6,5.0,119291,193151,4.0,536,1642779
86,1,0,407,72,51,0.19227903660532497,0.24799576650584826,327291,240832,2.8110193379567674,121,1721080
86,1,0,388,76,51,0.2,0.2,325605,240758,2.8,143,1716574
85,0,0,423,68,51,0.20362303630227283,0.1921175755386382,329346,240540,2.791953122510818,134,1717014
85,0,0,356,75,51,0.1477491227545472,0.21025155641853435,329234,238878,2.8177012484414807,103,1715876
86,1,0,342,72,50,0.2024305752328736,0.22682499459847535,331363,242869,2.832037401329465,93,1715311
85,1,0,3989,352,135,0.19994481612082712,0.2788204423753249,314708,204849,2.3688596731605367,697,1542362
85,2,0,3927,347,135,0.18117890792905575,0.37425013351469666,306763,205788,2.3729305670961525,759,1544928
86,2,0,3953,356,135,0.2,0.4,311951,205296,2.4,762,1547232
85,2,0,3883,354,134,0.2221294667705172,0.41182999940481296,308487,203446,2.3950065219298264,900,1540062
85,2,0,3970,356,132,0.20613879508261326,0.28802347550674257,319489,207168,2.378123207520234,709,1545046
85,2,0,617,123,32,2.8388084287572766,2.7234706648170928,90451,62588,1.239122133769509,5715,1847219
85,3,0,572,119,32,2.8313198077150714,2.790289154774922,93955,60106,1.2176398751951898,5729,1846171
86,3,1,572,120,31,2.8,2.8,90781,61249,1.2,5759,1847078
