rej,a1cx,a1cy,b2x,b2y,a2pop,a3pop,temp,mxql
0.159549,-0.071261,0.174655,0.112713,-0.07226,5.4083,1.820384,0.303224,6
0.032442,0.221607,-0.475919,-0.459293,0.133258,1.796081,0.400324,0.831414,5
0.004843,-0.367526,-0.042347,0.055311,0.219958,0.881233,0.122029,0.137854,5
0.001874,-0.265701,-0.059278,-0.496972,-0.211412,0.656005,0.032506,0.409846,5
0.002789,0.351197,-0.395067,0.49971,0.201604,0.736595,0.893606,0.439673,8
0.337805,-0.011019,0.363096,-0.251364,-0.131179,5.497302,4.652946,0.617524,7
0.016704,0.224284,0.398956,0.353314,-0.419996,1.72453,0.346233,0.345916,8
0.083751,-0.088504,0.282728,-0.476404,0.308846,2.975219,1.613837,0.694611,7
0.32849,0.076644,-0.408844,-0.276722,-0.291482,7.202299,2.270091,0.446821,8
0.102493,-0.339369,0.032347,-0.423516,0.42501,5.178992,0.947578,0.738766,7
0.211982,0.225411,0.016405,-0.281802,-0.275544,0.832178,4.049413,0.563109,6
0.137628,0.004141,-0.413183,-0.173274,0.330455,0.580478,3.715881,0.464135,7
0.006056,-0.374404,-0.080072,0.422475,0.112228,0.104324,1.019671,0.115769,6
0.019231,0.2039,-0.238555,0.354478,-0.2265,2.604629,0.873613,0.768723,8
0.00841,0.291801,-0.302349,-0.375963,-0.258216,0.152541,1.077704,0.655766,8
0.2075,0.134108,-0.326278,-0.05072,-0.014535,0.411493,6.825132,0.737043,6
0.074766,-0.439346,-0.241059,0.229487,0.343283,2.227782,1.790883,0.578874,7
0.068772,-0.230558,0.276007,-0.19927,-0.362635,5.634686,0.186203,0.659202,6
0.31638,-0.318005,-0.380217,0.105039,0.036367,5.167833,4.732369,0.717641,7
0.369013,0.419136,-0.096576,-0.493148,0.408153,0.218394,9.424446,0.471557,7
0.205083,0.369659,-0.226481,-0.379454,0.043863,3.952805,1.443545,0.476955,5
0.105365,-0.371727,-0.472663,0.082303,0.152143,2.5134,2.599895,0.454615,5
0.048638,0.116689,0.212588,-0.267958,-0.159687,3.578962,0.828867,0.734445,8
0.021164,-0.401133,-0.431173,0.080585,0.458239,2.112949,0.455434,0.79146,8
0.125171,0.042703,-0.298373,0.076916,0.219259,2.074417,2.913211,0.426495,8
0.012652,-0.040044,-0.316781,-0.02362,0.482757,0.765729,2.020682,0.305658,8
0.094686,-0.336765,-0.216327,-0.112053,-0.11947,1.143949,3.222025,0.411813,8
0.022569,0.016953,0.134291,0.156378,0.03907,1.290696,0.779757,0.367237,5
0.088538,-0.293686,-0.243273,0.387232,-0.344322,0.021757,4.103957,0.657316,7
0.254066,0.279446,-0.13007,0.398859,0.133769,2.770012,4.312587,0.331714,5
0.163877,0.261038,-0.03145,-0.007675,-0.428629,5.125405,1.138612,0.586898,8
0.201577,-0.052925,-0.322974,0.346006,-0.296593,2.131041,5.858406,0.631275,6
0.033261,-0.161705,-0.035886,0.103248,0.496519,1.66336,1.805994,0.83974,8
0.132799,-0.269943,-0.163425,0.292286,0.387126,0.09016,5.548948,0.695914,8
0.047619,-0.002014,0.343308,-0.32411,0.024347,1.913408,1.031144,0.199839,7
0.126919,-0.42921,0.132428,0.122993,0.388604,1.752804,3.657651,0.338541,6
0.043545,0.363631,0.167362,0.460071,0.088092,1.840007,0.713268,0.445871,6
0.110463,0.226741,-0.344833,-0.478524,0.261134,5.198585,0.807045,0.835505,8
0.105988,-0.499266,0.325254,0.446216,0.067949,2.717871,2.317633,0.603694,6
0.563778,-0.118488,0.354016,0.185199,0.199484,6.750043,12.557222,0.567476,7
0.060981,-0.210985,0.275941,-0.481521,-0.402442,0.296065,2.578618,0.589648,5
0.467404,0.224013,-0.124424,-0.49121,0.00469,12.156473,5.910732,0.833916,7
0.05894,-0.412721,0.455779,0.420298,0.471095,0.249237,3.399924,0.22744,5
0.242718,0.198955,-0.439485,-0.168481,0.284825,2.029535,4.669205,0.514028,6
0.046997,0.109445,-0.460213,-0.350402,0.332747,0.390208,2.283808,0.925461,5
0.168839,0.272698,0.251578,-0.411269,-0.254639,5.269919,0.183742,0.295626,5
0.302781,0.461523,0.325548,0.026873,0.314511,7.284659,1.526962,0.857961,6
0.04498,-0.479218,0.284199,0.331096,0.018478,0.263154,2.519198,0.745571,5
0.070617,0.092738,0.144359,0.388241,-0.477609,2.751092,0.631763,0.349601,6
0.310287,0.437446,-0.389326,0.492301,0.094795,2.978634,5.153954,0.575893,8
0.175644,0.035853,-0.140869,0.436517,0.2595,6.849984,0.999263,0.863837,7
0.032801,-0.343595,0.006739,0.377915,0.312028,1.770998,1.591292,0.693964,7
0.503493,-0.231625,-0.233487,-0.088819,-0.028709,13.748701,1.98963,0.587773,5
0.58671,-0.453562,0.33604,-0.264806,0.285983,16.798806,5.197417,0.62626,7
0.239264,0.487034,-0.337986,-0.202119,0.136346,4.580224,1.12172,0.292352,5
0.101982,-0.257084,-0.246673,0.280559,0.419858,0.026833,6.094875,0.284628,8
0.001296,-0.482587,-0.236071,-0.461211,-0.258908,0.805095,1.000409,0.615734,8
0.358879,0.273641,-0.202307,0.03983,8.7e-05,7.666724,2.73225,0.808168,5
0.552662,-0.314617,0.386689,0.303251,-0.41108,14.129684,4.024559,0.462617,8
0.124284,-0.154745,-0.199156,0.239084,0.307019,5.878285,0.148439,0.110768,7
0.194251,-0.398149,0.099291,-0.468088,-0.085699,1.151613,3.131254,0.085884,8
0.338048,-0.246738,-0.297167,-0.060764,0.173727,9.150753,3.312863,0.979614,8
0.28758,0.010884,-0.160621,-0.20989,0.289254,3.870995,5.214224,0.435223,6
0.171638,-0.014613,-0.486184,0.422526,0.175369,6.472918,0.201454,0.54627,6
0.15701,0.02395,0.057837,-0.23697,0.115473,4.029659,1.683569,0.939057,5
0.022245,-0.17101,-0.273403,-0.49958,-0.348919,1.817495,1.200401,0.680647,6
0.386459,-0.185726,-0.151874,0.219358,0.465814,7.003263,6.866083,0.776597,8
0.061561,-0.058197,-0.028556,-0.315974,0.318091,1.302542,2.039392,0.297241,6
0.142857,0.246927,0.008413,0.035851,-0.058747,2.189213,3.753245,0.436415,8
0.020009,-0.061658,-0.395876,-0.045786,0.131276,0.967155,1.79728,0.884982,8
0.007576,0.11665,-0.242378,-0.27496,0.036345,1.854215,0.001642,0.800634,8
0.066796,-0.363252,0.104407,-0.216825,-0.004382,6.240684,0.254505,0.625066,8
0.041808,0.346457,-0.333458,0.32459,0.109297,0.129976,3.330053,0.60677,6
0.095956,0.314486,-0.321946,0.485188,-0.190734,6.254973,0.345896,0.832236,8
0.219204,0.087174,-0.340614,-0.37836,-0.406638,5.890874,2.097455,0.286946,8
0.097909,0.368195,-0.172729,0.223856,0.058345,3.640174,1.135472,0.693457,7
0.001152,-0.420689,-0.354283,-0.050685,-0.379151,0.200464,0.015467,0.800349,8
0.056981,-0.416246,-0.410307,-0.329356,-0.383167,2.848783,2.168638,0.640079,8
0.109673,-0.357989,0.079089,-0.282728,-0.478682,0.365403,4.77129,0.728312,6
0.408686,-0.415006,0.077085,0.351338,0.068717,3.432653,9.463743,0.868019,5
0.398934,0.215982,-0.266325,-0.166803,0.315821,1.711009,9.824412,0.742154,5
0.004573,-0.488447,-0.102027,0.389338,-0.041639,0.696635,0.401066,0.682625,5
0.362141,-0.172092,0.048637,-0.488345,-0.168828,4.689442,6.97547,0.583717,6
0.055064,-0.476437,-0.369258,0.027125,-0.284918,1.65782,2.018731,0.663954,8
0.014606,-0.107653,-0.259225,0.176224,-0.284029,2.453207,0.173592,0.326597,7
0.169824,0.409962,-0.15292,-0.23087,-0.473172,0.073553,6.524333,0.634864,7
0.196739,-0.132221,-0.072129,0.443326,0.395883,2.488989,5.708827,0.79584,7
0.114595,-0.245617,-0.354611,-0.33585,0.053996,1.559035,3.050758,0.694698,6
0.029471,-0.446385,0.476758,0.192484,-0.487476,2.452519,0.794235,0.869855,5
0.16877,0.39818,-0.211343,-0.383935,-0.423403,2.45374,2.313313,0.74101,5
0.26433,0.13179,0.281882,-0.137831,0.016784,5.111881,3.921066,0.753388,8
0.538221,0.162069,0.154911,-0.42366,-0.407023,17.75818,1.987661,0.516016,8
0.225623,0.439546,-0.089984,-0.286606,0.199112,3.900647,3.805708,0.550396,7
0.287552,-0.304881,0.255792,0.458058,-0.196247,0.775485,9.942245,0.867913,7
0.158371,-0.22775,0.005832,0.256464,0.284884,5.119886,2.512877,0.842487,7
0.001833,0.012018,-0.100764,0.366807,-0.076083,0.329666,0.098539,0.308393,5
0.137536,0.120823,0.046835,0.350489,-0.281498,2.330583,3.207402,0.730888,6
0.212951,0.461432,0.353578,-0.130771,-0.369904,5.22525,1.365273,0.429436,7
0.103568,-0.350784,0.110465,0.438917,0.359058,3.922174,2.178416,0.846058,7
0.168382,0.449312,0.329849,-0.414277,-0.129821,7.057751,0.417429,0.853391,5
0.010573,0.124198,0.289673,0.408838,-0.138806,1.789288,0.6007,0.850392,8
0.253779,0.466832,0.472083,-0.204054,-0.06568,1.212019,3.53931,0.263298,5
0.005886,0.029938,0.069352,-0.250055,-0.093842,1.787854,0.01593,0.850355,5
0.008946,0.304511,0.068571,0.431304,-0.005105,0.954439,0.713227,0.609044,5
0.101562,-0.114166,0.190947,0.423329,0.397773,2.13701,3.040668,0.740303,8
0.005047,-0.291931,0.466853,-0.285317,-0.053557,0.356553,0.970473,0.720854,8
0.119263,-0.279115,-0.047647,-0.145895,-0.15653,3.297238,2.702722,0.360384,7
0.130038,0.382435,-0.083361,-0.396057,0.21929,3.743941,1.153836,0.639244,5
0.014196,0.444107,0.044728,0.085519,-0.113664,0.470716,0.708148,0.497962,5
0.128434,0.082836,0.427585,-0.317338,0.452982,3.80608,1.525573,0.983219,7
0.077746,0.434987,0.081959,-0.196978,0.173699,2.892973,1.409037,0.439118,6
0.27748,-0.435959,0.486976,0.320854,-0.443536,7.624309,2.086534,0.893552,6
0.144371,-0.490975,-0.322929,0.028744,-0.31462,0.960486,4.894335,0.736626,6
0.664317,-0.378865,0.180038,-0.237751,0.016199,1.851641,19.645822,0.60765,6
0.303231,0.046127,0.206723,0.304672,0.188377,9.721874,2.948323,0.669159,6
0.011851,-0.126312,-0.217107,-0.075665,-0.410722,1.347534,0.968734,0.691956,7
0.40376,-0.119153,-0.20022,-0.478988,-0.261197,10.211046,4.678909,0.903335,7
0.713796,-0.304986,-0.454868,-0.114635,0.234234,7.960739,19.566371,0.800372,7
0.104488,0.06675,0.141306,0.469252,0.084862,0.20691,4.94375,0.737043,5
0.087081,0.020123,-0.229213,0.378748,-0.325858,1.50988,2.938152,0.277112,5
0.003776,-0.030561,-0.064789,0.11002,-0.084114,0.790984,0.237253,0.900474,7
0.001889,0.471513,-0.181836,0.207502,0.01601,0.335045,0.270048,0.625617,5
0.1778,0.189832,0.069247,-0.416907,-0.205056,0.341147,4.760329,0.703598,5
0.008264,-0.226527,-0.340398,-0.448334,-0.405399,0.617275,1.303721,0.852085,8
0.362105,-0.342007,-0.2598,-0.447408,0.376341,0.270008,9.397645,0.361197,7
0.226312,-0.03317,0.206852,0.182887,-0.189267,4.663985,3.04952,0.764249,7
0.035681,0.31917,0.125983,-0.110728,-0.337531,2.202118,1.355571,0.816628,5
0.020075,-0.310127,0.035866,-0.35076,-0.080084,2.702519,0.909615,0.403982,8
0.005696,-0.077781,0.354909,-0.265154,-0.303218,0.815879,1.315449,0.665471,7
0.123377,-0.27882,0.473617,-0.474986,0.320324,2.456471,2.550897,0.834313,5
0.020013,-0.278717,0.416286,-0.060418,0.201565,1.67749,0.363938,0.273154,5
0.305282,0.312204,-0.389619,0.329874,0.246429,0.458451,7.131684,0.441565,5
0.344074,-0.16728,0.242154,0.207311,0.354805,4.77975,7.630859,0.815111,8
0.386535,0.153082,-0.026689,-0.119947,0.388265,0.267083,8.428169,0.477061,7
0.099266,-0.359537,0.16531,0.321576,-0.457928,0.609466,3.227336,0.658517,7
0.007559,-0.227909,0.368017,-0.388108,0.190062,1.097357,0.035678,0.343245,8
0.201214,-0.080621,-0.374844,0.473628,-0.116786,5.085439,2.489123,0.437927,5
0.415048,0.326688,-0.077611,-0.167914,0.390189,11.309231,2.778481,0.61725,6
0.01592,-0.01629,0.332369,0.419908,0.058128,1.932466,0.675597,0.388933,7
0.056474,0.410067,0.360988,-0.230894,-0.011946,0.804886,2.278835,0.848284,7
0.093496,-0.107621,-0.43241,-0.080626,-0.015601,3.568316,1.298008,0.749191,6
0.254359,-0.432623,-0.16225,0.333803,-0.227288,2.266936,6.501896,0.747058,5
0.030004,0.045804,0.240072,-0.056375,-0.16726,1.348476,2.293772,0.792681,7
0.375674,-0.277077,0.201056,-0.077085,0.023382,3.6476,9.202111,0.729807,7
0.216428,0.207281,-0.175788,0.12234,0.443776,5.361923,1.593998,0.238985,8
0.042953,-0.321393,-0.489286,-0.473762,-0.18575,1.076282,2.619681,0.782505,6
0.040719,-0.107385,-0.236602,0.113648,-0.258127,4.328459,0.448613,0.749602,8
0.007616,-0.154314,0.39899,-0.450153,0.419436,0.316034,1.0748,0.561889,5
0.550891,-0.27755,-0.371677,0.171391,-0.156006,13.926448,2.231678,0.815476,8
0.193739,0.093008,0.367538,0.128507,0.432946,1.825154,3.751566,0.205629,6
0.180848,0.435652,0.059567,0.046866,-0.060872,2.477083,3.66278,0.554662,5
0.008275,0.298451,-0.145726,0.204163,0.088357,0.949917,1.101843,0.538803,8
0.275972,-0.070378,-0.475624,0.217786,-0.113568,0.077973,7.506063,0.489488,8
0.003063,-0.317274,-0.42366,-0.386565,0.373197,0.347377,0.899728,0.568584,8
0.102443,-0.389244,-0.450861,0.395239,-0.405601,1.028662,2.963601,0.4659,5
0.181672,0.240174,0.335928,-0.214361,0.338705,1.03072,4.029192,0.402445,6
0.4033,-0.366484,-0.142779,0.483573,0.39348,4.379986,7.887282,0.77412,7
0.150653,-0.198915,0.172265,0.356702,-0.154907,6.773526,0.050106,0.813475,7
0.233314,-0.014201,0.180081,-0.32758,-0.068657,1.879526,3.906692,0.34822,6
0.011557,-0.324386,0.185224,0.056368,0.296471,1.368547,0.936908,0.564886,8
0.237476,0.449274,-0.194195,0.042411,0.367754,0.319629,5.852946,0.447315,8
0.319992,-0.481425,-0.019528,-0.288019,0.239489,2.154023,8.584445,0.766818,8
0.000729,-0.361971,0.145112,-0.110157,-0.28045,0.669888,0.635564,0.432339,8
0.045013,0.175575,0.156827,-0.165111,-0.017185,0.49737,2.020386,0.805873,5
0.160726,0.022512,0.249195,-0.462393,-0.285927,1.842023,3.431496,0.79191,7
0.0,0.109552,0.199709,0.127501,0.04034,0.239556,0.074749,0.725342,6
0.06571,0.015792,-0.07828,0.126631,0.117191,0.53213,3.919219,0.062543,7
0.239617,0.232073,-0.469629,-0.352579,0.147117,1.483521,5.140011,0.603067,8
0.138471,-0.057101,0.382321,-0.236202,-0.446628,4.713118,0.894909,0.440888,8
0.031702,0.314905,0.285902,0.237824,0.169348,1.599743,1.271814,0.516852,6
0.059295,0.43479,-0.454094,0.469856,0.209624,3.614384,0.845057,0.584241,8
0.018202,0.223868,0.341876,0.076501,-0.329268,1.85735,0.678192,0.881346,6
0.053241,0.140189,0.468171,0.055715,0.4443,1.11089,2.188286,0.486904,5
0.002389,0.459761,-0.049574,0.427869,0.341626,0.021231,1.062593,0.78279,7
0.536328,-0.428015,0.01886,0.254087,0.102792,7.929123,7.940043,0.83657,5
0.117117,0.415526,0.221861,0.489809,-0.071313,3.609576,2.837988,0.78055,6
0.174704,-0.184845,-0.373604,0.101883,0.264811,2.065948,4.051005,0.651758,6
0.141151,0.157638,0.083967,0.24671,0.087332,0.755938,5.682553,0.570136,6
0.419294,0.086242,0.298438,-0.009788,0.356477,10.281805,2.039259,0.339619,5
0.045579,0.467427,-0.21688,-0.451642,-0.110174,0.033713,2.280473,0.7372,6
0.280493,0.216626,-0.463508,-0.199935,-0.137327,0.056692,7.838742,0.699094,6
0.046132,0.011414,0.377874,-0.067903,0.053622,3.093263,0.134082,0.662798,5
0.231114,0.393124,-0.252728,0.468524,-0.078907,4.37701,3.157328,0.938605,5
0.024066,0.405553,0.117191,-0.229362,-0.079843,1.287484,1.870043,0.537007,8
0.267516,-0.335122,-0.162634,0.163142,-0.192792,1.754191,6.877197,0.604342,5
0.005825,-0.480453,-0.01531,-0.128117,-0.342092,0.073829,0.476453,0.323867,5
0.115421,0.222742,0.457597,-0.151276,0.116387,3.746862,1.5492,0.781171,8
0.060227,0.053051,-0.497009,-0.123346,-0.290005,3.505626,0.409605,0.180698,8
0.000975,0.316808,0.241532,-0.136703,-0.312922,0.15586,0.304363,0.628303,8
0.01566,0.467139,0.04354,0.248721,-0.042597,0.914505,1.165436,0.501496,7
0.092255,0.206521,0.272705,0.15059,0.133734,0.243207,3.983022,0.719101,6
0.278071,-0.054344,0.0801,-0.351085,0.039391,2.591743,4.888742,0.565629,5
0.177292,0.293652,-0.251504,-0.100945,-0.188153,7.057963,1.015955,0.66285,7
0.177303,0.082589,-0.318971,-0.015802,0.495469,1.772189,4.543684,0.815067,7
0.161717,-0.297634,0.231997,0.07882,0.077753,4.643121,2.297036,0.542782,7
0.006296,-0.028742,0.128156,0.028951,-0.373385,0.065076,0.525685,0.284181,8
0.335725,-0.482747,-0.240497,-0.313897,-0.261604,6.831437,0.936623,0.269562,8
0.045409,0.365438,0.290282,-0.046581,-0.499254,2.154768,0.270424,0.903549,5
0.195025,-0.351902,-0.090955,0.288813,0.278204,2.097997,4.717377,0.847466,7
0.004724,0.286822,-0.385804,0.025494,0.476041,0.211224,1.017068,0.839905,7
0.167023,0.470088,0.058892,0.420517,0.118768,8.29223,0.27607,0.671068,7
0.04338,0.059707,0.279647,-0.030045,0.387545,0.506936,2.288452,0.877508,5
0.021288,-0.134089,-0.063018,0.495975,-0.258497,2.265628,0.855046,0.71929,5
0.124629,0.254644,-0.157639,0.323539,0.361714,3.921626,2.150716,0.56467,6
0.695659,0.273323,0.274152,0.499598,-0.099675,6.40355,23.548719,0.729975,6
0.019812,0.425398,-0.408108,0.239906,-0.071033,1.125864,1.637064,0.431971,7
0.004277,0.432045,0.181391,0.370302,-0.270753,0.606796,0.263396,0.836305,7
0.088728,0.02805,0.436738,-0.340561,0.287336,0.800956,1.968646,0.661763,5
0.0,-0.222555,0.257287,-0.255886,0.000763,0.19388,0.421716,0.795018,7
0.018913,0.420584,0.391452,0.304232,0.331045,2.574964,0.492749,0.659295,8
0.304532,-0.434436,0.437117,-0.145679,0.39663,9.094921,0.678394,0.717528,6
0.001794,0.147454,0.110493,0.37916,-0.052288,0.568445,0.088361,0.311404,7
0.315409,0.253807,-0.251236,0.143195,0.077403,0.852267,8.0789,0.27925,6
0.083913,0.301484,-0.197821,-0.004398,0.109634,0.320315,3.298922,0.592945,6
0.042162,0.487724,-0.005479,-0.142547,-0.46155,0.014394,2.393905,0.890734,6
0.053046,0.307456,0.023869,0.206292,0.106788,1.184276,3.022753,0.401367,8
0.34038,0.405106,-0.380782,0.437262,0.016922,0.617391,8.406583,0.403475,8
0.043159,-0.071952,-0.211354,-0.185042,0.049034,1.486984,2.44539,0.853139,7
0.158505,0.219064,0.153614,-0.140812,-0.396216,1.558606,3.870992,0.433813,7
0.053476,0.490404,-0.08037,0.148381,0.006063,2.554436,0.532214,0.253116,5
0.149699,0.135544,-0.000165,0.155884,0.415554,6.574476,1.074467,0.634326,8
0.037958,-0.214815,-0.206518,-0.162441,-0.119978,1.639787,2.020712,0.408145,8
0.264532,0.159175,0.416014,0.153149,-0.154031,0.71389,9.429993,0.910823,7
0.540003,0.452928,0.427485,-0.267507,-0.026395,12.53715,2.52926,0.14821,8
0.14909,0.474696,-0.365363,0.442731,-0.246046,3.272076,3.585125,0.445709,8
0.204382,-0.447107,-0.079235,-0.071856,-0.434755,5.597526,2.943426,0.624135,7
0.017794,-0.168567,-0.377846,0.139988,-0.313691,2.830255,0.741123,0.72789,6
0.041319,0.368076,-0.238079,0.083737,-0.469345,4.028561,0.494292,0.477046,6
0.00463,0.216575,0.105248,0.017874,-0.096368,0.125024,0.486788,0.373804,7
0.11103,0.424395,0.040337,0.077935,-0.014196,2.717109,1.892826,0.532232,5
0.112774,0.318321,-0.218964,0.350057,-0.442378,2.973529,1.844515,0.642533,7
0.608171,-0.036269,0.219731,0.315117,-0.08216,0.176533,20.202591,0.673864,8
0.032511,0.076508,0.017812,0.360486,-0.028184,0.586584,1.441404,0.635882,5
0.004981,-0.185802,-0.477755,0.408719,-0.215671,1.621293,0.370668,0.919634,8
0.639813,0.013662,-0.094231,-0.499485,-0.437795,18.675197,0.987586,0.919562,6
0.026066,0.04314,0.00849,0.486438,-0.225291,1.318835,2.165692,0.376881,8
0.005072,-0.443607,0.48909,0.098926,0.197207,0.013487,1.573964,0.426532,7
0.392153,0.247813,-0.07063,-0.176402,0.462603,2.069684,7.326096,0.344469,5
0.003386,-0.151845,0.216195,0.43927,-0.171421,0.119025,0.20506,0.741829,8
0.037417,-0.235864,0.343001,-0.348093,0.217544,1.453095,1.233001,0.55656,7
0.027037,-0.483065,0.302208,0.307038,0.24951,1.081858,2.770055,0.736872,8
0.05464,-0.439148,0.023809,0.479877,0.251094,1.109024,2.385947,0.933138,5
0.074933,0.440082,-0.072983,0.319503,0.083594,0.944086,1.878965,0.870984,5
0.154119,-0.175423,0.196254,-0.153971,-0.249277,1.789329,3.135715,0.33719,7
0.22225,-0.21536,0.191181,-0.420187,0.122804,4.731893,3.495727,0.657619,8
0.188673,-0.388726,-0.359636,-0.364725,0.401685,3.535578,2.140773,0.383693,8
0.242172,-0.486536,0.131281,0.160966,-0.265648,4.38538,4.106836,0.410722,6
0.035097,-0.345502,0.358548,-0.38647,-0.458437,1.920569,0.580449,0.675901,5
0.115385,-0.204751,0.311563,-0.292607,0.290401,3.772056,2.318093,0.922043,7
0.193322,0.470138,0.444214,-0.081632,0.169617,3.4177,3.040227,0.615917,6
0.035873,0.305117,-0.331677,-0.487898,-0.219803,3.874502,0.769883,0.889037,8
0.369364,0.184816,-0.136321,-0.143376,-0.004481,1.7695,8.075675,0.708253,6
0.439262,0.106151,-0.141354,0.174929,0.469725,14.505639,0.994135,0.26757,8
0.140883,-0.025037,0.333486,0.044812,0.263361,2.633623,3.015358,0.855645,5
0.14,-0.460257,-0.462609,0.310159,-0.048987,7.776304,0.130778,0.844537,6
0.094395,0.072712,-0.087712,-0.234089,0.273753,4.135834,0.861028,0.862258,5
0.001982,0.305141,-0.165529,-0.262168,-0.20361,1.27003,0.414324,0.630887,8
0.0,0.311123,-0.412158,0.307385,0.262788,0.243589,0.404095,0.637749,8
0.236692,-0.354911,-0.074088,-0.394955,-0.08769,4.56336,0.955817,0.110133,8
0.063027,0.072601,-0.349458,0.442116,0.47366,0.068797,3.989374,0.613536,8
0.034911,-0.107011,-0.054192,-0.455876,-0.364618,1.409347,0.498379,0.531833,5
0.004274,0.371305,-0.32149,-0.410113,-0.280137,0.031703,0.991641,0.521696,8
0.09924,-0.163269,0.225692,-0.114319,-0.395958,0.585709,2.697462,0.372906,5
0.015487,-0.3915,-0.241745,0.379562,-0.2848,1.264338,1.452861,0.636951,8
0.017776,0.383314,0.343101,0.063523,-0.025324,2.456531,0.093192,0.469099,7
0.576099,0.378787,-0.074809,0.0052,0.310867,0.440795,16.650086,0.815698,5
0.004612,-0.00782,-0.40734,0.109475,0.105667,0.301117,1.099292,0.917856,6
0.021562,-0.490472,-0.486022,0.23843,0.437586,1.289054,0.875032,0.307268,7
0.002053,-0.203252,0.032751,0.356343,-0.068299,0.293689,1.673484,0.651635,7
0.038082,-0.205453,-0.046823,-0.298319,-0.134649,0.024913,2.949679,0.561772,6
0.079969,-0.412293,-0.090143,-0.16738,-0.026734,0.869827,3.079716,0.478901,7
0.013441,0.173074,0.374078,-0.36705,-0.009873,2.691638,0.297958,0.624643,7
0.144398,0.222096,-0.251057,0.306589,-0.009621,7.20822,1.51168,0.587367,6
0.191119,-0.117049,-0.038747,-0.445622,-0.292875,6.88587,0.118861,0.300771,5
0.119211,0.334755,0.256747,0.480106,0.111193,5.144717,0.346789,0.779045,6
0.110554,-0.286103,-0.136433,-0.045539,-0.075969,1.752906,3.383015,0.736488,7
0.228373,-0.25489,0.377032,0.452278,0.19478,4.970861,2.559945,0.474811,5
0.044877,0.232355,-0.447143,0.13199,-0.338619,3.199729,1.293739,0.803049,8
0.257231,-0.017796,0.290643,-0.177566,-0.240309,6.441152,1.231612,0.554509,8
0.246533,-0.113786,0.188943,-0.209332,0.065189,0.43985,8.526409,0.701963,7
0.013111,-0.106429,0.230547,0.138088,0.397504,0.443485,1.787727,0.780148,8
0.013196,-0.334855,-0.367362,0.442799,-0.210023,1.53472,0.568791,0.653551,5
0.059074,0.489449,0.004389,0.339988,0.322824,1.012591,1.903683,0.398606,5
0.083275,-0.352915,0.484763,0.334318,0.141066,2.057114,3.347767,0.929648,5
0.079012,-0.154775,-0.131909,0.273231,0.4338,3.396448,0.848542,0.763541,8
0.004614,0.412952,-0.462713,0.136848,-0.144848,2.028534,0.096134,0.529613,8
0.00686,0.211387,0.26552,-0.097548,0.458453,0.002743,1.122005,0.878083,7
