rej,a1cx,a1cy,b2x,b2y,a2pop,a3pop,temp,mxql
0.092797,0.031591,-0.440194,-0.184965,-0.083541,0.857473,2.475853,0.369515,6
0.401604,0.412373,0.389183,-0.225094,0.001425,3.029607,8.399478,0.76411,7
0.159549,-0.071261,0.174655,0.112713,-0.07226,5.4083,1.820384,0.303224,6
0.021421,-0.033181,-0.481479,0.470948,0.099206,1.128905,1.666485,0.726144,6
0.229573,-0.368826,-0.060216,-0.003427,-0.189696,7.676396,1.07178,0.53305,5
0.331021,-0.279871,0.006958,-0.086551,0.41822,1.87688,8.127475,0.500311,5
0.000816,0.047271,0.309563,0.11731,-0.143482,0.773535,0.053208,0.930562,7
0.159463,-0.010152,-0.018686,-0.387631,0.355233,1.144754,3.425108,0.587725,8
0.165997,-0.003953,-0.059337,0.089177,0.284498,0.539711,4.647697,0.488214,5
0.387355,-0.489164,-0.098958,0.245992,-0.177048,5.342269,6.593581,0.267885,8
0.097545,-0.207983,0.429736,0.097499,-0.010628,2.368577,3.391895,0.709641,8
0.235636,0.040674,0.36516,0.374867,-0.340939,8.889838,0.467451,0.469415,7
0.296775,0.262565,0.269797,0.380572,-0.321255,8.127049,1.679404,0.682056,5
0.051862,-0.436678,-0.160406,0.396309,-0.297237,0.255225,2.613231,0.673671,5
0.228776,-0.354853,0.088915,0.243674,-0.183298,6.590696,0.871226,0.541852,6
0.075938,0.099456,-0.334822,-0.491862,-0.405999,1.433655,1.756434,0.326684,7
0.110408,0.082033,0.097682,0.289229,0.130923,4.941761,0.836959,0.469327,6
0.379505,-0.016268,-0.010751,0.173642,0.060111,5.034823,6.777623,0.594685,6
0.380623,0.36613,0.363605,-0.200576,0.176573,9.935666,1.860283,0.814479,6
0.329674,0.102803,-0.340629,-0.234113,-0.083391,11.142576,1.401562,0.698898,7
0.032361,0.271892,-0.031543,0.445666,0.183193,2.725103,0.078101,0.070952,5
0.296336,0.109638,0.137328,-0.412198,-0.386949,5.303138,3.081896,0.812553,5
0.106055,0.47247,-0.471843,0.194466,0.075118,1.107217,4.15108,0.871929,6
0.005701,-0.358782,0.3241,-0.057797,0.090112,0.07016,2.132129,0.664942,8
0.505654,0.1354,0.368666,0.316412,0.171768,4.292338,10.875563,0.3297,7
0.001846,-0.313195,-0.171599,-0.412235,-0.4429,1.365918,0.550403,0.830856,8
0.034072,-0.349426,-0.387104,0.463589,0.275355,2.311441,0.060971,0.522611,7
0.011848,-0.0808,0.189505,-0.379902,0.254987,0.158169,0.991601,0.859102,5
0.240281,0.494653,-0.191211,0.389752,0.109353,0.734394,5.727833,0.383165,8
0.193292,-0.025514,0.190659,0.053288,0.339884,6.633253,1.367169,0.940773,7
0.204899,0.212948,-0.130006,-0.129506,-0.231189,8.765681,0.680904,0.810259,7
0.010204,0.187767,0.059099,-0.091256,-0.354646,1.0438,1.035137,0.84345,8
0.389768,-0.490634,-0.295504,0.235257,-0.073494,10.368554,3.541254,0.513373,8
0.040881,-0.279934,0.070263,-0.188257,0.205746,0.279672,2.38703,0.749882,5
0.004177,-0.320357,0.087134,0.019259,-0.21763,0.214697,0.887958,0.819758,6
0.030275,-0.119688,-0.423114,-0.206304,0.407987,2.466112,0.685675,0.81665,7
0.143467,-0.491449,0.435888,0.150918,0.43073,2.905176,3.226294,0.281681,6
0.038282,-0.377396,0.470431,0.007889,0.15965,2.66546,0.081088,0.406007,8
0.290025,-0.294885,0.293089,-0.161725,-0.138131,8.558682,2.711139,0.835895,5
0.244908,0.366079,0.352093,0.270445,0.241521,2.993033,4.530324,0.728574,6
0.358193,-0.368948,0.238461,-0.014921,0.449518,6.370422,6.284497,0.651994,8
0.030776,-0.383915,0.151524,0.168191,0.288247,3.830753,0.259551,0.4078,8
0.00841,0.291801,-0.302349,-0.375963,-0.258216,0.152541,1.077704,0.655766,8
0.088768,-0.007913,0.256629,-0.423943,0.498851,1.047964,2.819099,0.569345,5
0.559398,-0.02648,-0.021239,0.068789,-0.406133,11.666942,6.661775,0.856493,5
0.14164,-0.146876,-0.130961,-0.303428,0.488038,1.504213,4.186406,0.582287,6
0.000805,0.17114,-0.396041,-0.086116,-0.013289,0.297378,0.848127,0.89601,6
0.03752,0.130424,0.38918,0.352034,0.495606,1.329771,2.481715,0.957893,8
0.031585,-0.394219,-0.305447,-0.011895,-0.302951,0.686871,2.504815,0.589278,7
0.369013,0.419136,-0.096576,-0.493148,0.408153,0.218394,9.424446,0.471557,7
0.0,-0.124066,0.313887,0.423934,0.312766,0.076616,0.739485,0.565236,8
0.629171,0.31691,-0.227339,0.010661,-0.233819,14.551965,4.811229,0.450398,5
0.042093,0.224045,-0.169885,-0.221701,-0.321054,0.612046,1.625565,0.292996,8
0.011603,-0.300284,0.315979,-0.426329,-0.313786,0.901895,1.585556,0.892262,7
0.275931,-0.108768,0.011784,0.079616,-0.167952,1.565745,7.337588,0.728505,6
0.300279,0.157319,0.019102,0.411644,-0.147913,6.85395,3.68854,0.542049,6
0.114797,0.175598,0.126418,0.136887,0.24675,1.552344,3.488234,0.296242,8
0.197332,0.1692,0.161039,0.200083,0.119431,4.514853,3.66179,0.61012,7
0.012652,-0.040044,-0.316781,-0.02362,0.482757,0.765729,2.020682,0.305658,8
0.240531,0.003837,0.096489,0.07721,0.445695,7.936408,0.860026,0.729378,6
0.006289,-0.125329,-0.100668,-0.487825,-0.281132,0.006176,1.038899,0.810435,7
0.124699,-0.179057,0.081333,-0.413084,0.446484,4.422595,0.762998,0.932963,7
0.158494,0.075394,-0.067378,0.269867,0.098721,6.282787,0.529065,0.721732,8
0.207918,-0.178522,-0.097022,0.1981,-0.310118,6.405672,0.562808,0.926342,7
0.040979,0.181556,-0.008911,0.09999,-0.460911,0.873217,1.635373,0.662914,6
0.082015,0.377638,0.143273,0.395486,-0.260715,1.670949,2.772149,0.742161,7
0.048989,-0.494133,0.342735,-0.356304,0.090423,2.507365,1.446598,0.339405,7
0.019729,-0.208056,0.347571,-0.417917,-0.332579,0.016561,2.059781,0.717874,8
0.008069,0.180359,0.483377,0.201569,-0.005866,1.68427,1.226307,0.530547,8
0.088503,0.444086,-0.373546,-0.108641,0.480976,2.232875,1.682064,0.629059,7
0.072568,-0.456369,0.077539,0.075335,-0.000397,4.533847,0.074597,0.751559,8
0.04586,0.090842,0.235543,0.03096,-0.350798,2.537031,1.866416,0.639952,7
0.323664,-0.308317,0.238825,0.409554,0.417914,7.661661,3.897341,0.552641,8
0.032377,-0.169642,-0.034544,0.397818,-0.242269,3.047897,0.277688,0.691447,5
0.022186,-0.117874,0.190922,-0.038042,-0.373182,3.091414,0.016201,0.405111,5
0.208305,-0.201223,-0.421323,0.083307,0.425423,6.390199,2.671859,0.522596,7
0.055467,-0.492772,-0.157137,-0.378776,-0.478847,0.554787,1.837297,0.481284,5
0.003859,-0.148063,-0.110492,-0.355003,0.355727,1.300682,0.293228,0.516916,7
0.0,-0.458423,0.339671,0.19243,-0.47667,0.965243,0.317971,0.549565,7
0.004527,-0.322579,0.121333,0.458295,0.031554,1.766529,0.269831,0.444102,8
0.028766,0.04875,0.341016,0.338026,-0.180601,1.787328,1.272867,0.744526,6
0.103977,-0.070233,-0.006085,0.29549,-0.245596,0.367045,4.610722,0.541837,8
0.086807,0.053113,0.025726,0.42835,-0.249532,1.653423,2.222601,0.961271,6
0.46461,0.092182,-0.167526,-0.289036,-0.196601,2.914275,7.574768,0.228344,8
0.34901,-0.21222,-0.23639,-0.311482,0.333966,1.302714,7.599057,0.25297,8
0.06174,0.217214,-0.342372,-0.292628,0.153547,1.348022,1.629496,0.612048,6
0.050048,0.407768,-0.489735,-0.066421,-0.175801,0.416757,2.209013,0.590178,8
0.010645,0.031172,0.181165,0.184299,-0.152658,0.014073,1.899138,0.246466,8
0.099741,0.367033,0.181653,0.27361,0.285781,4.57494,0.277748,0.887773,8
0.00437,-0.406112,0.176632,-0.341758,-0.05843,1.431708,0.517489,0.445166,8
0.023277,-0.448326,-0.484649,0.323369,-0.102114,2.42234,0.697181,0.816286,7
0.002976,0.14914,0.064033,0.098992,0.204562,1.515687,0.984742,0.554026,7
0.0708,-0.121485,-0.013458,-0.493774,-0.444271,0.313681,3.691137,0.847516,8
0.067304,-0.298179,0.491896,-0.434398,0.179651,2.194881,1.450147,0.473152,6
0.063183,-0.357252,0.229588,-0.215018,0.089643,0.753999,2.734351,0.426726,6
0.120962,-0.059505,-0.480083,0.189395,-0.468106,1.941544,4.312298,0.543147,7
0.060069,-0.117116,0.430748,-0.318815,-0.384097,1.402399,1.594902,0.499364,6
0.35122,0.048167,0.19335,-0.259972,0.015362,2.137445,7.400568,0.681375,6
0.060981,-0.210985,0.275941,-0.481521,-0.402442,0.296065,2.578618,0.589648,5
0.010657,-0.165319,0.325027,0.426681,0.359344,1.534512,0.852813,0.730788,7
0.217505,0.261189,-0.167747,-0.357548,0.180486,9.012983,0.60025,0.712407,6
0.418739,0.240292,-0.328569,0.029353,-0.450227,7.591484,3.388471,0.310385,8
0.226622,-0.22055,-0.148393,-0.252804,-0.436807,3.727641,2.959349,0.281802,5
0.026648,0.401156,-0.056281,-0.420847,-0.363008,1.937333,1.369794,0.880773,8
0.126558,0.439127,0.399709,0.41025,-0.166568,4.206624,1.68436,0.810787,6
0.044998,-0.093704,0.234592,-0.138792,-0.490041,3.203328,0.859567,0.65054,7
0.000995,0.321411,-0.065712,-0.063158,-0.254846,0.457375,0.013003,0.557471,6
0.020164,0.492883,-0.149856,0.147254,0.19794,0.12275,1.91901,0.424215,5
0.393249,0.340217,0.211189,0.25734,0.244304,6.92617,5.908802,0.462724,5
0.007534,-0.389721,-0.038108,0.081776,-0.118931,0.248201,1.196767,0.561971,8
0.357435,0.176895,0.295952,0.388347,-0.498902,0.429318,9.159548,0.799632,6
0.262562,-0.327742,-0.045332,0.333804,-0.049172,2.56481,5.726625,0.970102,8
0.269398,0.379341,-0.249367,0.400468,0.335875,10.654354,0.662014,0.267454,8
0.190776,-0.130283,0.177044,-0.414761,-0.29715,1.092378,4.502313,0.505646,7
0.011558,-0.085602,-0.11466,0.361402,-0.095433,0.660403,1.715899,0.824162,6
0.000761,-0.413664,0.147523,0.073895,-0.419869,1.25354,0.193044,0.522703,7
0.460017,0.377613,-0.252314,-0.144369,0.027339,4.6619,12.152306,0.832523,7
0.173573,-0.317988,0.091429,-0.179718,0.11454,1.074871,5.030667,0.479035,7
0.433108,-0.256603,-0.057916,0.455412,-0.273667,7.339823,6.837788,0.471269,6
0.013498,-0.161058,0.078693,0.469078,0.376757,1.215426,1.020552,0.645266,7
0.11734,0.077896,0.414646,0.33227,-0.120178,3.655409,1.239439,0.698781,5
0.327722,-0.012275,-0.165525,-0.180362,0.457809,0.720064,6.754506,0.494696,7
0.101982,-0.257084,-0.246673,0.280559,0.419858,0.026833,6.094875,0.284628,8
0.026263,-0.31838,-0.175718,-0.037516,0.172137,0.098096,2.674503,0.502825,7
0.225575,0.36062,-0.092915,0.483852,-0.302765,4.638292,3.555792,0.439254,7
0.245827,-0.026433,-0.036669,0.077342,0.226932,4.14946,3.719941,0.707905,5
0.197195,-0.376002,0.341581,-0.46927,0.077628,1.262197,4.809109,0.65167,7
0.031205,-0.443597,-0.084361,-0.317231,0.130019,0.77529,1.966414,0.809949,7
0.10116,-0.029501,0.285492,0.118251,0.497099,0.513382,4.852196,0.376146,6
0.620541,0.308049,-0.079395,0.197275,-0.248709,11.069082,10.371983,0.742659,5
0.004147,-0.139763,-0.132705,-0.032595,0.463445,1.201314,1.311534,0.604915,8
0.358879,0.273641,-0.202307,0.03983,8.7e-05,7.666724,2.73225,0.808168,5
0.552662,-0.314617,0.386689,0.303251,-0.41108,14.129684,4.024559,0.462617,8
0.089153,-0.323258,0.399792,-0.336575,-0.311255,1.054716,3.0344,0.670591,6
0.213458,-0.475232,-0.46299,-0.063467,0.454836,1.204899,6.007382,0.408041,5
0.117229,-0.417074,-0.257915,-0.072984,-0.297761,1.924722,3.009659,0.694536,5
0.039357,0.215482,-0.307009,0.251823,0.267311,0.344855,1.964136,0.600893,5
0.147547,-0.10625,0.357068,-0.363881,-0.26068,3.977952,1.858973,0.367568,5
0.338048,-0.246738,-0.297167,-0.060764,0.173727,9.150753,3.312863,0.979614,8
0.015216,-0.17342,0.257004,-0.123923,-0.313299,0.567221,1.137634,0.559744,7
0.135238,0.225981,0.450321,-0.133033,-0.472345,0.992947,3.858404,0.451334,7
0.002676,-0.184726,-0.039632,-0.335274,-0.36127,0.341776,0.562964,0.139699,6
0.123066,0.231032,-0.44766,-0.167915,0.304432,1.376606,3.943616,0.405198,7
0.048112,-0.417421,0.408612,0.020027,0.383308,0.124263,3.511128,0.366347,7
0.022984,-0.391451,0.230746,-0.300023,0.059125,1.972838,1.931017,0.633592,8
0.143796,0.09079,0.420878,-0.251271,-0.243526,0.707316,3.44259,0.697561,7
0.18,-0.490822,0.495036,-0.299396,-0.139483,1.644756,4.877203,0.656217,6
0.335801,-0.167464,-0.200315,-0.136176,0.008829,4.214212,7.533187,0.743906,5
0.171638,-0.014613,-0.486184,0.422526,0.175369,6.472918,0.201454,0.54627,6
0.272957,-0.322755,0.115388,-0.299503,0.304225,2.177576,6.085001,0.368243,6
0.060569,-0.184479,-0.274438,0.172449,0.400072,2.172693,1.413485,0.604748,7
0.022245,-0.17101,-0.273403,-0.49958,-0.348919,1.817495,1.200401,0.680647,6
0.048123,0.22112,-0.427191,0.365517,0.388739,2.827946,0.447735,0.727027,6
0.0,-0.428512,-0.164472,0.29663,-0.12883,0.166134,0.049204,0.568743,6
0.001623,-0.259263,-0.050627,0.208191,0.416993,0.488413,0.702697,0.810114,8
0.007612,-0.051213,-0.311901,-0.11677,-0.195193,0.42258,0.255359,0.814432,5
0.142857,0.246927,0.008413,0.035851,-0.058747,2.189213,3.753245,0.436415,8
0.302427,0.017455,0.43542,-0.441361,-0.351221,0.032552,5.506153,0.320061,8
0.161979,-0.030965,-0.008054,-0.104654,0.11207,5.745795,1.636903,0.283684,8
0.022863,0.201415,-0.479985,-0.245833,0.128181,1.946489,0.555772,0.643297,7
0.008359,0.46944,0.408614,0.254092,-0.034519,0.468255,0.608857,0.647656,5
0.013213,-0.258583,-0.347201,0.259494,0.225791,0.87893,1.140642,0.857906,7
0.295835,0.355606,-0.485564,-0.415662,0.383785,0.569682,5.166208,0.266784,5
0.002261,-0.185404,0.060578,-0.09711,0.160201,0.647946,0.771073,0.74567,7
0.020009,-0.061658,-0.395876,-0.045786,0.131276,0.967155,1.79728,0.884982,8
0.020213,0.359336,0.036576,-0.254115,0.15448,1.984537,0.132598,0.80272,6
0.203034,-0.260722,-0.227032,0.30713,0.414415,6.208217,1.38954,0.243028,8
0.2768,-0.159605,-0.011388,-0.133944,-0.381529,1.549135,5.991748,0.226118,6
0.321519,0.384742,-0.046307,0.481097,0.124065,4.694657,4.860674,0.861052,5
0.092509,-0.146018,-0.149785,-0.339889,0.235528,1.270519,2.407958,0.712347,5
0.016748,0.293285,0.214815,0.349493,-0.179767,1.81754,0.777678,0.954546,5
0.035125,0.062885,-0.265944,-0.445718,0.460605,0.407848,1.979549,0.847282,8
0.53278,-0.496663,0.059521,0.02443,0.247899,5.214406,11.100159,0.329911,7
0.066982,0.419032,-0.25663,0.161923,-0.359323,0.584496,4.03209,0.83971,8
0.529397,-0.310542,0.292842,0.25174,-0.311661,5.88958,13.193795,0.426265,5
0.237292,0.3774,0.049497,0.024678,-0.272657,0.967703,6.994266,0.591978,7
0.653307,0.390571,-0.060979,-0.477323,-0.073481,9.257957,14.805977,0.715781,8
0.398963,-0.399228,-0.232707,-0.05456,-0.313529,7.14449,6.869001,0.452268,7
0.007697,0.446203,0.279933,0.383598,0.252343,0.22013,1.643054,0.377732,7
0.308552,-0.045036,0.470324,-0.011847,0.110902,3.044277,6.941727,0.573926,5
0.126974,0.220642,-0.076079,-0.370138,-0.28678,0.614914,1.191965,0.249394,6
0.022599,0.210106,0.33846,-0.001084,-0.286572,0.582998,1.01369,0.377139,6
0.153119,0.07033,0.333328,-0.000444,0.416718,1.107007,4.262093,0.90975,6
0.057786,0.083054,-0.001341,0.099578,0.131661,0.545688,3.610375,0.871248,5
0.015841,-0.271228,-0.488219,0.052995,-0.15794,0.792112,2.289509,0.509834,7
0.0748,0.179936,-0.296949,0.099092,-0.080772,4.129675,0.931962,0.789455,6
0.052497,-0.126697,0.366238,-0.091664,-0.421827,2.356337,1.989489,0.848029,8
0.007467,-0.174112,0.169705,0.179058,0.227021,1.608137,0.276799,0.690391,8
0.134518,0.409268,0.301519,-0.434738,0.238819,1.369742,2.949839,0.843386,6
0.275968,0.241052,0.376535,-0.478698,-0.462272,3.110404,5.12178,0.726911,6
0.025664,-0.253501,0.498457,-0.423,0.056758,3.532814,0.312494,0.614127,6
0.275263,-0.060959,0.421216,0.219152,-0.42169,2.646771,5.806684,0.57172,8
0.543677,-0.237882,0.235842,0.022764,-0.203175,20.977444,1.440184,0.967942,5
0.055064,-0.476437,-0.369258,0.027125,-0.284918,1.65782,2.018731,0.663954,8
0.024582,-0.398279,-0.460922,0.361527,0.100043,0.331978,1.960289,0.751456,8
0.310303,0.122598,0.133857,0.267795,-0.27762,2.601208,6.652454,0.642427,7
0.013387,0.409598,-0.472344,-0.131375,0.474667,0.366334,1.521318,0.760283,6
0.014606,-0.107653,-0.259225,0.176224,-0.284029,2.453207,0.173592,0.326597,7
0.00436,-0.332822,-0.187407,-0.450938,-0.462216,0.941117,0.374056,0.571572,5
0.004792,0.104937,-0.401283,-0.200084,-0.103792,0.310614,0.804354,0.563987,6
0.084535,0.156427,0.202019,0.055128,-0.070106,2.024997,1.720931,0.579362,5
0.221537,-0.149037,-0.391501,0.301657,0.415675,2.256504,5.217183,0.408414,7
0.16877,0.39818,-0.211343,-0.383935,-0.423403,2.45374,2.313313,0.74101,5
0.433985,0.315015,0.150346,0.237233,0.394752,7.972497,5.69573,0.486326,8
0.26433,0.13179,0.281882,-0.137831,0.016784,5.111881,3.921066,0.753388,8
0.411912,0.12673,0.064803,0.057436,-0.479598,11.449862,1.966965,0.235015,8
0.295567,0.188603,-0.160021,-0.437828,0.288445,0.116293,9.38786,0.617153,8
0.075203,-0.190942,-0.426615,-0.285594,0.048363,0.933674,2.951829,0.762201,5
0.009868,-0.131738,0.185431,0.345168,0.282266,0.975086,1.540821,0.610741,8
0.220404,0.393007,0.14069,-0.333628,0.221831,2.52636,2.557013,0.310025,5
0.022274,0.224074,0.444479,0.045079,-0.249649,1.226887,0.962793,0.382813,6
0.288721,0.156528,0.316355,0.394235,-0.439238,6.534916,3.35456,0.781716,7
0.103568,-0.350784,0.110465,0.438917,0.359058,3.922174,2.178416,0.846058,7
0.005274,-0.436005,-0.145442,-0.053594,-0.276287,1.677077,0.224266,0.199907,8
0.168382,0.449312,0.329849,-0.414277,-0.129821,7.057751,0.417429,0.853391,5
0.003613,-0.36052,0.205028,0.497345,0.490577,0.495637,0.800329,0.55687,7
0.011842,0.199493,0.111854,0.220919,0.335649,0.146467,1.730893,0.697012,5
0.266756,0.467606,0.35914,-0.153787,-0.32038,0.361829,7.789455,0.93839,6
0.005121,-0.292819,0.011088,0.486087,-0.453743,1.088527,0.363954,0.884974,8
0.342053,0.487751,-0.418159,-0.189059,-0.350704,2.006502,7.975463,0.428139,6
0.253779,0.466832,0.472083,-0.204054,-0.06568,1.212019,3.53931,0.263298,5
0.076426,0.201107,-0.341278,0.130149,-0.17937,3.693538,0.636969,0.52441,7
0.286738,-0.45579,-0.128272,0.367741,-0.439914,8.690752,1.54185,0.390392,8
0.051791,-0.16341,-0.341616,-0.324086,-0.316125,3.812983,0.349641,0.764788,5
0.102087,0.008458,0.059508,-0.071842,0.370652,2.349492,1.795542,0.707642,5
0.08914,0.347981,-0.098734,0.159406,-0.18405,3.41763,1.25524,0.932115,5
0.034209,0.437783,0.315616,0.012236,-0.342536,1.713763,0.913738,0.50902,7
0.204464,0.001553,-0.439977,-0.249641,0.033784,4.510162,3.855024,0.729859,7
0.171927,0.333227,0.467926,0.261674,-0.323769,5.219332,2.799559,0.811713,5
0.015152,-0.119099,0.169217,-0.156673,-0.4229,0.562676,1.149948,0.893757,5
0.083002,0.441559,0.430861,-0.242637,0.158608,0.970854,1.780342,0.318574,6
0.119263,-0.279115,-0.047647,-0.145895,-0.15653,3.297238,2.702722,0.360384,7
0.352081,0.313621,-0.426938,0.048083,-0.334887,4.400374,7.627594,0.806417,6
0.058457,0.402357,-0.079738,-0.432722,-0.445513,0.968826,2.126938,0.854592,7
0.068056,-0.244072,0.111041,-0.341511,0.2867,0.227847,3.389716,0.583544,5
0.366756,-0.449369,0.289612,-0.239507,-0.41931,0.921675,6.98754,0.244696,6
0.08998,-0.267435,0.291377,-0.33245,0.051907,4.333919,1.330025,0.86325,6
0.435453,0.042674,0.255121,-0.083841,-0.161583,9.718521,3.989461,0.756746,8
0.107071,-0.135752,0.317527,-0.364287,0.419578,3.179022,0.629736,0.389675,6
0.038227,0.465822,0.014534,0.344071,0.462283,0.029489,2.797865,0.455415,5
0.011377,0.492091,-0.086315,0.245961,0.001017,1.91634,0.239394,0.826917,5
0.128434,0.082836,0.427585,-0.317338,0.452982,3.80608,1.525573,0.983219,7
0.004245,-0.36726,-0.039639,0.339871,0.406919,0.269341,1.727579,0.731521,7
0.14893,-0.145897,-0.384189,-0.159834,0.182601,1.274856,4.057241,0.57456,7
0.005719,0.103985,0.417235,0.012578,-0.461818,0.016493,0.960333,0.909061,7
0.035294,0.043437,-0.24345,0.256087,0.067643,1.996508,1.843617,0.611462,7
0.32606,0.303579,0.240518,0.00618,0.318314,8.759827,1.710805,0.600039,8
0.037532,0.335176,0.430464,0.358666,-0.32457,2.22515,0.152508,0.899174,6
0.055046,0.189515,-0.425074,0.482168,0.074654,3.667336,0.412101,0.406325,7
0.247508,-0.067366,0.036311,-0.486749,-0.068224,4.503517,5.297852,0.904896,6
0.198654,-0.368907,-0.490624,0.263973,-0.398807,0.10952,7.490773,0.778138,5
0.054391,0.281369,0.216514,0.2393,-0.037467,3.078148,0.716706,0.70421,5
0.184658,0.256832,-0.150483,0.287487,-0.362259,8.325814,0.595084,0.515277,6
0.452165,0.175932,-0.232086,-0.365249,0.244938,10.68275,3.763078,0.769921,8
0.021083,0.132326,-0.041014,0.195508,-0.343912,2.438421,0.95379,0.663514,7
0.0534,0.078415,-0.102715,-0.211031,0.4726,4.9e-05,3.032576,0.473403,8
0.203742,-0.244039,-0.450671,0.28699,-0.25985,3.201856,4.317749,0.754674,5
0.031739,-0.467457,-0.274907,0.360373,-0.109679,2.019324,1.32137,0.143638,5
0.07117,0.49414,-0.413209,-0.062857,-0.496951,2.17517,1.717129,0.897011,7
0.027383,-0.310157,0.48207,0.337524,-0.345706,1.951296,1.053801,0.556454,8
0.115527,-0.320441,0.15877,0.465816,0.482799,3.129605,1.615276,0.613124,6
0.009838,-0.228607,-0.206862,0.182552,0.125751,0.194919,1.983733,0.577065,7
0.181362,0.227023,0.426707,-0.224147,-0.442822,0.325225,5.354735,0.921734,7
