rej,a1cx,a1cy,b2x,b2y,a2pop,a3pop,temp,mxql
0.040881,-0.279934,0.070263,-0.188257,0.205746,0.279672,2.38703,0.749882,5
0.112299,-0.458623,0.001193,-0.381243,0.014314,0.828694,3.417304,0.642826,5
0.168376,0.484543,-0.248916,-0.498664,-0.218757,1.032842,3.483624,0.702618,6
0.34759,0.181646,0.024969,0.11309,-0.037065,6.649159,4.213058,0.525308,7
0.238404,-0.379598,0.4771,-0.003285,-0.078305,2.592437,5.221792,0.393856,7
0.011603,-0.300284,0.315979,-0.426329,-0.313786,0.901895,1.585556,0.892262,7
0.157451,-0.215597,-0.255045,-0.469548,0.257979,0.495915,3.836928,0.66311,6
0.022186,-0.117874,0.190922,-0.038042,-0.373182,3.091414,0.016201,0.405111,5
0.008713,0.005276,0.409806,-0.122737,0.187265,1.297843,0.24231,0.342943,8
0.010645,0.031172,0.181165,0.184299,-0.152658,0.014073,1.899138,0.246466,8
0.010672,-0.050718,0.006529,0.031271,-0.475227,1.542105,0.442457,0.433365,5
0.335215,-0.281197,0.208013,0.419414,-0.306681,8.000968,3.33443,0.81745,5
0.231146,0.018376,0.272124,-0.399752,-0.124919,6.476086,0.856213,0.323158,5
0.357435,0.176895,0.295952,0.388347,-0.498902,0.429318,9.159548,0.799632,6
0.186883,0.448449,0.381471,0.134669,0.144256,5.293314,1.828066,0.481442,5
0.207166,-0.123921,0.202439,-0.291766,-0.372374,0.451887,3.704693,0.215149,6
0.035808,-0.038573,-0.236257,0.333246,-0.415185,3.64233,0.346023,0.424263,5
0.031419,0.442798,0.207662,0.277714,0.396249,2.466317,0.198377,0.694011,6
0.011194,-0.163611,0.275873,-0.456111,0.066681,0.488314,1.654159,0.602231,8
0.218448,0.365886,-0.113209,-0.497404,0.203439,3.458735,0.80992,0.222064,7
0.017507,0.347707,0.045889,-0.196036,-0.081763,0.45616,1.830788,0.464371,8
0.117229,-0.417074,-0.257915,-0.072984,-0.297761,1.924722,3.009659,0.694536,5
0.318995,0.335522,-0.394931,0.436354,0.078711,7.468632,3.839869,0.93875,6
0.335801,-0.167464,-0.200315,-0.136176,0.008829,4.214212,7.533187,0.743906,5
0.039188,-0.462913,-0.160039,-0.089454,-0.019948,2.700041,0.828906,0.723441,5
0.002261,-0.185404,0.060578,-0.09711,0.160201,0.647946,0.771073,0.74567,7
0.321519,0.384742,-0.046307,0.481097,0.124065,4.694657,4.860674,0.861052,5
0.277033,0.382729,0.283156,-0.030293,-0.180585,4.785934,4.161752,0.514124,7
0.237292,0.3774,0.049497,0.024678,-0.272657,0.967703,6.994266,0.591978,7
0.088682,0.408369,0.1643,-0.187592,0.331537,0.447568,3.742712,0.599901,5
0.577778,-0.085263,0.095273,0.178899,-0.1397,3.836044,16.737861,0.614156,6
0.034335,0.483661,0.415855,0.300624,0.373167,1.859185,0.785006,0.808525,5
0.0748,0.179936,-0.296949,0.099092,-0.080772,4.129675,0.931962,0.789455,6
0.183032,0.151542,0.481587,0.396074,-0.399487,2.569535,3.199946,0.624255,7
0.004792,0.104937,-0.401283,-0.200084,-0.103792,0.310614,0.804354,0.563987,6
0.017869,-0.024002,0.424036,0.428077,-0.48649,0.781616,0.749047,0.633003,5
0.387861,0.189678,0.098853,0.439782,-0.217634,3.609687,8.998125,0.59264,8
0.034209,0.437783,0.315616,0.012236,-0.342536,1.713763,0.913738,0.50902,7
0.240049,0.292761,-0.07738,0.039264,0.213336,2.533635,4.532786,0.490149,8
0.058457,0.402357,-0.079738,-0.432722,-0.445513,0.968826,2.126938,0.854592,7
0.023575,-0.290109,0.427898,0.31929,0.015038,1.311416,1.115562,0.88794,5
0.012433,0.231261,-0.069577,0.374373,-0.437515,0.200813,0.784969,0.697136,5
0.028871,-0.425597,0.216964,-0.10407,0.216327,2.706732,0.434879,0.518665,5
0.002123,0.135377,-0.40944,-0.336383,0.363679,0.061761,0.261129,0.821234,5
0.124521,-0.164903,-0.285894,-0.23771,-0.433962,0.621436,3.38171,0.794866,7
0.472795,0.447322,0.300477,-0.453138,-0.171985,7.304837,5.58392,0.385101,7
0.045402,-0.177395,0.214798,0.165634,0.168614,2.894524,1.155268,0.313044,7
0.015883,0.15476,-0.192676,-0.274423,-0.425753,1.396523,0.302814,0.488103,6
0.11254,0.26945,-0.313119,-0.342367,-0.340568,1.809057,3.428714,0.875546,7
0.262722,-0.277378,-0.397447,-0.389592,-0.063514,2.421652,3.504091,0.173409,8
0.010632,0.428268,0.247435,0.190118,-0.023102,0.541538,1.755421,0.671251,8
0.011204,-0.163647,-0.045089,0.08648,-0.151239,2.120932,0.762039,0.681691,6
0.002926,0.104103,-0.239224,0.318268,0.122799,0.733203,0.679959,0.858081,8
0.21146,-0.42701,-0.368354,-0.456524,0.035881,4.106925,4.150809,0.772836,5
0.71782,-0.066682,-0.484629,0.488652,0.403102,4.455976,23.374781,0.892824,5
0.003373,0.100553,-0.240059,-0.173477,0.210622,0.239802,0.753558,0.625428,8
0.007401,0.303099,-0.22235,0.23981,-0.100077,0.534958,0.535643,0.712409,5
0.026575,-0.149342,-0.382107,0.137205,0.263316,1.707221,1.576067,0.6609,5
0.159779,0.401273,0.004186,0.328106,-0.089121,1.009526,4.536808,0.466297,7
0.141632,0.429475,0.032442,-0.387543,0.108578,3.522629,2.682466,0.861374,5
0.446025,0.283095,-0.253198,-0.091029,-0.223625,8.538814,6.982566,0.865856,7
0.000967,-0.386488,0.430819,-0.212868,-0.297892,0.558263,0.156361,0.932778,6
0.074005,-0.174923,-0.401199,-0.367021,-0.071922,1.259344,2.954588,0.77896,6
0.042051,-0.48368,0.41717,0.28607,-0.150649,1.08654,1.52293,0.234286,7
0.006268,0.199303,-0.282787,0.243618,-0.176959,1.576402,1.483737,0.796675,8
0.0,-0.479237,-0.270571,-0.117324,0.209519,0.366714,0.191783,0.871085,7
0.292189,0.275905,-0.077978,-0.376276,-0.139375,1.564307,6.817806,0.845169,7
0.0,-0.337111,0.370717,-0.387036,0.189501,0.464411,0.113282,0.537351,7
0.01138,0.19841,0.090226,-0.183897,-0.150857,0.906296,0.562056,0.525838,5
0.010373,0.249094,-0.102974,-0.032333,0.005231,1.025695,0.466772,0.836532,6
0.14291,0.413206,0.124416,-0.249932,-0.446273,0.103406,5.402586,0.612662,7
0.004206,-0.286976,-0.167598,0.486764,0.355298,0.15309,0.230098,0.889696,6
0.033012,0.205526,-0.364206,0.141209,-0.120623,1.312214,1.412808,0.756999,6
0.289945,-0.033408,0.197151,0.066641,0.274207,11.686234,0.970713,0.674746,8
0.089491,-0.109229,-0.266988,-0.288669,-0.139489,0.180331,3.020577,0.58592,7
0.013378,-0.258226,-0.473779,-0.323703,0.210327,0.324524,0.576621,0.673069,5
0.004648,0.325127,0.454739,-0.303717,-0.019081,1.721753,0.078011,0.583551,7
0.05698,-0.454837,0.270434,0.277568,-0.118342,4.77674,0.827875,0.795232,8
0.132476,0.239295,0.318497,-0.37424,0.1094,6.241503,0.702337,0.628916,7
0.015427,0.116498,-0.455086,-0.095969,0.477407,1.179349,1.103058,0.683699,8
0.01374,0.041692,-0.373645,0.12028,0.370772,2.150352,0.154308,0.557631,8
0.030515,0.370835,0.338753,0.290375,-0.173155,1.918764,1.113665,0.916411,5
0.088458,0.495994,0.035443,-0.058574,-0.205217,3.669447,2.277092,0.471867,8
0.103107,0.078988,-0.16504,-0.350569,0.33896,1.761619,1.686067,0.227501,5
0.039383,-0.456057,0.046824,0.05849,0.134618,3.05866,1.15117,0.764197,7
0.198289,-0.458485,-0.281254,-0.322443,0.25453,1.660697,6.674542,0.753074,6
0.066642,-0.146493,0.160062,0.090562,0.262305,1.597848,3.459369,0.799729,8
0.237809,0.369013,0.489664,-0.481562,0.037559,1.533739,7.562009,0.857103,8
0.124079,-0.165198,-0.026358,0.325408,0.064767,5.557382,1.69059,0.617623,7
0.259971,0.362587,0.240773,-0.486359,0.383386,8.529065,1.94537,0.79563,8
0.046441,0.497678,-0.196302,0.076137,-0.382296,2.11694,1.247997,0.283931,8
0.035762,0.334246,-0.272984,0.281083,-0.245442,2.034348,1.288961,0.441064,6
0.016915,-0.032865,0.154548,-0.304879,-0.428225,0.1963,1.282574,0.748268,6
0.285857,-0.463254,-0.217005,0.474897,0.28559,3.668875,6.025351,0.876862,5
0.143183,-0.084152,-0.485458,0.346746,-0.247919,1.296268,4.958722,0.49474,6
0.104861,0.105225,0.411548,0.219357,-0.158803,5.205654,0.330681,0.740838,8
0.005879,-0.488812,0.058802,0.047662,0.386026,0.020516,2.528721,0.536313,8
0.315143,0.490756,-0.023639,-0.122837,0.164367,6.12211,4.170423,0.54383,8
0.172005,-0.454291,-0.278053,0.413788,-0.396943,2.004485,4.727124,0.717757,6
0.001437,-0.476124,-0.069286,0.282102,0.36512,0.846334,0.404133,0.857247,7
0.06338,-0.264001,0.097141,0.227395,-0.115063,0.705238,2.771566,0.296282,6
0.327068,0.269939,0.014,-0.4774,0.43745,2.924404,2.551531,0.154319,7
0.195732,0.051529,-0.381413,-0.121064,0.459541,5.624905,0.507975,0.556443,7
0.277766,-0.378479,-0.256532,-0.407192,0.345995,7.913039,2.177279,0.585217,5
0.284222,0.361119,-0.358731,-0.489237,-0.476499,7.287563,1.587737,0.419155,8
0.583382,-0.30459,-0.194561,-0.332767,-0.045726,5.209432,11.227088,0.212325,5
0.218308,0.152164,0.346887,0.132488,-0.131186,1.549148,5.719638,0.673861,6
0.198113,0.038774,0.161162,0.277995,-0.112711,7.9715,1.022758,0.427409,6
0.002562,0.148951,-0.113348,0.04767,0.201103,0.223536,1.46514,0.826504,8
0.047639,-0.177122,-0.460267,-0.01236,-0.286847,1.993091,1.69036,0.358542,8
0.622068,-0.175476,-0.08954,-0.332828,-0.174382,0.782669,22.245094,0.834494,7
0.0,0.481323,-0.240832,-0.354272,0.106998,0.223043,0.659413,0.90882,8
0.549703,-0.162968,-0.434083,0.011565,0.423458,10.64339,7.340959,0.234974,7
0.405356,0.42935,-0.453186,-0.235132,-0.240725,5.480778,6.474714,0.60876,8
0.060348,0.009355,0.369342,-0.474083,0.066142,2.385489,1.507109,0.902379,5
0.04614,-0.003907,0.019574,-0.260888,-0.318546,2.098201,1.087107,0.498542,5
0.001167,-0.196668,-0.258704,-0.297373,0.271441,0.117089,0.038411,0.890245,6
0.25186,-0.37805,-0.223371,0.071698,-0.34504,3.983014,4.470933,0.927327,5
0.08537,-0.066416,0.41309,-0.265594,-0.078501,3.243537,1.826434,0.76874,8
0.494613,-0.149368,-0.210209,-0.08497,0.329086,16.562407,2.104558,0.7592,7
0.036394,0.300325,0.016824,0.032495,-0.371808,1.928526,2.421106,0.661064,8
0.030395,0.026299,0.398027,-0.264906,0.080835,1.669419,0.519443,0.2693,6
0.14705,0.0334,0.277166,0.415982,0.367773,2.238954,3.000424,0.659086,6
0.611726,-0.351127,-0.424438,-0.206548,-0.196531,0.055036,20.245569,0.69339,8
0.037736,-0.132289,0.212868,-0.454353,-0.375227,4.196412,0.109852,0.280572,8
0.295807,0.406381,0.203711,-0.489003,0.396713,3.361321,5.260226,0.512156,6
0.452695,0.498593,-0.0351,-0.250228,0.053865,14.838993,0.042119,0.624605,8
0.017034,-0.161404,0.289828,0.105161,-0.325414,1.422387,2.072081,0.868963,8
0.672384,-0.170319,-0.475675,-0.456962,-0.404452,6.008195,17.207501,0.648897,6
0.132231,0.44012,-0.229807,-0.33795,0.038533,0.888857,2.987406,0.623345,6
0.105912,0.324707,-0.216341,0.462075,0.478558,2.383353,2.830596,0.673843,7
0.264121,0.22499,-0.366004,-0.35564,0.074548,0.931272,6.778127,0.416925,8
0.086029,-0.049761,0.204791,-0.430531,-0.382641,2.523299,2.926829,0.683144,6
0.002755,-0.234282,-0.378304,0.132355,-0.368782,1.171718,0.129727,0.449046,7
0.055818,-0.496087,-0.363289,-0.014021,-0.27594,0.909986,3.454576,0.858245,7
0.005771,-0.483287,0.317057,0.318678,-0.392167,0.600573,0.540736,0.657477,6
0.231579,0.037661,-0.291786,-0.405457,-0.009801,2.010677,4.339019,0.477823,5
0.063247,-0.272509,-0.333851,-0.250538,-0.227272,3.221515,1.500052,0.425459,7
0.013408,-0.410569,0.224887,0.190391,0.245585,1.36154,1.246571,0.781641,5
0.023196,-0.070121,-0.212098,-0.066605,-0.138223,3.380401,0.33535,0.591426,7
0.272638,0.48082,-0.436105,0.235652,0.056212,0.628129,5.925847,0.503831,8
0.327808,0.31856,0.155546,0.178925,-0.290118,1.837718,7.799678,0.724083,8
0.175982,0.099368,0.217531,-0.144298,-0.277196,2.675265,4.157558,0.748061,5
0.001918,0.356849,-0.043419,0.27477,0.256099,0.021389,0.633189,0.844416,8
0.093235,-0.000647,0.255133,0.307739,0.384661,3.534877,1.859123,0.70256,7
0.339589,0.469593,0.206321,0.359087,0.26713,2.998477,5.657229,0.475922,6
0.320742,0.399032,0.416808,0.083232,0.471757,0.684623,7.192882,0.369675,7
0.34992,0.209753,0.178388,-0.009115,0.231124,2.837416,9.535234,0.855924,5
0.0625,-0.451964,0.239535,-0.321926,0.303793,4.002396,0.660052,0.801155,8
0.390799,0.024171,0.177334,0.109395,0.040134,5.843295,6.151937,0.696479,8
0.003238,-0.362134,0.230101,0.355959,0.316548,1.578063,0.140873,0.656874,7
0.131571,-0.239193,-0.452816,-0.035975,0.182647,2.615695,3.505929,0.49963,7
0.222163,0.36286,-0.2972,-0.115194,-0.440816,2.449642,4.182815,0.679735,8
0.127385,0.378994,0.023822,0.45483,0.136962,4.483973,1.252024,0.369089,6
0.466271,-0.317319,-0.163297,-0.349367,-0.025488,3.707264,10.36091,0.597856,6
0.00451,-0.228114,-0.047664,-0.207583,-0.013143,0.83248,1.108175,0.90158,7
0.005102,-0.499783,0.067821,-0.197982,-0.405488,3.237355,0.076423,0.419961,8
0.002586,0.297958,-0.37901,0.132991,-0.275901,0.161961,0.572325,0.813396,7
0.079167,-0.252034,0.135484,0.421649,-0.245924,3.849171,0.559117,0.758919,6
0.493649,-0.153221,-0.000927,-0.483621,0.422066,9.674546,6.788623,0.361666,5
0.120579,-0.142242,-0.150466,-0.461057,0.126,5.447268,1.202542,0.717006,7
0.205087,-0.16636,0.157795,-0.355573,-0.38176,3.542193,3.241726,0.627863,5
0.164357,0.253795,0.149205,0.039741,-0.145033,7.16593,0.001597,0.863248,5
0.098884,0.096418,0.18332,0.038381,-0.276272,1.53693,3.034553,0.313178,8
0.034617,0.037699,0.36033,0.281034,-0.327146,0.193216,3.53996,0.751779,7
0.027607,0.241609,-0.093111,-0.051812,-0.256415,3.237395,0.711291,0.440567,7
0.20056,0.49017,0.077069,-0.265925,-0.27365,0.653737,6.405131,0.550664,7
0.036219,0.378488,0.311126,-0.476955,0.031209,0.645148,1.196275,0.587564,6
0.19859,-0.336024,-0.214284,0.212188,-0.132455,3.827297,3.164759,0.21556,8
0.107033,0.084742,-0.246762,-0.44335,-0.282292,1.494343,3.459676,0.793095,8
0.289596,0.191751,0.12429,-0.323076,0.345594,1.386981,7.0309,0.726254,6
0.012312,0.105698,-0.403759,-0.47993,-0.200596,0.24294,1.380846,0.437782,6
0.008513,0.352832,-0.306716,-0.375924,-0.463675,1.665606,0.466161,0.575573,8
0.022887,-0.247521,-0.002046,0.369511,-0.00348,1.480049,2.1545,0.495495,7
0.259937,0.407071,0.408578,-0.49439,0.103622,1.624543,2.604618,0.303296,8
0.029655,-0.209783,0.04597,-0.334623,-0.14559,2.902431,0.902073,0.720349,7
0.055782,0.372868,-0.069897,0.332618,-0.059834,2.75788,0.836954,0.476933,6
0.373731,-0.013786,-0.287318,-0.041322,-0.265874,6.544678,5.983242,0.651665,8
0.046075,-0.006777,0.430625,-0.411214,0.303833,0.8536,1.264264,0.354713,8
0.00984,-0.333494,0.208587,-0.32631,-0.011279,1.482236,0.327037,0.688146,6
0.259557,-0.110571,0.251446,-0.449557,-0.33369,5.988715,3.470927,0.657427,5
0.151316,-0.096003,0.132457,0.233923,0.20974,4.227228,2.742875,0.490704,6
0.362582,0.449713,-0.466041,-0.465345,-0.231581,5.511072,6.188006,0.81655,6
0.008776,-0.00974,0.456842,0.28272,-0.254202,1.70879,1.124921,0.757309,7
0.452093,-0.404429,0.236837,0.238815,-0.456902,10.904578,2.659805,0.609098,7
0.026649,-0.458493,-0.382217,-0.028926,0.348772,2.580912,1.176537,0.626057,8
0.455411,0.119168,0.474777,-0.230307,-0.284573,12.030663,2.452602,0.432275,6
0.145034,-0.207201,0.324058,-0.318887,-0.229206,3.128383,2.96998,0.594701,7
0.206742,-0.464324,0.499391,0.481687,0.175829,0.981082,6.833809,0.227634,5
0.020339,0.199539,-0.298287,0.317454,-0.268595,0.372534,2.210971,0.805906,7
0.117647,-0.447952,-0.356154,0.361722,0.05096,2.899194,2.03522,0.51773,5
0.12684,0.388064,0.258352,0.383893,-0.297372,3.425706,1.866086,0.797493,7
0.121495,-0.295245,-0.137816,0.372884,-0.488653,3.188073,2.794087,0.783877,6
0.052983,-0.303295,-0.107535,-0.203776,0.350002,1.408227,2.313044,0.907537,7
0.005128,0.164404,0.141198,-0.350763,0.303871,0.606832,0.325971,0.648225,5
0.091124,-0.350931,0.238535,-0.142927,0.025167,4.54392,1.34399,0.498323,5
0.01076,-0.385715,0.1399,0.008293,0.058535,0.710464,0.89314,0.301073,5
0.013871,-0.476336,0.271112,-0.455612,-0.04452,0.791085,1.002672,0.503295,8
0.116004,-0.142529,-0.145409,0.298174,0.00439,6.114639,0.006826,0.87683,8
0.232716,0.487005,0.244953,0.079888,0.052583,0.17711,6.28993,0.520373,6
0.065054,0.15419,0.396655,0.26844,-0.329644,2.28701,1.379911,0.496352,6
0.104612,-0.180689,-0.063278,0.398182,-0.362946,0.241358,4.328574,0.87591,8
0.033929,0.281517,0.322079,-0.44666,0.476027,0.882035,1.155783,0.817748,8
0.232676,0.267118,-0.023191,-0.141376,-0.331201,6.493293,0.82535,0.491249,6
0.061798,0.128498,0.441837,0.34815,-0.209059,2.63252,2.318888,0.569023,7
0.069612,-0.335169,-0.428984,0.060117,-0.417514,0.734704,3.530695,0.477219,7
0.044647,0.192247,0.243089,-0.302627,-0.238656,1.315556,1.772202,0.686362,7
0.000876,-0.307343,-0.422126,-0.447474,-0.153311,0.711672,0.342415,0.919032,8
0.04772,-0.074448,-0.455529,-0.018142,-0.304014,1.855838,1.94511,0.962137,6
0.117332,0.334192,-0.463377,0.075572,0.135324,3.475627,2.384498,0.805524,7
0.093159,-0.399493,0.106942,-0.284497,-0.38762,0.643077,2.351755,0.423605,5
0.092797,0.031591,-0.440194,-0.184965,-0.083541,0.857473,2.475853,0.369515,6
0.238734,-0.094119,-0.426081,-0.122099,0.091038,4.870542,3.201716,0.781855,8
0.039228,0.217596,0.022776,-0.45585,0.431018,1.219591,0.451207,0.377134,6
0.347171,-0.241196,-0.214299,0.271158,0.144902,0.979528,8.677229,0.648843,6
0.193059,-0.303856,0.354894,-0.092618,-0.395734,6.128144,1.727506,0.832837,5
0.016704,0.224284,0.398956,0.353314,-0.419996,1.72453,0.346233,0.345916,8
0.113052,-0.058716,0.286059,0.091531,-0.484351,3.470332,2.706175,0.556526,6
0.32849,0.076644,-0.408844,-0.276722,-0.291482,7.202299,2.270091,0.446821,8
0.102493,-0.339369,0.032347,-0.423516,0.42501,5.178992,0.947578,0.738766,7
0.001846,-0.313195,-0.171599,-0.412235,-0.4429,1.365918,0.550403,0.830856,8
0.345768,0.018424,0.308687,-0.440701,-0.436194,2.437693,7.869137,0.582324,5
0.290025,-0.294885,0.293089,-0.161725,-0.138131,8.558682,2.711139,0.835895,5
0.009496,-0.338299,-0.023411,-0.175625,0.027358,0.518667,1.720418,0.664912,7
0.074766,-0.439346,-0.241059,0.229487,0.343283,2.227782,1.790883,0.578874,7
0.369013,0.419136,-0.096576,-0.493148,0.408153,0.218394,9.424446,0.471557,7
0.105365,-0.371727,-0.472663,0.082303,0.152143,2.5134,2.599895,0.454615,5
0.048638,0.116689,0.212588,-0.267958,-0.159687,3.578962,0.828867,0.734445,8
0.082015,0.377638,0.143273,0.395486,-0.260715,1.670949,2.772149,0.742161,7
0.022495,-0.478969,-0.386365,0.336108,0.484709,1.157702,0.45144,0.559533,5
0.131361,0.141543,0.219172,0.422934,0.438055,2.700021,2.778725,0.740922,6
0.163877,0.261038,-0.03145,-0.007675,-0.428629,5.125405,1.138612,0.586898,8
0.132799,-0.269943,-0.163425,0.292286,0.387126,0.09016,5.548948,0.695914,8
0.126919,-0.42921,0.132428,0.122993,0.388604,1.752804,3.657651,0.338541,6
0.043545,0.363631,0.167362,0.460071,0.088092,1.840007,0.713268,0.445871,6
0.467404,0.224013,-0.124424,-0.49121,0.00469,12.156473,5.910732,0.833916,7
0.242718,0.198955,-0.439485,-0.168481,0.284825,2.029535,4.669205,0.514028,6
0.418739,0.240292,-0.328569,0.029353,-0.450227,7.591484,3.388471,0.310385,8
0.168839,0.272698,0.251578,-0.411269,-0.254639,5.269919,0.183742,0.295626,5
0.070617,0.092738,0.144359,0.388241,-0.477609,2.751092,0.631763,0.349601,6
0.190776,-0.130283,0.177044,-0.414761,-0.29715,1.092378,4.502313,0.505646,7
0.067921,-0.453427,0.43646,0.066199,0.436764,0.12065,3.828011,0.416789,5
0.173573,-0.317988,0.091429,-0.179718,0.11454,1.074871,5.030667,0.479035,7
0.056987,-0.429521,0.166564,-0.437277,-0.362949,0.280688,2.186328,0.672729,7
0.239264,0.487034,-0.337986,-0.202119,0.136346,4.580224,1.12172,0.292352,5
0.516639,-0.325136,0.153269,0.221095,0.466458,13.87365,3.20345,0.465024,5
0.358879,0.273641,-0.202307,0.03983,8.7e-05,7.666724,2.73225,0.808168,5
0.194251,-0.398149,0.099291,-0.468088,-0.085699,1.151613,3.131254,0.085884,8
0.338048,-0.246738,-0.297167,-0.060764,0.173727,9.150753,3.312863,0.979614,8
0.171638,-0.014613,-0.486184,0.422526,0.175369,6.472918,0.201454,0.54627,6
0.386459,-0.185726,-0.151874,0.219358,0.465814,7.003263,6.866083,0.776597,8
0.142857,0.246927,0.008413,0.035851,-0.058747,2.189213,3.753245,0.436415,8
0.022863,0.201415,-0.479985,-0.245833,0.128181,1.946489,0.555772,0.643297,7
0.045455,0.04207,-0.436853,-0.473611,0.487675,1.651314,0.98086,0.655653,5
0.007576,0.11665,-0.242378,-0.27496,0.036345,1.854215,0.001642,0.800634,8
0.095956,0.314486,-0.321946,0.485188,-0.190734,6.254973,0.345896,0.832236,8
0.001152,-0.420689,-0.354283,-0.050685,-0.379151,0.200464,0.015467,0.800349,8
0.028856,-0.406998,-0.099554,0.161569,-0.062379,0.868227,1.783193,0.586334,5
0.362141,-0.172092,0.048637,-0.488345,-0.168828,4.689442,6.97547,0.583717,6
0.297542,-0.116727,0.415671,-0.243472,0.354884,0.752724,6.622259,0.222846,5
0.538221,0.162069,0.154911,-0.42366,-0.407023,17.75818,1.987661,0.516016,8
0.287552,-0.304881,0.255792,0.458058,-0.196247,0.775485,9.942245,0.867913,7
0.158371,-0.22775,0.005832,0.256464,0.284884,5.119886,2.512877,0.842487,7
0.137536,0.120823,0.046835,0.350489,-0.281498,2.330583,3.207402,0.730888,6
0.103568,-0.350784,0.110465,0.438917,0.359058,3.922174,2.178416,0.846058,7
0.003613,-0.36052,0.205028,0.497345,0.490577,0.495637,0.800329,0.55687,7
0.061092,-0.239832,-0.223299,-0.232734,-0.289001,2.162023,0.927058,0.767876,6
0.006112,-0.331179,0.048774,0.18016,-0.265205,0.962534,0.617415,0.676593,8
0.005886,0.029938,0.069352,-0.250055,-0.093842,1.787854,0.01593,0.850355,5
0.101562,-0.114166,0.190947,0.423329,0.397773,2.13701,3.040668,0.740303,8
0.005047,-0.291931,0.466853,-0.285317,-0.053557,0.356553,0.970473,0.720854,8
0.130038,0.382435,-0.083361,-0.396057,0.21929,3.743941,1.153836,0.639244,5
0.014196,0.444107,0.044728,0.085519,-0.113664,0.470716,0.708148,0.497962,5
0.317274,-0.164028,-0.361177,-0.213145,-0.05994,8.934692,3.764768,0.565346,8
0.029245,-0.281255,0.127836,-0.218414,-0.254589,2.872797,1.125872,0.905895,6
0.316703,0.456381,0.188591,0.356468,-0.106119,3.353758,5.811804,0.403838,8
0.02978,0.405817,-0.019645,0.287255,-0.255105,0.508819,1.260905,0.916376,5
0.087081,0.020123,-0.229213,0.378748,-0.325858,1.50988,2.938152,0.277112,5
0.041361,-0.287588,0.262478,0.100845,0.173733,3.858459,0.177267,0.426001,8
0.226312,-0.03317,0.206852,0.182887,-0.189267,4.663985,3.04952,0.764249,7
0.24411,0.301717,-0.093912,-0.295807,-0.344988,1.095898,3.285464,0.226463,8
0.005696,-0.077781,0.354909,-0.265154,-0.303218,0.815879,1.315449,0.665471,7
0.020013,-0.278717,0.416286,-0.060418,0.201565,1.67749,0.363938,0.273154,5
0.003556,0.175804,-0.119057,-0.430495,-0.129265,0.349819,0.611804,0.808329,5
0.078909,-0.017052,0.089665,-0.261732,0.379923,0.641045,2.186357,0.23631,7
0.233519,-0.050405,-0.271235,0.212523,0.312917,8.603592,0.330759,0.809953,5
0.344074,-0.16728,0.242154,0.207311,0.354805,4.77975,7.630859,0.815111,8
0.090238,-0.422739,0.225066,-0.286546,-0.29488,3.048855,2.078947,0.96493,5
0.099266,-0.359537,0.16531,0.321576,-0.457928,0.609466,3.227336,0.658517,7
0.152532,0.391504,0.230181,0.287427,0.23606,2.116819,3.068655,0.772464,7
0.415048,0.326688,-0.077611,-0.167914,0.390189,11.309231,2.778481,0.61725,6
