Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Non Use Code,Assessor Remarks,OPM remarks,Location
100007,2010,10/06/2010,West Hartford,36 BISHOP ROAD,295400.0,448000.0,0.659375,Single Family,Single Family,NaN,NaN,NaN,NaN
100008,2010,10/08/2010,Avon,71 DAVENTRY HILL,400670.0,535000.0,0.748915888,Single Family,Single Family,NaN,NaN,NaN,POINT (-72.84764 41.78408)
100013,2010,11/15/2010,Granby,223 SALMON BROOK ST,183890.0,165000.0,1.114484848,Single Family,Single Family,NaN,NaN,NaN,NaN
100014,2010,10/12/2010,West Hartford,50 RAYMOND ROAD,7879500.0,17917000.0,0.439777865,NaN,NaN,NaN,NaN,NaN,POINT (-72.73949 41.76101)
100014,2010,12/01/2010,Somers,15 DANIEL DR,276000.0,391600.0,0.704800817,Single Family,Single Family,NaN,NaN,NaN,NaN
100016,2010,02/14/2011,Bolton,4 MEADOW RD,203420.0,234900.0,0.865985526,Single Family,Single Family,14 - Foreclosure,NaN,NaN,NaN
100017,2010,12/06/2010,Middlebury,169 SANDY HILL RD,277900.0,355000.0,0.782816901,Single Family,Single Family,NaN,COLONIAL,NaN,NaN
100017,2010,12/15/2010,Woodbridge,54 COUNTRY CLUB DRIVE,331590.0,480000.0,0.6908125,Single Family,Single Family,NaN,NaN,NaN,POINT (-73.01383 41.32371)
100020,2010,11/23/2010,Coventry,56 APPIAN WAY,345600.0,522000.0,0.662068966,Single Family,Single Family,NaN,NaN,NaN,POINT (-72.379 41.80777)
100022,2010,02/28/2011,Beacon Falls,25 BROCKTON COURT,131320.0,150000.0,0.875466667,Condo,Condo,NaN,NaN,NaN,NaN
100022,2010,04/18/2011,Harwinton,105 CATLIN RD,118050.0,160000.0,0.7378125,Single Family,Single Family,NaN,NaN,NaN,NaN
100024,2010,12/01/2010,Coventry,560 DALY ROAD,121500.0,147500.0,0.823728814,Single Family,Single Family,25 - Other,MULTIPLE PROPERTIES,NaN,NaN
100026,2010,12/09/2010,Woodbury,142-144 MIDDLE RD TPKE,500080.0,685000.0,0.730043796,Single Family,Single Family,NaN,NaN,NaN,NaN
100027,2010,04/14/2011,Columbia,14 THOMPSON HILL RD,272030.0,155000.0,1.755032258,Single Family,Single Family,28 - Use Assessment,under PA 490 - forest,NaN,NaN
100027,2010,11/23/2010,Mansfield,5 OLD WOOD RD,19530.0,25000.0,0.7812,Single Family,Single Family,NaN,Jensen's Mobile Home Park,NaN,POINT (-72.27609 41.82286)
100028,2010,11/23/2010,Suffield,62 THIRD ST,184870.0,269900.0,0.684957392,Single Family,Single Family,NaN,NaN,NaN,NaN
100031,2010,12/20/2010,New Fairfield,8 WILSON ST,91900.0,390000.0,0.235641026,Single Family,Single Family,07 - Change in Property,new construction co date 12-13-2010,NaN,NaN
100032,2010,04/05/2011,Goshen,WL31  SUTTON COURT,88510.0,120000.0,0.737583333,NaN,NaN,NaN,NaN,NaN,NaN
100032,2010,12/01/2010,Mansfield,742 STORRS RD,145810.0,95000.0,1.534842105,Single Family,Single Family,14 - Foreclosure,Foreclosure Sale,NaN,NaN
100034,2010,02/15/2011,Sharon,CORNWALL BRIDGE RD,162800.0,215000.0,0.757209302,NaN,NaN,NaN,NaN,NaN,NaN
100034,2010,12/21/2010,Portland,185 SUMMER ST,170660.0,236000.0,0.723135593,Single Family,Single Family,NaN,#00299400,NaN,NaN
100035,2010,01/18/2011,Old Lyme,20 BUTTONBALL RD,236000.0,275000.0,0.858181818,Single Family,Single Family,14 - Foreclosure,NaN,NaN,NaN
100041,2010,05/05/2011,Goshen,88 NORTH STREET,145570.0,83331.0,1.746888913,Single Family,Single Family,08 - Part Interest,partial interest & family,NaN,POINT (-73.23018 41.83655)
100041,2010,11/17/2010,Windsor,39 MARBLE FAUN LN,167580.0,314932.0,0.532114869,Condo,Condo,07 - Change in Property,NaN,NaN,NaN
100042,2010,12/15/2010,Wilton,353 MOUNTAIN RD,535570.0,770000.0,0.695545455,Single Family,Single Family,NaN,NaN,NaN,NaN
100044,2010,11/29/2010,Vernon,565-3A3 TALCOTTVILLE RD,52250.0,76000.0,0.6875,Condo,Condo,NaN,NaN,NaN,NaN
100044,2010,12/10/2010,Old Saybrook,19 HARVEY DR,53000.0,88000.0,0.602272727,Single Family,Single Family,NaN,NaN,NaN,POINT (-72.42036 41.288)
100044,2010,12/21/2010,Mansfield,MIDDLE TPKE,0.0,58000.0,0.0,NaN,NaN,07 - Change in Property,property line change - sold to abutter to be merged,NaN,NaN
100045,2010,03/21/2011,Brooklyn,95 WAUREGAN RD,112400.0,75000.0,1.498666667,Single Family,Single Family,14 - Foreclosure,NaN,NaN,POINT (-71.9451 41.77896)
100045,2010,12/09/2010,Waterford,3 MULLEN HILL RD,154800.0,55000.0,2.814545455,Single Family,Single Family,08 - Part Interest,1/3 interest,NaN,POINT (-72.14952 41.3469)
100046,2010,11/19/2010,Bethel,123A CHESTNUT RIDGE ROAD,350920.0,406000.0,0.864334975,Single Family,Single Family,NaN,NaN,NaN,POINT (-73.40185 41.36233)
100048,2010,11/15/2010,Trumbull,26 OLD HOLLOW RD,514000.0,650000.0,0.790769231,Single Family,Single Family,NaN,NaN,NaN,NaN
100049,2010,06/27/2011,Washington,212 ROXBURY RD,684090.0,1200000.0,0.570075,Single Family,Single Family,07 - Change in Property,NaN,NaN,NaN
100053,2010,12/22/2010,Guilford,139 GINA LN,169330.0,128000.0,1.322890625,NaN,NaN,14 - Foreclosure,NaN,NaN,POINT (-72.73269 41.3338)
100054,2010,07/14/2011,Goshen,27 WEST HYERDALE DRIVE,845190.0,1250000.0,0.676152,Single Family,Single Family,NaN,NaN,NaN,NaN
100056,2010,12/01/2010,Windsor,335D DUNFEY LN,77070.0,91900.0,0.838628945,Condo,Condo,NaN,NaN,NaN,NaN
100059,2010,10/19/2010,Waterbury,1190 MERIDEN RD,97930.0,23000.0,4.257826087,Single Family,Single Family,14 - Foreclosure,NaN,NaN,POINT (-72.98004 41.55287)
100061,2010,12/02/2010,Windsor,27 MARBLE FAUN LN,167580.0,324100.0,0.517062635,Condo,Condo,07 - Change in Property,NaN,NaN,NaN
100061,2010,12/08/2010,Naugatuck,55 MANNERS AVE,123070.0,135000.0,0.91162963,Single Family,Single Family,NaN,NaN,NaN,NaN
100063,2010,04/28/2011,Westbrook,72 CHAPMAN AVE,344140.0,450000.0,0.764755556,Single Family,Single Family,NaN,NaN,NaN,NaN
100065,2010,05/10/2011,Westbrook,44 BROADWAY N,56680.0,58000.0,0.977241379,Single Family,Single Family,NaN,MOBILE HOME,NaN,NaN
100066,2010,12/30/2010,New London,4 HOLLY TERRACE,174650.0,239000.0,0.730753138,Single Family,Single Family,NaN,NaN,NaN,NaN
100068,2010,01/25/2011,Waterford,31 DIMMOCK RD,182520.0,170000.0,1.073647059,Single Family,Single Family,25 - Other,?? sold to prev first selectman waiting for verif; / PER MLS SEPTIC IN DANGER OF FAILING ACCORDING T,NaN,NaN
100069,2010,09/06/2011,Lebanon,251 GRAND VIEW DR,252470.0,299000.0,0.844381271,Single Family,Single Family,NaN,NaN,NaN,POINT (-72.22741 41.66918)
100074,2010,11/19/2010,Meriden,4 DAYTON PLACE,119730.0,105000.0,1.140285714,Two Family,Two Family,NaN,NaN,NaN,NaN
100076,2010,12/21/2010,Newtown,1 WASHBROOK ROAD,352790.0,405000.0,0.87108642,Single Family,Single Family,NaN,NaN,NaN,NaN
100077,2010,12/10/2010,Torrington,NORFOLK RD,69010.0,100000.0,0.6901,NaN,NaN,NaN,NaN,NaN,NaN
100078,2010,03/15/2011,Rocky Hill,30 MCINTOSH CIRCLE,146300.0,180000.0,0.812777778,Condo,Condo,25 - Other,FAMILY SALE,NaN,NaN
100080,2010,02/01/2011,Stonington,9 WHITEHALL POND,162100.0,268000.0,0.604850746,Condo,Condo,NaN,NaN,NaN,NaN
100080,2010,03/31/2011,Suffield,1239 N GRAND ST,175210.0,227500.0,0.770153846,Single Family,Single Family,NaN,NaN,NaN,NaN
100087,2010,02/17/2011,Simsbury,4 RED OAK COURT,358370.0,520000.0,0.689173077,Single Family,Single Family,NaN,NaN,NaN,NaN
100088,2010,06/30/2011,Thompson,4 CLARENCE DR,133900.0,190000.0,0.704736842,Single Family,Single Family,NaN,NaN,NaN,NaN
100092,2010,01/07/2011,Killingly,139 BAILEY HILL RD,124180.0,92000.0,1.349782609,Single Family,Single Family,14 - Foreclosure,NaN,NaN,POINT (-71.81643 41.79899)
100102,2010,01/27/2011,Cheshire,69 BROOK LANE,203470.0,345000.0,0.589768116,Single Family,Single Family,NaN,NaN,NaN,POINT (-72.8946 41.51671)
100105,2010,03/16/2011,Simsbury,4 HAMPSHIRE LANE,254020.0,362000.0,0.701712707,Single Family,Single Family,NaN,NaN,NaN,NaN
100108,2010,02/28/2011,Avon,97 WINDING LANE,267540.0,252000.0,1.061666667,Single Family,Single Family,NaN,NaN,NaN,NaN
100109,2010,09/12/2011,Old Lyme,24 BOUGHTON RD,159300.0,249000.0,0.639759036,Single Family,Single Family,NaN,INCLUDES 31 BOUGHTON RD ASMT= 8800,NaN,NaN
100110,2010,07/29/2011,Prospect,33 SMOKE RISE CIR,288140.0,345000.0,0.835188406,Single Family,Single Family,NaN,NaN,NaN,POINT (-73.0085 41.51324)
100112,2010,08/09/2011,Granby,65 CIDER MILL HEIGHTS,101290.0,5000.0,20.258,NaN,NaN,25 - Other,SALE IS COMBINED WITH 63 CIDER MILL HEIGHTS,NaN,NaN
100113,2010,04/04/2011,North Haven,9 BEATRICE DRIVE,174860.0,272500.0,0.641688073,Single Family,Single Family,NaN,NaN,NaN,POINT (-72.85527 41.35108)
100115,2010,08/11/2011,Weston,175 LYONS PLAIN ROAD,701500.0,850000.0,0.825294118,Single Family,Single Family,NaN,NaN,NaN,POINT (-73.34962 41.20682)
100116,2010,06/16/2011,Suffield,12 MICHAEL LN,270620.0,383500.0,0.705658409,Single Family,Single Family,NaN,NaN,NaN,NaN
100119,2010,08/31/2011,Thompson,4 HOLMES ST,117500.0,130000.0,0.903846154,Four Family,Four Family,NaN,NaN,NaN,POINT (-71.90017 41.98643)
100120,2010,04/27/2011,Plainville,RED STONE HILL,4480.0,148000.0,0.03027027,Single Family,Single Family,17 - Two Towns,House in Bristol,NaN,NaN
100120,2010,12/07/2010,Stratford,236 CALIFORNIA ST,194670.0,273000.0,0.713076923,Single Family,Single Family,NaN,NaN,NaN,NaN
100124,2010,01/19/2011,East Hartford,16 SEDGWICK RD,115310.0,127000.0,0.907952756,Single Family,Single Family,NaN,NaN,NaN,POINT (-72.62376 41.79539)
100129,2010,06/01/2011,Old Saybrook,16 MALLARD DR,395100.0,400000.0,0.98775,Single Family,Single Family,NaN,NaN,NaN,NaN
100130,2010,04/01/2011,Avon,21 ANDREA LANE,298530.0,425000.0,0.702423529,Single Family,Single Family,NaN,NaN,NaN,NaN
100132,2010,07/28/2011,Mansfield,773 MIDDLE TPKE,98700.0,65000.0,1.518461538,Single Family,Single Family,25 - Other,sold by the Estate-,NaN,NaN
100133,2010,05/04/2011,East Lyme,122 PENNSYLVANIA AVE,136850.0,159900.0,0.855847405,Single Family,Single Family,NaN,NaN,NaN,NaN
100134,2010,05/12/2011,Bethel,19 KATRINA CIRCLE,365930.0,248243.0,1.474079833,Single Family,Single Family,14 - Foreclosure,FORECLOSURE,NaN,NaN
100140,2010,06/21/2011,Old Saybrook,6 MOHICAN TR,327900.0,430000.0,0.76255814,Single Family,Single Family,NaN,NaN,NaN,NaN
100147,2010,02/25/2011,Shelton,23 SPRUCE DR,36820.0,49000.0,0.751428571,Single Family,Single Family,NaN,NaN,NaN,NaN
100152,2010,03/21/2011,Naugatuck,299 CRESTWOOD DR,164660.0,115000.0,1.431826087,Single Family,Single Family,25 - Other,SOLD FOR LESS THAN ASSESSED VALUE,NaN,NaN
100152,2010,03/30/2011,Windsor,1433 PALISADO AVE,88830.0,125000.0,0.71064,NaN,NaN,16 - Charitable Group,NaN,NaN,POINT (-72.62563 41.90042)
100154,2010,03/18/2011,Branford,291 JEFFERSON WOODS,115700.0,138000.0,0.838405797,Condo,Condo,14 - Foreclosure,NaN,NaN,NaN
100157,2010,04/27/2011,New London,78 WEST ST,155050.0,65000.0,2.385384615,Four Family,Four Family,25 - Other,sales ratio,NaN,NaN
100167,2010,06/24/2011,Waterford,49R COLONIAL DR,292680.0,315000.0,0.929142857,Single Family,Single Family,NaN,NaN,NaN,NaN
100177,2010,05/10/2011,Cheshire,70 RIDGEVIEW PLACE,328800.0,513000.0,0.640935673,Single Family,Single Family,NaN,NaN,NaN,POINT (-72.90667 41.49953)
100179,2010,01/06/2011,New Britain,346 BARBOUR RD,129710.0,170000.0,0.763,Single Family,Single Family,NaN,NaN,NaN,NaN
100185,2010,08/16/2011,Cromwell,9 PARKVIEW DRIVE,179750.0,185900.0,0.966917698,Single Family,Single Family,NaN,NaN,NaN,NaN
100187,2010,11/29/2010,Waterbury,42 WATERVILLE ST,100750.0,17000.0,5.926470588,Three Family,Three Family,14 - Foreclosure,NaN,NaN,NaN
100199,2010,08/01/2011,Waterford,20 OLD MILL RD,212340.0,215000.0,0.987627907,Single Family,Single Family,25 - Other,"Poss short sale;mtg is for 260,000;not arm's length",NaN,NaN
100206,2010,07/11/2011,Simsbury,105 EAST WEATOGUE STREET,178980.0,260000.0,0.688384615,Single Family,Single Family,NaN,NaN,NaN,NaN
100209,2010,06/01/2011,Windsor,130 SHEFFIELD DR,160160.0,220000.0,0.728,Single Family,Single Family,NaN,NaN,NaN,NaN
100210,2010,12/23/2010,Middletown,96 MAIN ST EXT,116720.0,160000.0,0.7295,Two Family,Two Family,NaN,NaN,NaN,NaN
100211,2010,09/29/2011,Old Saybrook,2 TROLLEY CROSSING,318400.0,343000.0,0.928279883,Single Family,Single Family,NaN,NaN,NaN,NaN
100212,2010,03/24/2011,East Hartford,31 HIGH STREET UNIT 5101,74760.0,70000.0,1.068,Condo,Condo,NaN,assm't higher than sale price/opm - ratio within acceptable range,NaN,POINT (-72.63429 41.74447)
100215,2010,06/01/2011,Trumbull,54 BEARDSLEY PARKWAY,268100.0,368000.0,0.728532609,Single Family,Single Family,NaN,NaN,NaN,NaN
100230,2010,06/27/2011,Farmington,76 SONGBIRD LA,142350.0,185000.0,0.769459459,Condo,Condo,NaN,NaN,NaN,POINT (-72.88718 41.69959)
100232,2010,07/11/2011,Cheshire,418 PECK LANE,173640.0,259900.0,0.668103117,Single Family,Single Family,NaN,NaN,NaN,NaN
100232,2010,08/25/2011,Waterford,62 SOLJER DR,219970.0,259900.0,0.846363986,Single Family,Single Family,07 - Change in Property,under construction,NaN,NaN
100233,2010,09/26/2011,Plainville,136 EAST MAIN ST,529690.0,695500.0,0.761595974,NaN,NaN,22 - Money and Personal Property,sold to the garage next door who was already using the service station for tire changes,NaN,NaN
100237,2010,09/12/2011,East Lyme,5 RIVER HEAD LN,422450.0,508333.0,0.831049725,Single Family,Single Family,NaN,NaN,NaN,NaN
100238,2010,07/01/2011,Windsor,33 MECHANIC ST U 117,182000.0,235000.0,0.774468085,Condo,Condo,NaN,NaN,NaN,NaN
100241,2010,08/16/2011,North Haven,91 SHAWMUT AVENUE,191730.0,270000.0,0.710111111,Single Family,Single Family,NaN,NaN,NaN,NaN
100241,2010,09/15/2011,Stonington,64 MAIN ST,423800.0,345000.0,1.228405797,Single Family,Single Family,NaN,NaN,NaN,NaN
100242,2010,07/06/2011,Newtown,10 GRAND PLACE,312550.0,440000.0,0.710340909,Single Family,Single Family,NaN,NaN,NaN,NaN
100252,2010,07/05/2011,Trumbull,12 BLACKHAWK RD,542200.0,758000.0,0.71530343,Single Family,Single Family,NaN,NaN,NaN,NaN
100267,2010,07/15/2011,Trumbull,175 NORTH STREET,246700.0,247500.0,0.996767677,Single Family,Single Family,NaN,NaN,NaN,NaN
100268,2010,07/19/2011,Farmington,32 MALLARD DR,112950.0,137500.0,0.821454545,Condo,Condo,NaN,NaN,NaN,NaN
100270,2010,07/22/2011,Trumbull,2 ROCKY RIDGE DRIVE,255900.0,358000.0,0.714804469,Single Family,Single Family,NaN,NaN,NaN,POINT (-73.16183 41.23481)
100270,2010,08/09/2011,Newtown,13 STONE WALL RIDGE ROAD,495690.0,627500.0,0.789944223,Single Family,Single Family,NaN,NaN,NaN,NaN
100283,2010,04/14/2011,Bristol,130 ROBERTSON ST,101010.0,95000.0,1.063263158,Condo,Condo,25 - Other,RELOCATION SALE.,NaN,NaN
100286,2010,08/24/2011,Avon,16 CONIFER LANE,177190.0,190000.0,0.932578947,Condo,Condo,NaN,NaN,NaN,NaN
100291,2010,08/01/2011,Farmington,41 WYNDWOOD RD,150680.0,226938.0,0.663969895,Single Family,Single Family,NaN,NaN,NaN,POINT (-72.86018 41.74873)
100307,2010,09/30/2011,Windsor,42 HIGH PATH RD,83860.0,46000.0,1.823043478,Condo,Condo,14 - Foreclosure,NaN,NaN,NaN
100319,2010,07/05/2011,Shelton,18 MEADOW LAKE DR,186760.0,220000.0,0.848909091,Condo,Condo,NaN,NaN,NaN,NaN
100327,2010,02/25/2011,Norwalk,9 EAST MEADOW LN,321020.0,410000.0,0.78297561,Single Family,Single Family,NaN,NaN,NaN,POINT (-73.40901 41.13085)
100331,2010,08/18/2011,Trumbull,11 PLEASANT ST,282300.0,350000.0,0.806571429,Single Family,Single Family,NaN,NaN,NaN,NaN
100342,2010,04/21/2011,Stratford,195 NUTMEG LN,332500.0,421000.0,0.789786223,Single Family,Single Family,NaN,NaN,NaN,NaN
100345,2010,01/21/2011,Stamford,43 RIVER HILL DRIVE,440760.0,420900.0,1.047184604,Single Family,Single Family,14 - Foreclosure,SALE OF A FORECLOSED PARCEL,NaN,NaN
100364,2010,02/01/2011,Stamford,20 SCOTT PLACE,291300.0,320000.0,0.9103125,Single Family,Single Family,NaN,NaN,NaN,NaN
100365,2010,02/01/2011,Stamford,127 GREYROCK PLACE #508,234630.0,287500.0,0.816104348,Condo,Condo,NaN,NaN,NaN,NaN
100375,2010,07/22/2011,East Hartford,61 UNIVERSITY AVENUE,161340.0,160000.0,1.008375,Single Family,Single Family,25 - Other,unable to verify terms or condition,NaN,POINT (-72.6067 41.79288)
100383,2010,09/26/2011,Torrington,MARSHALL LK RD,86020.0,20000.0,4.301,NaN,NaN,07 - Change in Property,SPLIT PRIOR TO SALE,NaN,NaN
100396,2010,06/20/2011,Bristol,518 WOLCOTT ST,155180.0,85750.0,1.8096793,Single Family,Single Family,14 - Foreclosure,SALE INTO FORECLOSED PROPERTY.,NaN,NaN
100407,2010,06/23/2011,Bristol,171 SCHOOL ST,235970.0,155000.0,1.522387097,NaN,NaN,25 - Other,DISTRESSED SALE.,NaN,NaN
100425,2010,08/05/2011,Enfield,32 UNION ST EXT,92750.0,95000.0,0.976315789,Single Family,Single Family,NaN,NaN,NaN,NaN
100430,2010,09/16/2011,Norwich,33 LORNADALE DR,141000.0,187000.0,0.754010695,Single Family,Single Family,NaN,NaN,NaN,NaN
100442,2010,04/12/2011,Norwalk,10 TWIN LEDGE RD,358820.0,625000.0,0.574112,Single Family,Single Family,NaN,PUD DETACHED,NaN,NaN
100449,2010,04/07/2011,Norwalk,21 EAGLE RD,269990.0,265000.0,1.018830189,Single Family,Single Family,18 - In Lieu Of Foreclosure,FORECLOSURE PER JUDICIAL SITE,NaN,NaN
100467,2010,04/29/2011,Norwalk,0 PINE POINT RD,103740.0,135000.0,0.768444444,NaN,NaN,NaN,BOAT/BEACH LOCKER CONDO UNIT 397,NaN,NaN
100480,2010,03/16/2011,Stamford,0 SUMMER STREET S1261B,166300.0,161000.0,1.032919255,Condo,Condo,NaN,NaN,NaN,NaN
100488,2010,06/13/2011,West Hartford,124 SELDEN HILL DRIVE,217800.0,270000.0,0.806666667,Single Family,Single Family,NaN,NaN,NaN,NaN
100514,2010,06/21/2011,West Hartford,34 AVONDALE RD,332800.0,409000.0,0.813691932,Single Family,Single Family,NaN,NaN,NaN,NaN
100524,2010,06/27/2011,Danbury,21 MOSS AV,338000.0,330000.0,1.024242424,Three Family,Three Family,NaN,I13257,NaN,NaN
100555,2010,09/29/2011,East Hartford,290 OAK STREET,134250.0,138000.0,0.972826087,Single Family,Single Family,25 - Other,out of state seller,NaN,POINT (-72.57777 41.75605)
100571,2010,06/30/2011,West Hartford,5 BRIDLEPATH ROAD,150100.0,200000.0,0.7505,Single Family,Single Family,NaN,NaN,NaN,NaN
100585,2010,07/21/2011,Danbury,27 FAIRLAWN AV,207600.0,225000.0,0.922666667,Single Family,Single Family,NaN,G14330,NaN,POINT (-73.47656 41.39277)
100609,2010,05/02/2011,Stamford,42 HALLOWEEN BLVD,430210.0,390000.0,1.103102564,Three Family,Three Family,NaN,NaN,NaN,NaN
100612,2010,08/02/2011,Danbury,60 NABBY RD #47,223400.0,245000.0,0.911836735,Condo,Condo,NaN,L08054-47,NaN,NaN
100616,2010,09/28/2011,New Britain,218 WINTHROP ST,186620.0,120000.0,1.555166667,Three Family,Three Family,25 - Other,Sale price is not reflective of market value for this type of property,NaN,NaN
100646,2010,05/12/2011,Stamford,29 STERLING PLACE,355730.0,300000.0,1.185766667,Single Family,Single Family,NaN,NaN,NaN,NaN
100668,2010,05/17/2011,Stamford,46 OGDEN ROAD,307090.0,337500.0,0.909896296,Single Family,Single Family,NaN,NaN,NaN,NaN
100686,2010,04/27/2011,Waterbury,160 STONEFIELD DR #17,112350.0,75600.0,1.486111111,Condo,Condo,14 - Foreclosure,NaN,NaN,NaN
100700,2010,07/18/2011,Norwalk,46 RAYMOND TER,269920.0,333500.0,0.809355322,Single Family,Single Family,NaN,NaN,NaN,NaN
100715,2010,05/31/2011,Stamford,66 MAPLE TREE AVE UT3,164890.0,200000.0,0.82445,Condo,Condo,NaN,NaN,NaN,NaN
100726,2010,05/10/2011,Waterbury,47 LEXINGTON AVE,91550.0,130500.0,0.701532567,Single Family,Single Family,NaN,NaN,NaN,NaN
100747,2010,05/18/2011,Waterbury,88 BIRCH ST,108370.0,31000.0,3.495806452,Single Family,Single Family,14 - Foreclosure,NaN,NaN,NaN
100750,2010,09/06/2011,West Hartford,34 HIGH RIDGE ROAD,393500.0,563500.0,0.698314108,Single Family,Single Family,NaN,NaN,NaN,NaN
100773,2010,06/09/2011,Stamford,39 MAPLE TREE AVENUE # 35,381140.0,430000.0,0.886372093,Condo,Condo,NaN,NaN,NaN,NaN
100875,2010,06/20/2011,Waterbury,27 GLENBROOK AVE,127290.0,110000.0,1.157181818,Single Family,Single Family,NaN,NaN,NaN,NaN
100902,2010,07/01/2011,Stamford,32 MINOR PLACE,234140.0,66667.0,3.51208244,Single Family,Single Family,08 - Part Interest,PARTIAL INTEREST TRANSFERRED,NaN,NaN
100954,2010,07/12/2011,Waterbury,168 PROSPECT ST,162610.0,29900.0,5.438461538,Two Family,Two Family,14 - Foreclosure,INCLDS VAC LOT ASSESSED AT 13860,NaN,NaN
101042,2010,06/07/2011,Bridgeport,285 KENT AVENUE,157000.0,180000.0,0.872222222,Four Family,Four Family,NaN,NaN,NaN,NaN
101482,2010,09/22/2011,Bridgeport,537 HOLLISTER AVE,128760.0,30000.0,4.292,Single Family,Single Family,25 - Other,SOLD BELOW MARKET VALUE,NaN,NaN
110001,2011,10/04/2011,Stonington,35 PHEASANT RUN RD,228400.0,225000.0,1.015111111,Single Family,Single Family,NaN,NaN,NaN,NaN
110002,2011,10/03/2011,Bolton,61 COUNTRY CLUB,385050.0,430000.0,0.895465116,Single Family,Single Family,NaN,NaN,NaN,NaN
110004,2011,10/03/2011,Greenwich,"33 HEMLOCK DRIVE, GRW,CT 06831",1747830.0,3250000.0,0.537793846,Single Family,Single Family,NaN,07-2719/s,NaN,POINT (-73.63782 41.02598)
110008,2011,10/04/2011,Norwalk,2 HADIK PKWY E/1,210140.0,207000.0,1.015169082,Condo,Condo,NaN,EXECUTORS DEED/ESTATE OF,NaN,NaN
110008,2011,10/19/2011,Ledyard,609 LANTERN HILL RD,101710.0,165000.0,0.616424242,NaN,NaN,NaN,LEASED TO HOMEOWNERS/OWNER OF 593 GRANTEE,NaN,NaN
110009,2011,10/14/2011,Norwich,6 ADELAIDE RD,127000.0,144500.0,0.878892734,Single Family,Single Family,NaN,NaN,NaN,NaN
110009,2011,10/17/2011,Suffield,456 LAKEVIEW DR,264270.0,300000.0,0.8809,Two Family,Two Family,NaN,LAKE AREA,NaN,NaN
110012,2011,12/05/2011,Easton,425 BLACK ROCK ROAD,548960.0,1020000.0,0.538196078,Single Family,Single Family,NaN,NaN,NaN,NaN
110015,2011,10/17/2011,South Windsor,302 SUMMER HILL DR,118330.0,128000.0,0.924453125,Condo,Condo,NaN,NaN,NaN,NaN
110017,2011,01/26/2012,East Granby,6 HAMILTON ROAD,133800.0,152500.0,0.877377049,Single Family,Single Family,NaN,NaN,NaN,NaN
110019,2011,11/07/2011,Simsbury,16 HILLTOP DRIVE,110670.0,157500.0,0.702666667,Condo,Condo,NaN,NaN,NaN,NaN
110022,2011,10/24/2011,Farmington,18 TOWN MILE RD,205420.0,235100.0,0.873755849,Single Family,Single Family,NaN,NaN,NaN,NaN
110022,2011,11/15/2011,New Fairfield,7 WOODS WAY,261400.0,400000.0,0.6535,Single Family,Single Family,NaN,NaN,NaN,NaN
110026,2011,10/17/2011,Norwalk,2 FARM CREEK RD,467250.0,485000.0,0.963402062,Single Family,Single Family,14 - Foreclosure,NaN,NaN,NaN
110027,2011,01/17/2012,Goshen,82 SANDY BEACH ROAD,204460.0,260000.0,0.786384615,Single Family,Single Family,NaN,NaN,NaN,POINT (-73.25693 41.83652)
110031,2011,05/24/2012,Harwinton,352 SCOVILLE HILL RD,140470.0,186500.0,0.753190349,Single Family,Single Family,NaN,NaN,NaN,NaN
110031,2011,12/20/2011,Oxford,9 APPLE DR,496400.0,540000.0,0.919259259,Single Family,Single Family,NaN,NaN,NaN,NaN
110033,2011,02/27/2012,Weston,96 GEORGETOWN ROAD,246300.0,125000.0,1.9704,NaN,NaN,03 - Inter Corporation,NaN,NaN,NaN
110034,2011,09/21/2012,Lyme,197 BLOOD ST,405500.0,320000.0,1.2671875,Single Family,Single Family,NaN,NaN,NaN,NaN
110034,2011,10/21/2011,Norwalk,4 VAN ZANT ST B8,97930.0,90000.0,1.088111111,Condo,Condo,NaN,NaN,NaN,POINT (-73.41005 41.1009)
110035,2011,05/01/2012,East Granby,8 RANDALL AVE,207800.0,200000.0,1.039,Single Family,Single Family,14 - Foreclosure,NaN,NaN,POINT (-72.75786 41.95266)
110040,2011,11/14/2011,Farmington,4 HAMILTON WAY,538730.0,765000.0,0.704222222,Single Family,Single Family,NaN,NaN,NaN,NaN
110041,2011,11/23/2011,New Milford,25 SO END PLAZA,119980.0,166000.0,0.722771084,NaN,NaN,NaN,NaN,NaN,NaN
110043,2011,10/25/2011,Danbury,12A OLD SHELTER ROCK RD,266000.0,266000.0,1.0,Single Family,Single Family,NaN,K13260,NaN,NaN
110044,2011,02/01/2012,Coventry,118 VERNON BRANCH ROAD,163400.0,130000.0,1.256923077,Single Family,Single Family,NaN,NaN,NaN,POINT (-72.42026 41.81909)
110044,2011,11/28/2011,Cheshire,21 CURVE HILL RD,170010.0,222000.0,0.765810811,Single Family,Single Family,NaN,NaN,NaN,NaN
110045,2011,01/31/2012,Putnam,53 THOMPSON AVENUE,92400.0,26000.0,3.553846154,Single Family,Single Family,25 - Other,BELOW MARKET,NaN,NaN
110046,2011,12/15/2011,Stonington,23 BLUEBERRY POND DR,312800.0,395000.0,0.791898734,Single Family,Single Family,NaN,NaN,NaN,NaN
110048,2011,04/30/2012,Redding,4 THANKFUL BRADLEY RD,684000.0,535000.0,1.278504673,Single Family,Single Family,NaN,NaN,NaN,NaN
