heat,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12
34.29,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,3.5,3500
29.43,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,10.5,100
8.69,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,0.5,2000
11.86,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,14.5,100
4.96,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,1.0,1500
3.3,nominal4,nominal20,nominal24,1689,84.0,80.0,4,105,140,2.0,100
94.89,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,20.0,3000
25.5,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,12.5,100
27.77,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,11.5,1500
7.3,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,3.0,1500
41.91,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,15.5,1500
49.56,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,16.0,100
-1.94,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,1.5,100
59.28,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,14.0,4200
82.19,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,18.0,2000
76.96,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,12.0,3000
60.39,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,8.0,4500
86.53,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,12.0,4500
79.05,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,19.5,3000
41.33,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,2.0,4500
28.41,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,16.0,1000
66.25,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,14.5,2000
67.87,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,17.0,1500
0.63,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,0.0,2500
56.17,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,9.0,3500
96.56,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,12.5,5000
10.23,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,10.0,1500
79.35,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,8.5,4500
38.13,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,10.0,1500
12.56,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,10.5,2000
16.16,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,11.0,3500
26.34,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,1.5,3500
9.17,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,4.5,1000
83.63,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,15.0,3500
18.35,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,8.5,100
11.37,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,5.5,1000
114.6,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,18.0,4500
16.82,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,8.0,1000
44.36,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,14.0,1500
33.09,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,16.5,100
108.67,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,12.0,5000
19.51,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,3.5,2500
22.38,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,9.5,1000
-0.15,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,0.0,100
30.34,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,17.5,3000
22.02,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,0.0,3500
0.59,nominal4,nominal20,nominal24,1858,92.4,80.0,4,105,140,0.0,100
193.63,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,18.0,5000
-2.25,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,1.5,100
42.31,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,11.5,2500
63.78,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,16.5,2000
12.23,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,4.0,2000
27.33,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,5.5,2500
30.81,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,5.0,2500
12.67,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,5.5,2000
28.04,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,11.5,2500
122.33,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,17.0,4000
42.52,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,9.5,2500
46.41,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,3.5,5000
21.52,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,5.5,1500
56.9,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,12.5,3000
20.22,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,10.5,100
125.91,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,18.5,3000
102.54,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,12.0,4000
21.62,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,7.5,1500
83.82,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,12.5,4000
33.45,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,12.5,1000
13.54,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,5.0,1500
36.45,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,6.0,3000
35.27,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,12.0,1500
4.83,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,0.0,2000
108.33,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,9.0,5000
22.12,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,11.5,100
13.33,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,8.5,1500
121.17,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,19.5,4200
108.5,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,17.0,3000
20.27,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,8.0,100
79.11,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,8.0,4500
12.54,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,5.5,100
20.73,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,2.0,4200
22.12,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,6.5,2000
32.8,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,17.0,100
27.48,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,7.5,100
38.06,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,5.5,3000
20.75,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,17.0,2000
55.07,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,6.0,5000
3.85,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,1.5,1500
69.79,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,11.0,3000
129.72,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,18.0,4000
69.71,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,11.0,3000
37.93,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,15.5,1500
39.86,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,11.5,100
26.73,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,11.0,1000
14.27,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,10.0,1000
31.34,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,3.5,3500
30.66,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,2.5,3500
51.79,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,8.5,2500
8.25,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,3.5,1500
35.71,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,1.5,4500
1.2,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,2.0,2000
26.31,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,3.0,2000
69.76,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,3.5,5000
25.78,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,9.5,700
28.57,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,10.0,1000
27.73,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,11.0,5000
37.45,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,11.5,1500
23.09,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,7.0,2000
145.83,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,14.5,5000
9.73,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,4.5,100
14.59,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,2.5,2000
43.7,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,19.0,2500
7.7,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,7.5,1500
7.99,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,2.0,2000
82.94,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,12.0,4500
5.56,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,1.5,1000
159.07,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,18.0,4500
43.3,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,9.5,2500
3.73,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,2.0,1000
39.6,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,5.0,2500
35.7,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,14.5,2500
190.97,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,18.0,4500
11.06,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,7.0,1500
16.66,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,4.5,2500
57.53,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,10.0,4000
13.56,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,7.5,3000
6.98,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,0.0,2000
51.97,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,12.5,2500
68.85,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,15.0,2500
32.7,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,4.5,4000
11.48,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,6.0,3000
10.39,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,0.0,2500
29.76,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,0.0,4500
169.05,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,15.5,5000
31.3,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,4.5,4000
31.94,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,7.5,3000
30.86,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,9.5,1500
137.46,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,12.5,5000
7.69,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,3.5,1000
21.99,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,7.5,100
18.55,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,2.5,3500
69.49,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,10.5,3500
62.64,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,5.0,4500
25.45,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,10.0,100
46.94,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,13.5,2000
44.01,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,13.5,1500
76.36,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,15.0,3000
12.52,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,14.0,2000
54.12,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,5.0,4500
24.74,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,9.0,700
48.41,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,10.0,3500
22.09,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,13.5,100
61.63,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,8.5,3500
9.52,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,5.0,100
40.29,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,9.5,4200
127.88,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,15.5,3500
28.79,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,4.5,4200
31.36,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,8.0,1500
80.64,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,8.0,5000
34.25,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,14.0,100
61.59,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,12.0,3000
75.48,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,12.0,5000
18.1,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,8.5,1000
73.03,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,6.5,4500
62.87,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,8.5,3000
33.35,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,17.5,1500
53.5,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,14.0,2000
38.75,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,17.5,1000
9.76,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,1.0,2000
3.06,nominal4,nominal20,nominal23,1689,84.0,80.0,4,105,140,2.0,1000
44.51,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,3.5,5000
109.35,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,14.5,5000
3.65,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,0.0,1500
66.65,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,14.5,2500
51.48,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,4.5,4000
23.69,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,8.5,700
33.06,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,3.0,4200
171.38,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,13.5,5000
16.65,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,7.0,1500
66.1,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,19.5,2500
27.96,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,9.0,2000
15.56,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,6.0,100
24.09,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,5.0,2000
42.04,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,3.0,3000
22.23,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,8.5,1500
22.0,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,13.0,1000
18.07,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,3.0,3000
56.5,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,12.0,4200
42.41,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,14.0,2000
56.49,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,12.5,2500
20.69,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,0.5,4500
96.33,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,17.5,3000
14.59,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,1.0,3500
6.97,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,0.0,2000
32.93,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,18.0,1000
37.01,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,1.0,4500
78.95,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,11.0,4500
4.94,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,0.5,1500
13.74,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,1.0,3000
19.51,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,7.0,2000
91.94,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,7.0,4500
53.48,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,11.5,3500
22.42,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,2.0,3500
13.86,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,2.0,3000
81.95,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,10.0,5000
17.0,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,5.0,2000
50.45,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,17.5,1000
67.67,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,8.0,4000
17.13,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,0.5,2500
43.27,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,6.0,5000
27.09,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,7.0,1000
146.76,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,12.0,4500
97.4,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,12.5,4500
37.81,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,7.5,3000
127.56,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,11.5,4500
95.78,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,9.0,4000
65.38,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,6.5,5000
75.06,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,16.5,3500
39.4,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,5.0,5000
38.37,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,7.5,3500
23.41,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,0.5,4000
52.12,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,5.5,5000
24.4,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,3.0,3000
84.93,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,6.0,4500
20.89,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,13.0,1500
27.58,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,16.5,1500
11.82,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,5.0,100
46.88,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,17.0,2000
35.06,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,13.5,100
26.27,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,10.0,100
10.77,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,2.0,2000
52.04,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,18.0,2000
206.6,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,16.5,4500
34.98,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,10.5,1000
91.21,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,16.0,3500
17.37,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,10.5,100
24.27,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,3.0,3500
7.78,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,4.0,1500
25.43,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,6.5,2000
141.72,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,17.0,3500
82.83,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,9.0,4500
35.49,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,10.0,1000
92.55,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,7.0,5000
15.57,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,3.0,2500
176.75,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,14.0,5000
43.1,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,1.5,5000
24.4,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,12.0,100
12.45,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,7.0,1500
11.55,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,6.0,4000
91.06,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,14.0,3500
43.03,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,11.0,3000
74.87,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,10.5,4500
40.21,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,1.0,5000
221.84,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,17.5,4500
56.62,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,15.5,2000
23.46,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,9.0,1500
1.79,nominal4,nominal20,nominal24,1689,84.0,80.0,4,105,140,1.0,1000
1.38,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,1.0,100
57.95,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,17.0,2500
37.51,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,6.5,2500
29.84,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,10.5,1000
42.91,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,17.0,2500
32.48,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,10.0,2500
18.34,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,5.5,1000
121.11,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,13.0,4500
22.64,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,4.0,3000
23.8,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,4.5,1500
132.55,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,19.0,5000
