heat,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12
25.79,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,5.5,2500
101.87,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,8.0,5000
17.58,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,8.0,1000
13.74,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,15.0,2000
25.37,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,5.0,3000
28.91,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,11.0,3000
21.58,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,3.0,3500
18.63,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,0.5,4200
19.26,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,1.0,4200
37.09,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,15.0,2500
60.26,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,4.5,4000
99.46,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,12.0,5000
65.99,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,6.5,5000
11.46,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,4.5,1500
9.81,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,6.5,2500
30.76,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,15.0,3500
11.02,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,2.0,2000
40.85,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,12.5,1500
44.37,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,11.0,2500
70.07,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,8.5,3500
18.9,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,9.5,100
48.87,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,17.0,2000
49.86,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,12.0,2500
4.46,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,1.5,100
18.21,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,4.5,1500
110.72,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,7.0,5000
15.98,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,11.0,1000
96.64,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,12.5,4200
20.88,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,3.0,2500
50.43,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,15.5,2500
101.98,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,16.0,4500
4.94,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,0.0,2000
13.96,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,1.0,2500
119.04,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,10.5,4500
132.23,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,12.0,5000
42.9,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,16.5,100
86.39,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,9.5,4500
11.64,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,3.5,1500
136.98,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,17.0,5000
132.93,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,13.0,5000
93.74,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,12.0,5000
4.82,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,0.0,2000
15.61,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,5.0,2000
6.89,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,2.0,2000
49.33,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,7.0,4200
14.57,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,3.5,1500
72.42,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,11.0,3500
49.35,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,7.0,3000
15.83,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,0.5,3500
23.34,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,2.0,4200
61.24,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,13.5,3000
48.51,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,17.5,1500
46.82,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,17.0,1500
101.49,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,14.0,4000
52.4,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,5.0,4000
10.26,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,3.5,1000
34.61,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,9.0,2500
2.45,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,4.0,100
61.47,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,16.5,3500
2.81,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,3.5,100
18.89,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,5.0,2500
2.83,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,1.0,1000
65.42,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,9.5,4500
2.72,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,0.5,1500
91.73,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,17.0,4000
17.97,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,5.5,1500
25.45,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,9.0,2000
113.6,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,12.0,4500
82.38,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,6.0,5000
36.77,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,16.5,2500
12.75,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,5.5,100
83.06,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,15.5,2500
22.3,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,4.0,3000
11.27,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,11.0,1500
50.79,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,11.0,3000
29.87,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,10.0,3000
2.55,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,1.5,100
57.87,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,11.0,4500
34.26,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,3.5,3500
7.61,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,2.0,2000
23.48,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,4.5,2500
18.0,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,5.5,1500
7.6,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,4.0,1000
89.81,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,11.5,5000
73.27,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,17.0,2500
21.54,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,4.0,2500
70.3,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,5.5,5000
68.02,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,17.5,2000
82.95,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,13.0,3000
4.96,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,1.0,1500
29.29,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,7.0,2500
37.56,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,10.0,2500
3.3,nominal4,nominal20,nominal24,1689,84.0,80.0,4,105,140,2.0,100
18.16,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,8.0,2500
94.89,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,20.0,3000
3.89,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,7.0,1000
161.7,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,19.0,3500
66.44,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,7.0,5000
25.5,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,12.5,100
16.73,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,2.5,3000
19.29,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,9.0,100
81.02,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,16.5,4500
18.3,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,0.0,3500
21.25,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,0.0,3000
31.41,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,12.0,1500
45.32,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,13.5,2500
24.65,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,5.0,2500
79.66,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,10.0,4200
83.54,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,12.5,3500
111.36,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,17.5,4500
27.06,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,10.0,2000
12.51,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,6.5,100
0.41,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,1.0,100
59.28,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,14.0,4200
109.42,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,12.5,4500
14.11,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,9.0,1500
17.04,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,6.0,2000
18.08,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,5.0,1500
180.28,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,17.0,4500
21.49,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,15.0,2500
35.82,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,15.0,1500
17.2,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,4.0,2500
46.82,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,3.5,4500
6.55,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,2.0,4000
38.04,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,7.0,2000
31.73,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,14.5,1000
2.38,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,0.5,1500
40.01,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,3.0,3500
211.92,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,19.5,5000
48.33,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,9.0,4500
21.07,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,9.0,1500
91.02,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,15.0,3500
42.05,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,8.5,3500
110.15,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,13.5,5000
3.24,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,0.0,1500
16.83,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,8.0,2000
67.33,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,2.5,4500
7.57,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,3.5,1000
23.74,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,2.0,2000
114.26,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,18.5,4200
6.47,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,0.0,2500
21.19,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,4.0,2500
3.45,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,5.0,2000
2.75,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,2.0,100
50.32,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,7.0,4500
45.26,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,9.0,3500
25.62,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,4.0,2500
25.96,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,7.5,1500
9.17,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,4.5,1000
3.25,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,2.5,100
83.63,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,15.0,3500
9.43,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,2.5,1000
45.43,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,10.0,2500
18.35,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,8.5,100
14.02,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,6.0,100
16.82,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,8.0,1000
31.51,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,9.5,1500
2.37,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,0.0,1000
159.94,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,15.0,4500
34.48,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,9.0,2500
26.02,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,7.0,2000
38.33,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,11.0,100
37.66,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,9.5,2000
128.0,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,15.0,4500
28.61,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,4.5,3500
40.29,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,6.5,5000
116.26,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,10.0,5000
22.38,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,9.5,1000
40.82,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,12.5,1500
56.23,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,5.5,5000
42.46,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,6.0,3500
13.06,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,5.0,100
22.02,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,0.0,3500
16.25,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,3.5,1500
63.2,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,8.0,4500
46.31,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,3.0,4500
134.14,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,19.5,4500
43.24,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,8.5,3500
7.29,nominal4,nominal20,nominal22,1689,84.0,80.0,4,105,140,5.0,100
69.11,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,3.5,4500
73.78,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,11.5,3000
55.37,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,9.5,3000
-3.21,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,1.0,100
43.35,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,4.0,4500
78.73,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,9.5,4500
77.5,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,16.0,3500
58.4,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,6.5,3500
93.02,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,6.5,4500
25.42,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,7.5,1500
149.56,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,19.0,4200
34.28,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,1.5,4500
24.08,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,1.0,4500
35.08,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,7.5,2500
7.44,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,2.5,1000
16.3,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,8.5,100
7.71,nominal4,nominal20,nominal24,1689,84.0,80.0,4,105,140,0.0,3000
24.11,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,3.5,2500
138.81,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,12.5,5000
28.04,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,11.5,2500
17.25,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,0.0,4000
103.96,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,13.5,4200
101.39,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,15.5,5000
76.02,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,19.0,1500
36.12,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,1.5,4000
44.94,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,12.5,3500
23.28,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,15.0,1000
43.12,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,12.0,3500
34.52,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,6.5,4200
41.08,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,2.5,4000
58.63,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,5.5,5000
14.36,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,3.0,2500
46.39,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,4.0,4000
22.49,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,1.0,4000
16.45,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,7.5,100
17.34,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,0.0,3000
45.39,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,16.5,2000
66.11,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,17.5,1000
39.51,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,3.0,4500
10.75,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,0.5,3000
11.38,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,3.5,2500
28.77,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,8.0,2500
15.74,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,5.5,1000
10.44,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,11.5,1000
60.13,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,5.5,4500
15.41,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,7.5,1000
17.77,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,0.0,3500
18.63,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,5.5,2000
87.63,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,17.5,4200
40.94,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,2.5,5000
36.45,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,6.0,3000
68.14,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,17.0,1500
12.28,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,1.0,2500
114.38,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,17.0,3000
108.33,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,9.0,5000
2.75,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,0.5,1000
30.66,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,13.0,1500
38.78,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,3.0,5000
39.04,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,10.5,2000
5.38,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,3.0,100
13.33,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,8.5,1500
108.5,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,17.0,3000
20.27,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,8.0,100
29.82,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,1.0,5000
79.11,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,8.0,4500
50.2,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,10.5,2000
50.36,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,6.0,4500
46.05,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,10.0,3000
12.54,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,5.5,100
20.73,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,2.0,4200
13.62,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,3.0,2500
86.42,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,13.0,3500
32.8,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,17.0,100
27.48,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,7.5,100
63.06,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,18.5,3500
78.76,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,2.5,5000
148.36,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,16.5,4000
10.1,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,5.5,100
15.8,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,5.5,1000
40.92,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,10.5,1500
22.04,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,8.0,2000
82.72,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,13.5,4200
27.79,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,2.0,3500
45.94,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,14.0,1500
47.58,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,12.0,1000
31.3,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,4.0,3000
39.24,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,10.0,2500
16.5,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,6.0,1500
131.97,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,15.5,4500
69.71,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,11.0,3000
53.4,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,6.0,4000
32.99,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,4.0,4000
46.19,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,12.0,3000
29.28,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,2.5,4000
26.0,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,1.0,3500
24.77,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,13.5,2000
40.59,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,8.0,2500
11.38,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,0.5,2000
36.78,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,4.5,4000
39.71,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,9.5,2500
54.14,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,16.5,2500
