heat,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12
59.42,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,6.5,4000
105.06,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,16.5,4500
45.52,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,2.5,4500
53.4,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,6.0,4000
34.47,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,0.5,4500
40.59,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,8.0,2500
74.02,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,13.5,2500
19.71,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,5.0,2500
20.35,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,7.0,1000
21.71,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,5.5,1000
8.27,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,0.5,2500
33.37,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,5.5,2000
178.85,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,18.0,5000
56.4,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,6.0,4200
151.49,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,18.0,3500
47.08,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,2.0,5000
27.65,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,3.5,2000
15.19,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,3.5,2000
3.98,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,2.0,1000
22.8,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,12.5,2000
29.03,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,8.0,100
42.47,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,11.0,2500
90.68,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,9.5,5000
1.07,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,2.0,100
42.47,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,3.5,3500
6.32,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,2.5,100
51.69,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,10.0,3000
16.41,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,1.5,3500
18.32,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,0.0,3500
46.38,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,5.5,3500
62.26,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,3.5,4000
10.23,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,8.5,2000
57.99,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,2.5,4000
10.98,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,8.0,1000
89.09,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,13.0,4500
36.45,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,6.5,2000
48.89,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,5.5,4000
11.14,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,0.0,3000
4.98,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,2.0,1500
42.61,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,17.5,1500
68.64,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,7.0,5000
66.08,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,7.0,5000
48.67,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,11.0,1500
25.8,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,9.5,2000
28.46,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,6.0,1500
32.7,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,2.5,4500
16.31,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,4.0,2000
9.11,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,11.0,2000
124.62,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,11.0,5000
66.85,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,12.5,2500
12.4,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,4.0,1500
109.32,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,18.0,5000
7.53,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,0.0,2500
26.55,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,6.5,3500
120.26,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,14.0,4500
106.14,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,13.5,4000
40.29,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,15.5,100
7.91,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,0.5,2500
45.62,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,9.5,2500
36.77,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,10.5,100
119.49,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,15.5,4200
34.74,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,5.5,3500
10.33,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,6.5,1500
117.93,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,20.0,4500
9.11,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,2.5,2000
12.66,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,4.0,2000
35.51,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,13.5,3000
14.91,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,3.0,1500
82.7,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,6.0,5000
19.68,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,11.5,3000
32.78,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,19.0,1500
229.72,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,18.0,4500
17.53,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,4.5,2500
34.1,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,18.5,1000
10.81,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,1.5,2500
27.48,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,9.0,1500
105.88,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,9.5,5000
22.33,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,14.5,1000
182.23,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,14.5,5000
10.85,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,5.5,1000
6.39,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,5.0,1000
72.67,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,4.0,5000
35.24,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,6.0,2500
101.66,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,17.5,4000
14.91,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,3.5,2500
16.39,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,3.0,3000
2.03,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,2.0,2500
25.12,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,8.0,1500
81.19,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,14.5,3500
75.7,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,16.0,3500
79.85,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,13.0,4200
26.84,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,6.0,2000
31.66,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,7.5,3000
50.83,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,7.0,3500
118.73,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,16.5,4000
64.0,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,8.0,3500
13.93,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,0.0,3000
22.03,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,5.5,2000
26.54,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,11.0,1500
15.52,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,9.0,100
45.3,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,12.5,2000
49.43,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,0.5,5000
8.81,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,2.0,1500
0.24,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,0.0,100
63.78,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,9.5,3500
25.78,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,9.0,1000
30.21,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,4.5,3000
27.93,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,14.5,100
64.19,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,17.0,1000
40.08,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,7.5,3500
79.63,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,10.5,4000
36.02,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,2.0,4500
48.85,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,4.5,4000
64.07,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,6.5,5000
18.55,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,4.5,2000
78.72,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,20.0,3500
9.3,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,4.5,1000
94.7,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,19.5,3500
73.18,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,13.5,3000
67.24,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,12.0,2500
26.39,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,8.0,1000
88.58,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,10.0,5000
56.52,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,7.0,3500
1.71,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,3.0,100
49.2,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,4.0,4500
27.94,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,9.0,1000
73.64,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,4.5,5000
32.22,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,17.0,2000
41.17,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,5.5,2500
24.35,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,9.0,100
23.97,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,8.0,2000
143.45,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,13.5,5000
20.44,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,5.0,2500
42.09,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,3.0,4200
40.33,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,15.0,1500
19.69,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,5.5,2500
36.03,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,7.0,3500
3.68,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,1.0,1500
58.5,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,9.5,3000
4.89,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,2.5,100
15.85,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,1.0,3500
49.02,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,17.5,2000
108.2,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,19.5,2500
11.63,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,4.0,1000
7.24,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,2.5,1500
16.81,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,4.0,2000
28.45,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,8.5,1500
5.37,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,3.5,100
29.93,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,16.0,1500
65.96,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,14.5,2000
31.34,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,12.5,700
45.51,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,10.5,1500
110.75,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,10.0,5000
41.32,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,8.5,3000
96.81,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,10.0,4500
32.51,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,8.5,1000
145.04,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,18.5,4200
37.77,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,2.5,4500
96.24,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,7.5,5000
57.66,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,15.0,2000
13.93,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,13.5,1500
16.63,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,1.0,2500
7.73,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,12.0,1000
58.23,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,3.0,5000
22.64,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,9.0,100
43.64,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,15.0,1000
16.47,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,7.0,2500
111.53,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,11.5,4500
10.28,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,3.0,2000
48.82,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,4.0,4000
110.7,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,16.5,3000
4.26,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,1.0,100
2.55,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,2.0,100
24.04,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,6.0,2500
45.92,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,4.0,4000
8.31,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,5.0,100
41.33,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,1.0,5000
26.48,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,4.0,2500
48.72,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,15.0,3500
4.68,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,1.5,1000
2.36,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,0.0,1000
37.35,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,4.5,3500
85.11,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,11.5,3500
112.3,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,9.0,5000
18.85,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,1.5,3000
174.97,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,17.0,4000
5.65,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,3.0,100
0.29,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,0.5,1000
59.02,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,8.0,3500
90.72,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,18.0,4500
94.73,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,15.5,4200
62.96,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,7.5,4000
44.52,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,12.5,1000
7.97,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,3.0,1500
61.11,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,13.5,2500
96.93,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,10.0,4500
68.91,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,7.0,5000
45.16,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,15.5,1000
85.55,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,3.5,5000
12.77,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,6.0,1000
34.13,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,13.5,1000
80.87,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,11.0,3500
45.14,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,8.0,2500
17.97,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,3.0,2500
4.87,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,3.5,2000
0.82,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,0.5,100
10.04,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,5.5,1500
37.86,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,8.0,2500
41.76,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,10.5,2500
101.43,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,11.5,4500
72.92,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,8.5,4500
31.83,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,15.5,3500
19.51,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,11.0,4000
14.55,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,4.0,1500
22.56,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,2.5,3500
6.36,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,3.5,1000
11.2,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,6.0,100
72.56,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,7.5,5000
32.96,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,3.0,5000
71.2,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,8.0,4000
21.1,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,10.5,100
24.6,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,9.5,100
79.81,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,17.5,2000
74.28,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,6.0,5000
51.21,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,0.0,5000
43.85,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,6.0,3500
11.84,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,13.0,1000
22.15,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,1.5,4500
54.44,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,16.0,100
29.26,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,3.5,3000
14.27,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,6.5,2000
8.56,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,0.0,2500
45.75,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,15.0,2000
52.81,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,16.5,1500
50.39,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,12.0,2500
17.12,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,4.0,3000
20.89,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,0.5,4000
10.77,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,3.0,2500
48.0,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,2.0,4500
40.29,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,13.5,1500
8.2,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,7.0,3000
-3.88,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,1.0,100
22.53,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,8.0,1500
